threshold,precision,recall,f1,precision_aware
0.81,0.76,0.20652173913043478,0.3247863247863248,0.624306102039478
0.8200000000000001,0.8,0.1956521739130435,0.314410480349345,0.6411933487083841
0.8300000000000001,0.8048780487804879,0.1793478260869565,0.29333333333333333,0.6373092289938245
0.84,0.8,0.17391304347826086,0.2857142857142857,0.6325844903178662
0.85,0.7575757575757576,0.1358695652173913,0.2304147465437788,0.5947825073545929
0.86,0.7666666666666667,0.125,0.21495327102803738,0.5946895192453251
0.87,0.75,0.09782608695652174,0.17307692307692307,0.5737932815266574
0.88,0.8181818181818182,0.09782608695652174,0.17475728155339806,0.6083882981605091
0.89,0.875,0.07608695652173914,0.14,0.6263702046035805
0.9,0.8333333333333334,0.05434782608695652,0.10204081632653061,0.5941491161682064
0.91,0.75,0.03260869565217391,0.0625,0.5406202046035805
0.92,0.5,0.010869565217391304,0.02127659574468085,0.4032531833269848
0.93,0.0,0.0,0.0,0.14687020460358055
0.9400000000000001,0.0,0.0,0.0,0.14687020460358055
0.9500000000000001,0.0,0.0,0.0,0.14687020460358055
0.96,0.0,0.0,0.0,0.14687020460358055
0.97,0.0,0.0,0.0,0.14687020460358055
0.98,0.0,0.0,0.0,0.14687020460358055
0.99,0.0,0.0,0.0,0.14687020460358055
1.0,0.0,0.0,0.0,0.14687020460358055
