threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.6739558430600479,0.5188770571151985,0.979890310786106,0.6784810126582278,0.8282806278025309,0.5977740009670771,536,497,11,23
0.06,0.6739558430600479,0.5219512195121951,0.9780621572212066,0.6806615776081425,0.8280207205050556,0.5999652516505499,535,490,12,30
0.07,0.6739558430600479,0.5230618253189402,0.9744058500914077,0.6807151979565773,0.8262086530446866,0.6005366406584529,533,486,14,34
0.08,0.6739558430600479,0.5236220472440944,0.9725776965265083,0.6807421625079975,0.825302665627663,0.600824840986456,532,484,15,36
0.09,0.6739558430600479,0.5294705294705294,0.9689213893967094,0.6847545219638242,0.8246782198995115,0.6049527899364215,530,471,17,49
0.1,0.6739558430600479,0.531062124248497,0.9689213893967094,0.686084142394822,0.8250771060288108,0.6061474734547047,530,468,17,52
0.11,0.6739558430600479,0.5327291037260826,0.9670932358318098,0.687012987012987,0.8244416826318106,0.607259616578947,529,464,18,56
0.12,0.6739558430600479,0.5349544072948328,0.9652650822669104,0.6883963494132985,0.8239426145694544,0.6087872770834155,528,459,19,61
0.13,0.6739558430600479,0.5362614913176711,0.9597806215722121,0.6880733944954128,0.8211034977467395,0.609343932619469,525,454,22,66
0.14,0.6739558430600479,0.538540596094553,0.9579524680073126,0.6894736842105263,0.8206095078788238,0.6109035719224439,524,449,23,71
0.15,0.6739558430600479,0.5398138572905895,0.9542961608775137,0.6895640686922061,0.8188084696584282,0.6115673178649661,522,445,25,75
0.16,0.6739558430600479,0.5420560747663551,0.9542961608775137,0.6913907284768211,0.8193564675938128,0.6132364245382335,522,441,25,79
0.17,0.6739558430600479,0.543274244004171,0.9524680073126143,0.6918990703851262,0.8185948933838546,0.613998011729633,521,438,26,82
0.18,0.6739558430600479,0.5433646812957158,0.9506398537477148,0.6914893617021277,0.8175579039965053,0.6139203177705058,520,437,27,83
0.19,0.6739558430600479,0.5440251572327044,0.9488117001828154,0.6915389740173218,0.8166587109086137,0.6142654394335583,519,435,28,85
0.2,0.6739558430600479,0.5442105263157895,0.9451553930530164,0.6907147628590514,0.8145832939962332,0.6141108606276198,517,433,30,87
0.21,0.6739558430600479,0.5467091295116773,0.9414990859232175,0.6917394224311618,0.8130625383029668,0.6156675600971968,515,427,32,93
0.22,0.6739558430600479,0.5505376344086022,0.9360146252285192,0.6932972241029113,0.8107876484571426,0.618049153047184,512,418,35,102
0.23,0.6739558430600479,0.5517241379310345,0.9360146252285192,0.6942372881355933,0.8110696676669471,0.6189244240182048,512,416,35,104
