threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.68373646463226,0.5468914646996839,0.9488117001828154,0.6938502673796791,0.8193082232317634,0.6183481054901977,519,430,28,90
0.06,0.68373646463226,0.5511302475780409,0.9360146252285192,0.6937669376693767,0.8128846868415246,0.6204424980162855,512,417,35,103
0.07,0.68373646463226,0.5536105032822757,0.9250457038391224,0.6926762491444216,0.8070730195893397,0.6213554193109163,506,408,41,112
0.08,0.68373646463226,0.5566666666666666,0.9159049360146252,0.6924671734623359,0.8024399129724654,0.6228207782984861,501,399,46,121
0.09,0.68373646463226,0.5571748878923767,0.9085923217550275,0.6907574704656011,0.7982706949436461,0.6225619780123207,497,395,50,125
0.1,0.68373646463226,0.5622857142857143,0.8994515539305301,0.6919831223628692,0.7940680066005779,0.6254850867781699,492,383,55,137
0.11,0.68373646463226,0.5662790697674419,0.8903107861060329,0.6922530206112296,0.7895785921628373,0.6275627339935419,487,373,60,147
0.12,0.68373646463226,0.567409144196952,0.8848263254113345,0.6914285714285714,0.7865890270606907,0.6278804364534994,484,369,63,151
0.13,0.68373646463226,0.5724465558194775,0.8811700182815356,0.6940244780417567,0.7855396454797469,0.6311779142487177,482,360,65,160
0.14,0.68373646463226,0.5764139590854392,0.8756855575868373,0.6952104499274311,0.7831532066981001,0.6335174074474009,479,352,68,168
0.15,0.68373646463226,0.5788834951456311,0.8720292504570384,0.6958424507658644,0.7815146533847306,0.6349417757290269,477,347,70,173
0.16,0.68373646463226,0.5803680981595092,0.8647166361974405,0.6945668135095447,0.7774756550780357,0.63530138605907,473,342,74,178
0.17,0.68373646463226,0.5822942643391521,0.8537477148080439,0.69236471460341,0.771330564711497,0.6356038394770511,467,335,80,185
0.18,0.68373646463226,0.5823899371069182,0.8464351005484461,0.6900149031296572,0.7669693141395723,0.6349467324188083,463,332,84,188
0.19,0.68373646463226,0.5857687420584498,0.8427787934186471,0.6911544227886057,0.7654830164723573,0.6369779907922587,461,326,86,194
0.2,0.68373646463226,0.586427656850192,0.8372943327239488,0.6897590361445783,0.7623221701317999,0.6368888321949215,458,323,89,197
