auc,batch_size,composite,f1,precision,precision_aware,recall
0.6468077626212909,16,0.36629964820967126,0.3662714097496706,0.6556603773584906,0.5670731641284046,0.25411334552102377
0.6516910420475319,32,0.40158272394881167,0.4075,0.6442687747035574,0.574722595761285,0.2979890310786106
0.6497644494445225,48,0.545117691740349,0.5520728008088979,0.6176470588235294,0.6043982595433386,0.4990859232175503
0.6457565743214738,64,0.5201787915655364,0.5356004250797024,0.6395939086294417,0.6096283967029263,0.4606946983546618
0.6525840247503868,128,0.45758099655603823,0.47473560517038776,0.6644736842105263,0.6051743286064568,0.3692870201096892
0.6492476444944453,256,0.48578383052983237,0.5039370078740157,0.6549707602339181,0.6085160113780528,0.40950639853747717
