threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.641622134720855,0.5408942202835333,0.906764168190128,0.6775956284153005,0.7849851995638252,0.6020502256105278,496,421,51,99
0.06,0.641622134720855,0.5439377085650723,0.8939670932358318,0.6763485477178424,0.7782125378774396,0.6031978455420599,489,410,58,110
0.07,0.641622134720855,0.5531428571428572,0.8848263254113345,0.680731364275668,0.7749569989325387,0.6091152647983,484,391,63,129
0.08,0.641622134720855,0.5597189695550351,0.8738574040219378,0.6823697359029265,0.7699640497260178,0.6128948324925665,478,376,69,144
0.09,0.641622134720855,0.5656324582338902,0.8665447897623401,0.6844765342960288,0.7669397821141497,0.6164836163499248,474,364,73,156
0.1,0.641622134720855,0.566747572815534,0.8537477148080439,0.6812545587162655,0.7595746519630726,0.6160745809668177,467,357,80,163
0.11,0.641622134720855,0.573019801980198,0.8464351005484461,0.6833948339483394,0.7565604274028959,0.6198527781187718,463,345,84,175
0.12,0.641622134720855,0.5775535939470365,0.8372943327239488,0.6835820895522388,0.752046220171817,0.6221758507833609,458,335,89,185
0.13,0.641622134720855,0.5772669220945083,0.8263254113345521,0.6796992481203008,0.7453969070475372,0.6208676624275153,452,331,95,189
0.14,0.641622134720855,0.5812743823146944,0.8171846435100548,0.6793313069908815,0.7407161407964629,0.6227610101987826,447,322,100,198
0.15,0.641622134720855,0.5882352941176471,0.8043875685557587,0.6795366795366795,0.7343792150830541,0.6263030778639984,440,308,107,212
0.16,0.641622134720855,0.5899864682002707,0.7970749542961609,0.6780715396578538,0.7302833659896076,0.6267391229416625,436,303,111,217
0.17,0.641622134720855,0.5895316804407713,0.7824497257769653,0.6724273369992144,0.721277490932418,0.624818468264321,428,298,119,222
0.18,0.641622134720855,0.5888111888111888,0.7696526508226691,0.6671949286846276,0.7133092309608938,0.6228884999551536,421,294,126,226
0.19,0.641622134720855,0.5905172413793104,0.7513711151736746,0.6613032984714401,0.7024009740724404,0.6219740371752582,411,285,136,235
0.2,0.641622134720855,0.5953079178885631,0.7422303473491774,0.660699755899105,0.6976495273884912,0.6241883126581841,406,276,141,244
0.21,0.641622134720855,0.5982142857142857,0.7349177330895795,0.6595570139458573,0.693650397672718,0.625298673985071,402,270,145,250
0.22,0.641622134720855,0.5979073243647235,0.7312614259597806,0.6578947368421053,0.6913235609766929,0.6246465101791643,400,269,147,251
0.23,0.641622134720855,0.600609756097561,0.720292504570384,0.6550290939318371,0.6849794074089142,0.6251380331725026,394,262,153,258
0.24,0.641622134720855,0.6059190031152648,0.7111517367458866,0.6543313708999159,0.6801997065870891,0.6275833397717782,389,253,158,267
0.25,0.641622134720855,0.6050552922590837,0.70018281535649,0.6491525423728813,0.6731615973342804,0.6255978357855773,383,250,164,270
