frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.451602,0.228630,-0.473993,0.997378,0.000000,0.000000,0.000000,0.466577,0.193478,-0.488854,0.996873,0.000000,0.000000,0.000000,0.475072,0.194350,-0.488881,0.997134,0.000000,0.000000,0.000000,0.484897,0.195553,-0.489206,0.997849,0.000000,0.000000,0.000000,0.451450,0.189778,-0.449177,0.996141,0.000000,0.000000,0.000000,0.448382,0.187663,-0.449136,0.994386,0.000000,0.000000,0.000000,0.445183,0.185373,-0.449253,0.994303,0.000000,0.000000,0.000000,0.470339,0.274927,-0.453521,0.998649,0.000000,0.000000,0.000000,0.451573,0.264622,-0.401948,0.997588,0.000000,0.000000,0.000000,0.584873,0.469970,-0.457526,0.993027,0.000000,0.000000,0.000000,0.445019,0.364513,-0.071519,0.995456,0.000000,0.000000,0.000000,0.583121,0.752624,-0.429187,0.928655,0.000000,0.000000,0.000000,0.415996,0.566185,0.100422,0.498362,0.000000,0.000000,0.000000,0.567346,1.005618,-0.355323,0.406592,0.000000,0.000000,0.000000,0.424406,0.556910,0.099721,0.432361,0.000000,0.000000,0.000000,0.572085,1.084149,-0.382809,0.284703,0.000000,0.000000,0.000000,0.428250,0.560725,0.114299,0.308167,0.000000,0.000000,0.000000,0.551028,1.078902,-0.392935,0.312879,0.000000,0.000000,0.000000,0.423129,0.547216,0.098430,0.326445,0.000000,0.000000,0.000000,0.545571,1.042392,-0.354881,0.350896,0.000000,0.000000,0.000000,0.427692,0.552479,0.092601,0.355255,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.449776,0.233620,-0.540423,0.997481,-0.054757,0.149715,-1.992906,0.464626,0.198590,-0.548862,0.997025,-0.058538,0.153361,-1.800236,0.471591,0.199032,-0.548952,0.997316,-0.104435,0.140453,-1.802112,0.479196,0.199505,-0.549143,0.997943,-0.171019,0.118555,-1.798129,0.451144,0.196063,-0.504257,0.996242,-0.009171,0.188558,-1.652417,0.448344,0.194471,-0.504140,0.994659,-0.001142,0.204251,-1.650131,0.445269,0.192688,-0.504254,0.994512,0.002579,0.219450,-1.650035,0.466030,0.276028,-0.509204,0.998727,-0.129268,0.033026,-1.670485,0.450215,0.267725,-0.451189,0.997662,-0.040763,0.093091,-1.477219,0.584733,0.471403,-0.467371,0.993668,-0.004220,0.042993,-0.295348,0.446879,0.363615,-0.040831,0.995791,0.055798,-0.026920,0.920640,0.581798,0.787892,-0.465324,0.932367,-0.039713,1.058040,-1.084102,0.394989,0.528310,0.272969,0.528630,-0.630211,-1.136243,5.176382,0.550696,1.019255,-0.451629,0.429577,-0.499490,0.409112,-2.889185,0.378282,0.480059,0.391587,0.467547,-1.383733,-2.305543,8.755968,0.552041,1.104303,-0.490537,0.295819,-0.601321,0.604599,-3.231830,0.369703,0.470956,0.421019,0.338173,-1.756409,-2.693057,9.201625,0.528696,1.092246,-0.515530,0.326769,-0.669951,0.400329,-3.677850,0.373669,0.469234,0.394488,0.357940,-1.483808,-2.339454,8.881751,0.525468,1.051833,-0.460967,0.362915,-0.603082,0.283216,-3.182594,0.380206,0.476942,0.381827,0.388073,-1.424575,-2.266113,8.676773
2,0.066667,852,480,30.000000,0.448098,0.236158,-0.550505,0.997667,-0.050353,0.076137,-0.302451,0.463301,0.201285,-0.564093,0.997250,-0.039751,0.080865,-0.456938,0.469788,0.201726,-0.564088,0.997524,-0.054101,0.080835,-0.454085,0.476885,0.202109,-0.564281,0.998098,-0.069326,0.078120,-0.454125,0.450538,0.199040,-0.519277,0.996507,-0.018187,0.089326,-0.450602,0.448010,0.197644,-0.519215,0.995052,-0.010020,0.095188,-0.452235,0.445187,0.196072,-0.519326,0.994904,-0.002437,0.101513,-0.452145,0.463318,0.277911,-0.525186,0.998823,-0.081348,0.056503,-0.479468,0.448609,0.270276,-0.467081,0.997822,-0.048169,0.076514,-0.476751,0.583671,0.474661,-0.503538,0.994220,-0.031845,0.097728,-1.085010,0.448323,0.363365,-0.070360,0.996146,0.043323,-0.007517,-0.885889,0.579962,0.803209,-0.492913,0.932729,-0.055066,0.459536,-0.827681,0.386057,0.528436,0.195421,0.558192,-0.267963,0.003784,-2.326424,0.543654,1.040476,-0.471971,0.429304,-0.211269,0.636635,-0.610268,0.368082,0.468015,0.268981,0.502181,-0.305990,-0.361317,-3.678184,0.544688,1.126156,-0.509764,0.295252,-0.220596,0.655589,-0.576823,0.360801,0.451994,0.292939,0.368807,-0.267065,-0.568856,-3.842420,0.522292,1.114307,-0.528977,0.327673,-0.192112,0.661823,-0.403402,0.359288,0.447442,0.266852,0.388854,-0.431438,-0.653764,-3.829081,0.518976,1.073114,-0.478463,0.362692,-0.194753,0.638427,-0.524882,0.366927,0.460263,0.258819,0.419536,-0.398378,-0.500377,-3.690255
3,0.100000,852,480,30.000000,0.445327,0.238780,-0.599335,0.997812,-0.083121,0.078655,-1.464908,0.461057,0.203467,-0.615014,0.997426,-0.067334,0.065437,-1.527640,0.467304,0.203903,-0.615009,0.997683,-0.074530,0.065297,-1.527624,0.474151,0.204241,-0.615244,0.998221,-0.082025,0.063958,-1.528890,0.449100,0.201295,-0.569622,0.996722,-0.043142,0.067627,-1.510345,0.447019,0.199946,-0.569647,0.995356,-0.029721,0.069059,-1.512961,0.444705,0.198389,-0.569785,0.995217,-0.014476,0.069507,-1.513780,0.460536,0.280084,-0.575082,0.998892,-0.083474,0.065181,-1.496889,0.446292,0.272657,-0.516450,0.997935,-0.069510,0.071438,-1.481086,0.583884,0.486122,-0.556404,0.994596,0.006394,0.343848,-1.585969,0.448492,0.363123,-0.117197,0.996374,0.005069,-0.007270,-1.405093,0.580480,0.823649,-0.538330,0.933047,0.015521,0.613199,-1.362491,0.386267,0.522604,0.209209,0.577920,0.006279,-0.174969,0.413631,0.541249,1.069785,-0.511837,0.432872,-0.072162,0.879278,-1.195976,0.368988,0.465730,0.376504,0.526400,0.027163,-0.068542,3.225699,0.540577,1.153156,-0.550124,0.299658,-0.123319,0.810013,-1.210796,0.364614,0.449790,0.415600,0.389211,0.114399,-0.066146,3.679851,0.519122,1.136398,-0.566617,0.333174,-0.095116,0.662735,-1.129223,0.358895,0.441502,0.385475,0.408996,-0.011781,-0.178208,3.558683,0.516070,1.097091,-0.516359,0.365795,-0.087191,0.719318,-1.136858,0.366262,0.456487,0.367723,0.439325,-0.019959,-0.113280,3.267142
4,0.133333,852,480,30.000000,0.444799,0.240025,-0.614452,0.997890,-0.015842,0.037344,-0.453510,0.461025,0.204846,-0.627928,0.997532,-0.000941,0.041378,-0.387397,0.467446,0.205415,-0.627937,0.997788,0.004268,0.045359,-0.387844,0.474602,0.205789,-0.628211,0.998293,0.013520,0.046444,-0.389017,0.448622,0.202267,-0.586088,0.996818,-0.014336,0.029177,-0.493977,0.446425,0.200807,-0.586064,0.995515,-0.017828,0.025831,-0.492522,0.444073,0.199160,-0.586168,0.995369,-0.018953,0.023126,-0.491490,0.460287,0.281723,-0.584554,0.998938,-0.007477,0.049161,-0.284144,0.445235,0.273869,-0.530494,0.998002,-0.031722,0.036368,-0.421323,0.583889,0.485244,-0.542188,0.994985,0.000154,-0.026347,0.426489,0.440741,0.357871,-0.128417,0.996554,-0.232536,-0.157539,-0.336610,0.583600,0.812016,-0.523835,0.934735,0.093622,-0.349007,0.434843,0.371998,0.482644,0.206374,0.601012,-0.428060,-1.198803,-0.085045,0.544352,1.066966,-0.505888,0.438114,0.093116,-0.084586,0.178488,0.359569,0.431878,0.382146,0.549192,-0.282556,-1.015571,0.169255,0.544931,1.154136,-0.542961,0.300861,0.130616,0.029408,0.214902,0.355628,0.417902,0.419490,0.405492,-0.269567,-0.956618,0.116691,0.522548,1.139758,-0.563289,0.335255,0.102777,0.100801,0.099860,0.353105,0.413045,0.392846,0.425198,-0.173683,-0.853709,0.221148,0.518835,1.099142,-0.512131,0.365908,0.082954,0.061519,0.126829,0.359500,0.427211,0.374931,0.455684,-0.202848,-0.878263,0.216221
5,0.166667,852,480,30.000000,0.444682,0.242766,-0.582230,0.998010,-0.003524,0.082246,0.966670,0.461099,0.207483,-0.594976,0.997687,0.002225,0.079099,0.988548,0.467639,0.208203,-0.594994,0.997934,0.005782,0.083637,0.988278,0.474986,0.208518,-0.595211,0.998388,0.011540,0.081862,0.990005,0.448426,0.204501,-0.552405,0.996980,-0.005895,0.067029,1.010501,0.446163,0.203004,-0.552338,0.995784,-0.007866,0.065911,1.011795,0.443817,0.201374,-0.552440,0.995622,-0.007682,0.066411,1.011849,0.460095,0.283617,-0.552203,0.999005,-0.005745,0.056836,0.970534,0.444490,0.275646,-0.497258,0.998104,-0.022328,0.053290,0.997107,0.583463,0.484389,-0.510804,0.995423,-0.012801,-0.025658,0.941516,0.440730,0.364856,-0.095365,0.996817,-0.000308,0.209534,0.991569,0.581625,0.805677,-0.489473,0.935573,-0.059271,-0.190160,1.030871,0.370218,0.497897,0.200655,0.626321,-0.053387,0.457585,-0.171577,0.541217,1.028689,-0.473426,0.447840,-0.094067,-1.148304,0.973855,0.366185,0.454102,0.299002,0.576851,0.198463,0.666721,-2.494311,0.540313,1.110361,-0.507229,0.304516,-0.138554,-1.313263,1.071950,0.352502,0.431423,0.327208,0.429329,-0.093787,0.405635,-2.768456,0.519936,1.093006,-0.521342,0.340000,-0.078344,-1.402556,1.258405,0.353659,0.426741,0.304862,0.449368,0.016599,0.410878,-2.639534,0.516956,1.053440,-0.475290,0.370055,-0.056376,-1.371059,1.105225,0.360143,0.437957,0.291142,0.480993,0.019302,0.322385,-2.513664
6,0.200000,852,480,30.000000,0.442989,0.247374,-0.554959,0.998004,-0.050794,0.138228,0.818135,0.459740,0.211406,-0.573815,0.997667,-0.040779,0.117690,0.634822,0.466464,0.211669,-0.573954,0.997950,-0.035236,0.103972,0.631220,0.473934,0.211432,-0.574208,0.998386,-0.031572,0.087427,0.630087,0.446492,0.209076,-0.530551,0.996928,-0.058008,0.137232,0.655621,0.444197,0.207642,-0.530564,0.995774,-0.058960,0.139132,0.653216,0.441887,0.206143,-0.530774,0.995519,-0.057896,0.143082,0.649980,0.458810,0.286069,-0.526958,0.999026,-0.038564,0.073569,0.757334,0.442602,0.278639,-0.470829,0.998114,-0.056634,0.089788,0.792861,0.583316,0.483800,-0.499559,0.995727,-0.004413,-0.017648,0.337358,0.437838,0.368985,-0.074899,0.996969,-0.086769,0.123889,0.613974,0.580195,0.792740,-0.473409,0.933348,-0.042880,-0.388101,0.481923,0.374591,0.505537,0.244256,0.627050,0.131185,0.229192,1.308028,0.537390,0.997009,-0.457400,0.439734,-0.114795,-0.950385,0.480765,0.370710,0.454950,0.345953,0.574419,0.135769,0.025438,1.408514,0.533313,1.107759,-0.490636,0.300635,-0.209997,-0.078049,0.497780,0.359861,0.470110,0.373620,0.425342,0.220774,1.160586,1.392357,0.513358,1.088209,-0.506201,0.337012,-0.197346,-0.143924,0.454220,0.357066,0.455303,0.337578,0.446336,0.102205,0.856849,0.981482,0.511936,1.049351,-0.460162,0.364476,-0.150586,-0.122677,0.453859,0.362977,0.463077,0.333117,0.477651,0.085012,0.753576,1.259260
7,0.233333,852,480,30.000000,0.442607,0.249973,-0.531004,0.997919,-0.011434,0.077987,0.718644,0.459449,0.213986,-0.548105,0.997524,-0.008741,0.077410,0.771303,0.466280,0.214135,-0.548224,0.997887,-0.005529,0.073987,0.771899,0.473863,0.213644,-0.548515,0.998306,-0.002129,0.066365,0.770777,0.445933,0.211652,-0.507538,0.996702,-0.016768,0.077294,0.690390,0.443612,0.210158,-0.507479,0.995556,-0.017556,0.075488,0.692550,0.441314,0.208615,-0.507667,0.995066,-0.017196,0.074169,0.693197,0.458513,0.287533,-0.498867,0.998987,-0.008892,0.043910,0.842744,0.442155,0.280720,-0.445698,0.997969,-0.013424,0.062453,0.753912,0.583242,0.476592,-0.462365,0.996017,-0.002205,-0.216267,1.115808,0.435958,0.369817,-0.055431,0.997042,-0.056416,0.024962,0.584044,0.580395,0.763527,-0.430357,0.928026,0.006001,-0.876412,1.291535,0.373439,0.510045,0.224728,0.625563,-0.034572,0.135242,-0.585840,0.539185,0.971882,-0.407975,0.426362,0.053827,-0.753829,1.482764,0.370729,0.457072,0.304474,0.563882,0.000566,0.063679,-1.244366,0.530601,1.087005,-0.444262,0.291862,-0.081369,-0.622630,1.391225,0.364611,0.476267,0.331880,0.413179,0.142497,0.184725,-1.252193,0.509172,1.069001,-0.459503,0.328915,-0.125579,-0.576228,1.400938,0.362230,0.466794,0.306380,0.434791,0.154939,0.344750,-0.935926,0.508566,1.029825,-0.410750,0.354092,-0.101116,-0.585773,1.482359,0.367738,0.471732,0.294685,0.466669,0.142836,0.259650,-1.152973
8,0.266667,852,480,30.000000,0.442489,0.251023,-0.453419,0.998004,-0.003548,0.031490,2.327551,0.459302,0.214979,-0.467168,0.997620,-0.004400,0.029783,2.428118,0.466216,0.215052,-0.467300,0.997988,-0.001902,0.027523,2.427708,0.473900,0.214474,-0.467547,0.998369,0.001111,0.024906,2.429047,0.445620,0.212910,-0.425777,0.996830,-0.009382,0.037725,2.452810,0.443287,0.211541,-0.425624,0.995767,-0.009762,0.041467,2.455643,0.441000,0.210126,-0.425809,0.995240,-0.009406,0.045326,2.455735,0.458554,0.288182,-0.422098,0.999038,0.001231,0.019470,2.303072,0.442170,0.281960,-0.367740,0.998052,0.000437,0.037194,2.338743,0.583172,0.471719,-0.388804,0.996329,-0.002117,-0.146164,2.206826,0.435779,0.373416,0.012800,0.997210,-0.005372,0.107943,2.046936,0.580931,0.749860,-0.361911,0.923455,0.016081,-0.409992,2.053384,0.375786,0.512437,0.281645,0.622473,0.070406,0.071767,1.707522,0.540482,0.948897,-0.344719,0.415160,0.038928,-0.689553,1.897673,0.372789,0.497160,0.328295,0.553259,0.061784,1.202628,0.714628,0.530517,1.058907,-0.380959,0.285318,-0.002509,-0.842950,1.899107,0.367588,0.515060,0.347011,0.405344,0.089310,1.163777,0.453917,0.510564,1.037250,-0.398446,0.323227,0.041746,-0.952538,1.831715,0.363948,0.503021,0.314816,0.427913,0.051524,1.086803,0.253072,0.510075,0.999593,-0.348718,0.346592,0.045263,-0.906946,1.860958,0.370175,0.504302,0.314949,0.460659,0.073108,0.977099,0.607928
9,0.300000,852,480,30.000000,0.442298,0.251649,-0.432720,0.998064,-0.005724,0.018775,0.620975,0.459043,0.215631,-0.445415,0.997685,-0.007760,0.019572,0.652598,0.465997,0.215633,-0.445554,0.998067,-0.006596,0.017430,0.652386,0.473736,0.214996,-0.445782,0.998406,-0.004920,0.015667,0.652944,0.445328,0.213801,-0.404425,0.996906,-0.008768,0.026737,0.640568,0.443016,0.212523,-0.404267,0.995942,-0.008130,0.029463,0.640693,0.440773,0.211182,-0.404453,0.995399,-0.006831,0.031671,0.640701,0.458422,0.288663,-0.403985,0.999081,-0.003963,0.014413,0.543387,0.442110,0.282864,-0.349925,0.998121,-0.001796,0.027124,0.534460,0.583059,0.467960,-0.369184,0.996626,-0.003383,-0.112774,0.588593,0.435030,0.375981,0.022998,0.997391,-0.022472,0.076957,0.305946,0.590104,0.745929,-0.348913,0.923477,0.275195,-0.117937,0.389943,0.372694,0.503056,0.339526,0.643170,-0.092752,-0.281423,1.736424,0.545293,0.949729,-0.338821,0.418060,0.144324,0.024979,0.176943,0.365936,0.466935,0.473282,0.572749,-0.205573,-0.906744,4.349630,0.532114,1.049110,-0.370818,0.286425,0.047922,-0.293906,0.304219,0.365781,0.482696,0.501578,0.421583,-0.054221,-0.970926,4.637016,0.510929,1.027820,-0.391738,0.325958,0.010961,-0.282894,0.201252,0.361592,0.459212,0.476176,0.444507,-0.070671,-1.314260,4.840780,0.511018,0.990195,-0.344979,0.347410,0.028292,-0.281945,0.112168,0.367172,0.465029,0.464350,0.477924,-0.090097,-1.178170,4.482024
