frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,2160,3840,25.000000,0.723500,0.368051,-0.154468,0.999979,0.000000,0.000000,0.000000,0.753401,0.359982,-0.167468,0.999933,0.000000,0.000000,0.000000,0.760457,0.361065,-0.167342,0.999969,0.000000,0.000000,0.000000,0.768007,0.362402,-0.167363,0.999929,0.000000,0.000000,0.000000,0.744396,0.358293,-0.112169,0.999895,0.000000,0.000000,0.000000,0.744982,0.358063,-0.112107,0.999947,0.000000,0.000000,0.000000,0.746101,0.357812,-0.111946,0.999893,0.000000,0.000000,0.000000,0.731112,0.384811,-0.148721,0.999981,0.000000,0.000000,0.000000,0.720094,0.382755,-0.076456,0.999951,0.000000,0.000000,0.000000,0.843751,0.477075,-0.263451,0.999978,0.000000,0.000000,0.000000,0.667921,0.440881,0.301332,0.999720,0.000000,0.000000,0.000000,0.775283,0.564987,-0.458373,0.999273,0.000000,0.000000,0.000000,0.539674,0.494053,0.038581,0.973770,0.000000,0.000000,0.000000,0.616894,0.607241,-0.503225,0.999467,0.000000,0.000000,0.000000,0.594420,0.421026,-0.429526,0.992205,0.000000,0.000000,0.000000,0.582578,0.630355,-0.564621,0.998817,0.000000,0.000000,0.000000,0.603735,0.392661,-0.511148,0.985815,0.000000,0.000000,0.000000,0.560209,0.616683,-0.581939,0.998885,0.000000,0.000000,0.000000,0.612975,0.383020,-0.483417,0.982541,0.000000,0.000000,0.000000,0.571953,0.607156,-0.503634,0.998266,0.000000,0.000000,0.000000,0.615328,0.397393,-0.434796,0.978552,0.000000,0.000000,0.000000
1,0.040000,2160,3840,25.000000,0.723765,0.368051,-0.162167,0.999971,0.006627,0.000013,-0.192495,0.753394,0.359891,-0.170810,0.999913,-0.000164,-0.002284,-0.083553,0.760370,0.361009,-0.170658,0.999955,-0.002182,-0.001389,-0.082878,0.767780,0.362369,-0.170660,0.999906,-0.005674,-0.000814,-0.082413,0.744748,0.358150,-0.117832,0.999873,0.008799,-0.003563,-0.141567,0.745469,0.357926,-0.117820,0.999927,0.012164,-0.003424,-0.142829,0.746560,0.357684,-0.117731,0.999872,0.011474,-0.003204,-0.144637,0.731113,0.384814,-0.150021,0.999972,0.000025,0.000077,-0.032489,0.720813,0.382888,-0.079264,0.999922,0.017975,0.003331,-0.070200,0.858545,0.477652,-0.209456,0.999951,0.369844,0.014422,1.349871,0.670787,0.440375,0.273088,0.999665,0.071651,-0.012630,-0.706111,0.779923,0.568003,-0.426796,0.999080,0.115997,0.075382,0.789439,0.535744,0.502780,0.004336,0.973611,-0.098248,0.218187,-0.856123,0.609799,0.607227,-0.525680,0.999267,-0.177382,-0.000350,-0.561374,0.594486,0.421859,-0.462305,0.992350,0.001663,0.020825,-0.819485,0.572332,0.630777,-0.583433,0.998100,-0.256151,0.010574,-0.470303,0.604042,0.393098,-0.546335,0.985781,0.007679,0.010929,-0.879677,0.548182,0.616432,-0.591519,0.998148,-0.300673,-0.006276,-0.239497,0.613625,0.383386,-0.512602,0.982456,0.016238,0.009156,-0.729647,0.559235,0.607095,-0.523026,0.997269,-0.317943,-0.001523,-0.484794,0.615543,0.397308,-0.461198,0.978185,0.005379,-0.002128,-0.660057
2,0.080000,2160,3840,25.000000,0.722955,0.370617,-0.168952,0.999968,-0.020248,0.064133,-0.169626,0.750587,0.360757,-0.178294,0.999909,-0.070184,0.021645,-0.187100,0.757501,0.361785,-0.178122,0.999952,-0.071739,0.019395,-0.186620,0.764967,0.363033,-0.178135,0.999901,-0.070313,0.016603,-0.186875,0.742333,0.359128,-0.124998,0.999870,-0.060366,0.024437,-0.179144,0.742976,0.358878,-0.124976,0.999923,-0.062330,0.023794,-0.178907,0.743792,0.358620,-0.124876,0.999869,-0.069202,0.023386,-0.178634,0.731206,0.386628,-0.153713,0.999969,0.002328,0.045352,-0.092310,0.720888,0.385760,-0.081860,0.999912,0.001872,0.071815,-0.064909,0.864693,0.477639,-0.214054,0.999944,0.153695,-0.000326,-0.114953,0.674816,0.440530,0.275278,0.999661,0.100735,0.003871,0.054764,0.780610,0.569162,-0.427669,0.998928,0.017162,0.028993,-0.021840,0.536094,0.507784,0.006572,0.973064,0.008737,0.125091,0.055896,0.608948,0.607254,-0.523533,0.999115,-0.021261,0.000674,0.053686,0.598558,0.422383,-0.473433,0.992533,0.101802,0.013092,-0.278194,0.570332,0.631571,-0.580979,0.997549,-0.049977,0.019841,0.061350,0.608792,0.394842,-0.556798,0.985935,0.118747,0.043602,-0.261572,0.546086,0.616434,-0.591097,0.997593,-0.052395,0.000054,0.010538,0.619943,0.384159,-0.523834,0.982590,0.157949,0.019322,-0.280793,0.556877,0.607099,-0.521430,0.996529,-0.058958,0.000103,0.039911,0.621043,0.397204,-0.472560,0.978148,0.137487,-0.002608,-0.284063
3,0.120000,2160,3840,25.000000,0.723818,0.370881,-0.167850,0.999960,0.021571,0.006597,0.027553,0.750949,0.360774,-0.177056,0.999892,0.009041,0.000431,0.030931,0.757586,0.361789,-0.176885,0.999938,0.002129,0.000107,0.030939,0.765004,0.363030,-0.176897,0.999881,0.000928,-0.000079,0.030941,0.743379,0.359173,-0.124889,0.999851,0.026137,0.001139,0.002718,0.744033,0.358934,-0.124846,0.999904,0.026438,0.001398,0.003263,0.744810,0.358682,-0.124721,0.999850,0.025459,0.001559,0.003874,0.731572,0.386887,-0.151496,0.999960,0.009140,0.006466,0.055429,0.721742,0.386320,-0.080348,0.999880,0.021361,0.013991,0.037814,0.864531,0.477602,-0.196267,0.999925,-0.004053,-0.000942,0.444689,0.676646,0.440720,0.278065,0.999632,0.045738,0.004736,0.069677,0.784038,0.571434,-0.407398,0.998750,0.085706,0.056791,0.506776,0.536128,0.509389,0.009570,0.972198,0.000846,0.040114,0.074964,0.608187,0.606768,-0.492751,0.998884,-0.019036,-0.012146,0.769545,0.602015,0.422494,-0.465853,0.992436,0.086424,0.002778,0.189479,0.568697,0.631543,-0.544783,0.996704,-0.040889,-0.000699,0.904903,0.613766,0.395319,-0.548838,0.985456,0.124352,0.011928,0.198977,0.545095,0.615307,-0.547595,0.996710,-0.024794,-0.028174,1.087551,0.623792,0.384582,-0.516974,0.981920,0.096229,0.010575,0.171505,0.556261,0.605814,-0.487190,0.995369,-0.015394,-0.032128,0.855995,0.624367,0.396965,-0.466279,0.977030,0.083113,-0.005963,0.157039
4,0.160000,2160,3840,25.000000,0.725091,0.370888,-0.170876,0.999958,0.031827,0.000177,-0.075641,0.752705,0.360796,-0.178524,0.999885,0.043911,0.000534,-0.036689,0.758950,0.361806,-0.178361,0.999933,0.034116,0.000421,-0.036917,0.765945,0.363038,-0.178376,0.999874,0.023505,0.000198,-0.036979,0.745488,0.359209,-0.126826,0.999845,0.052734,0.000882,-0.048435,0.746137,0.358974,-0.126786,0.999897,0.052589,0.001023,-0.048511,0.746859,0.358721,-0.126660,0.999843,0.051229,0.000966,-0.048464,0.731845,0.387016,-0.152894,0.999956,0.006816,0.003242,-0.034944,0.722018,0.386465,-0.082430,0.999865,0.006887,0.003635,-0.052067,0.865366,0.477498,-0.202036,0.999921,0.020896,-0.002594,-0.144235,0.676429,0.440147,0.278168,0.999628,-0.005424,-0.014323,0.002567,0.788322,0.571449,-0.413009,0.998669,0.107105,0.000383,-0.140267,0.535678,0.508286,0.008289,0.971750,-0.011228,-0.027576,-0.032036,0.608252,0.606688,-0.494783,0.998802,0.001624,-0.001997,-0.050791,0.608237,0.422532,-0.461891,0.992581,0.155532,0.000945,0.099066,0.568738,0.631483,-0.548179,0.996377,0.001015,-0.001493,-0.084919,0.622739,0.395888,-0.546324,0.985566,0.224318,0.014219,0.062868,0.545474,0.615064,-0.553116,0.996370,0.009477,-0.006075,-0.138009,0.630633,0.385027,-0.514572,0.982009,0.171022,0.011120,0.060038,0.556886,0.605673,-0.490229,0.994903,0.015639,-0.003520,-0.075985,0.630743,0.396910,-0.463760,0.976952,0.159401,-0.001372,0.062959
5,0.200000,2160,3840,25.000000,0.726581,0.371363,-0.161191,0.999956,0.037266,0.011883,0.242116,0.754722,0.361192,-0.167950,0.999881,0.050420,0.009920,0.264363,0.760842,0.362249,-0.167810,0.999929,0.047286,0.011065,0.263798,0.767751,0.363511,-0.167846,0.999870,0.045148,0.011832,0.263250,0.747374,0.359559,-0.115990,0.999842,0.047164,0.008757,0.270918,0.747847,0.359312,-0.115947,0.999892,0.042742,0.008444,0.270985,0.748386,0.359012,-0.115845,0.999839,0.038184,0.007293,0.270372,0.733504,0.387728,-0.142300,0.999953,0.041492,0.017793,0.264855,0.722869,0.386946,-0.071265,0.999856,0.021276,0.012010,0.279126,0.864327,0.477452,-0.195315,0.999920,-0.025979,-0.001149,0.168037,0.676472,0.440437,0.299673,0.999630,0.001083,0.007251,0.537616,0.788548,0.572096,-0.392064,0.998550,0.005636,0.016168,0.523631,0.534205,0.507403,0.030521,0.970386,-0.036845,-0.022070,0.555804,0.608128,0.606598,-0.465317,0.998665,-0.003093,-0.002252,0.736640,0.609562,0.422686,-0.455942,0.992323,0.033127,0.003858,0.148730,0.568630,0.631476,-0.518093,0.995920,-0.002696,-0.000177,0.752151,0.626239,0.397838,-0.540230,0.984909,0.087489,0.048754,0.152348,0.545558,0.615013,-0.523256,0.995891,0.002113,-0.001284,0.746490,0.635622,0.386277,-0.509147,0.981126,0.124729,0.031248,0.135644,0.556867,0.605682,-0.459852,0.994233,-0.000486,0.000215,0.759438,0.634843,0.396968,-0.456488,0.975585,0.102493,0.001437,0.181799
6,0.240000,2160,3840,25.000000,0.727717,0.371325,-0.143833,0.999957,0.028384,-0.000964,0.433960,0.756254,0.361262,-0.151074,0.999883,0.038302,0.001753,0.421876,0.762250,0.362349,-0.150946,0.999931,0.035203,0.002509,0.421585,0.768953,0.363631,-0.150986,0.999872,0.030060,0.002997,0.421510,0.748565,0.359572,-0.097751,0.999846,0.029762,0.000320,0.455967,0.748830,0.359318,-0.097705,0.999895,0.024576,0.000156,0.456038,0.749169,0.359011,-0.097589,0.999844,0.019559,-0.000025,0.456411,0.734558,0.387826,-0.129032,0.999954,0.026344,0.002454,0.331688,0.723340,0.386907,-0.056341,0.999859,0.011788,-0.000963,0.373093,0.864511,0.478005,-0.189870,0.999924,0.004604,0.013828,0.136117,0.676282,0.442385,0.324882,0.999650,-0.004745,0.048700,0.630247,0.792216,0.572665,-0.399046,0.998544,0.091706,0.014217,-0.174564,0.533046,0.506812,0.068190,0.970222,-0.028956,-0.014769,0.941716,0.608258,0.606410,-0.474029,0.998626,0.003254,-0.004704,-0.217799,0.608907,0.421950,-0.420485,0.992465,-0.016372,-0.018416,0.886405,0.568873,0.631470,-0.528085,0.995794,0.006075,-0.000152,-0.249788,0.626827,0.397741,-0.502407,0.985164,0.014700,-0.002435,0.945561,0.545947,0.615012,-0.536273,0.995773,0.009719,-0.000015,-0.325425,0.636829,0.386250,-0.471154,0.981419,0.030170,-0.000655,0.949817,0.557233,0.605682,-0.469957,0.994055,0.009155,0.000006,-0.252641,0.635348,0.396214,-0.421014,0.975867,0.012626,-0.018859,0.886853
7,0.280000,2160,3840,25.000000,0.728375,0.371351,-0.139830,0.999958,0.016464,0.000668,0.100062,0.757495,0.361443,-0.145873,0.999884,0.031029,0.004515,0.130026,0.763311,0.362526,-0.145732,0.999932,0.026523,0.004409,0.130360,0.769730,0.363782,-0.145741,0.999873,0.019418,0.003770,0.131131,0.749661,0.359744,-0.092966,0.999849,0.027396,0.004302,0.119627,0.749799,0.359492,-0.092917,0.999897,0.024247,0.004350,0.119713,0.749992,0.359174,-0.092782,0.999847,0.020581,0.004055,0.120169,0.735091,0.387961,-0.124970,0.999954,0.013329,0.003369,0.101554,0.723609,0.386931,-0.053267,0.999857,0.006711,0.000582,0.076862,0.863946,0.477547,-0.184823,0.999924,-0.014147,-0.011453,0.126186,0.675693,0.442575,0.320556,0.999656,-0.014736,0.004745,-0.108156,0.791560,0.572567,-0.400725,0.998527,-0.016394,-0.002445,-0.041962,0.533113,0.506549,0.059585,0.970204,0.001657,-0.006580,-0.215104,0.607579,0.606200,-0.478232,0.998617,-0.016978,-0.005256,-0.105079,0.608477,0.421950,-0.416552,0.992720,-0.010735,0.000018,0.098339,0.568485,0.631325,-0.531719,0.995733,-0.009696,-0.003630,-0.090864,0.626074,0.398070,-0.496026,0.985613,-0.018810,0.008231,0.159532,0.545821,0.614975,-0.542083,0.995719,-0.003150,-0.000937,-0.145255,0.636121,0.386848,-0.466243,0.981964,-0.017700,0.014941,0.122769,0.557298,0.605661,-0.475018,0.993980,0.001609,-0.000525,-0.126525,0.634679,0.396264,-0.417074,0.976486,-0.016730,0.001250,0.098518
8,0.320000,2160,3840,25.000000,0.728417,0.371850,-0.129799,0.999959,0.001048,0.012458,0.250797,0.757823,0.361967,-0.137155,0.999887,0.008205,0.013099,0.217954,0.763635,0.363035,-0.137023,0.999934,0.008099,0.012743,0.217727,0.769938,0.364235,-0.137038,0.999877,0.005201,0.011338,0.217580,0.749895,0.360226,-0.083895,0.999854,0.005864,0.012054,0.226779,0.750011,0.359948,-0.083846,0.999900,0.005294,0.011382,0.226763,0.750181,0.359587,-0.083713,0.999852,0.004715,0.010334,0.226735,0.735157,0.388741,-0.116386,0.999955,0.001647,0.019503,0.214592,0.723632,0.387444,-0.044285,0.999858,0.000583,0.012845,0.224545,0.863388,0.477149,-0.184046,0.999925,-0.013942,-0.009954,0.019421,0.675635,0.443035,0.330606,0.999668,-0.001433,0.011518,0.251253,0.789842,0.572256,-0.389291,0.998485,-0.042953,-0.007775,0.285836,0.533175,0.506254,0.074785,0.969470,0.001557,-0.007372,0.379987,0.606840,0.605944,-0.456210,0.998580,-0.018470,-0.006391,0.550556,0.608481,0.421952,-0.398901,0.992773,0.000095,0.000049,0.441277,0.568353,0.631142,-0.506700,0.995626,-0.003293,-0.004572,0.625476,0.626721,0.398277,-0.478680,0.985707,0.016165,0.005178,0.433651,0.545743,0.614777,-0.520707,0.995611,-0.001945,-0.004931,0.534397,0.636868,0.387504,-0.451845,0.982068,0.018692,0.016410,0.359951,0.557328,0.605449,-0.454423,0.993822,0.000757,-0.005305,0.514875,0.635381,0.396468,-0.401028,0.976530,0.017543,0.005113,0.401145
9,0.360000,2160,3840,25.000000,0.728711,0.371869,-0.131473,0.999960,0.007354,0.000478,-0.041865,0.758418,0.362117,-0.139214,0.999886,0.014861,0.003748,-0.051478,0.764056,0.363169,-0.139082,0.999934,0.010540,0.003340,-0.051476,0.770124,0.364334,-0.139108,0.999877,0.004660,0.002453,-0.051770,0.750861,0.360384,-0.086618,0.999855,0.024153,0.003938,-0.068077,0.751106,0.360107,-0.086565,0.999900,0.027375,0.003994,-0.067963,0.751482,0.359745,-0.086433,0.999852,0.032547,0.003959,-0.068006,0.735115,0.388717,-0.117873,0.999955,-0.001042,-0.000603,-0.037179,0.723634,0.387413,-0.046587,0.999856,0.000057,-0.000791,-0.057543,0.863062,0.477110,-0.180633,0.999928,-0.008138,-0.000957,0.085333,0.675693,0.442990,0.325692,0.999672,0.001444,-0.001128,-0.122856,0.792669,0.572163,-0.387670,0.998505,0.070675,-0.002328,0.040530,0.533153,0.506085,0.066674,0.969181,-0.000542,-0.004220,-0.202783,0.607953,0.606055,-0.459930,0.998576,0.027816,0.002781,-0.093012,0.613140,0.422505,-0.405375,0.992779,0.116475,0.013827,-0.161850,0.568873,0.631729,-0.510617,0.995583,0.012989,0.014658,-0.097907,0.632981,0.399263,-0.485671,0.985693,0.156501,0.024658,-0.174773,0.546765,0.615736,-0.523116,0.995571,0.025539,0.023973,-0.060220,0.641082,0.389547,-0.457268,0.982025,0.105329,0.051060,-0.135571,0.557974,0.606092,-0.457670,0.993768,0.016154,0.016065,-0.081161,0.639219,0.398535,-0.406897,0.976369,0.095960,0.051669,-0.146725
