frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.442949,0.337312,-0.236966,0.992657,0.000000,0.000000,0.000000,0.454043,0.308894,-0.248992,0.994293,0.000000,0.000000,0.000000,0.459940,0.308267,-0.249272,0.994914,0.000000,0.000000,0.000000,0.466211,0.308077,-0.249521,0.996553,0.000000,0.000000,0.000000,0.443665,0.310811,-0.209462,0.992274,0.000000,0.000000,0.000000,0.441811,0.311416,-0.209464,0.990473,0.000000,0.000000,0.000000,0.440084,0.312090,-0.209620,0.989083,0.000000,0.000000,0.000000,0.457877,0.372197,-0.231279,0.998555,0.000000,0.000000,0.000000,0.444835,0.371707,-0.178793,0.994720,0.000000,0.000000,0.000000,0.554561,0.498555,-0.300974,0.999238,0.000000,0.000000,0.000000,0.459484,0.508416,0.123470,0.978329,0.000000,0.000000,0.000000,0.629333,0.663043,-0.342029,0.989053,0.000000,0.000000,0.000000,0.461419,0.718432,0.247160,0.041654,0.000000,0.000000,0.000000,0.609025,0.843975,-0.365395,0.852474,0.000000,0.000000,0.000000,0.459426,0.836444,0.120661,0.027244,0.000000,0.000000,0.000000,0.602991,0.886069,-0.412886,0.767451,0.000000,0.000000,0.000000,0.464653,0.882056,0.121620,0.035212,0.000000,0.000000,0.000000,0.583403,0.873345,-0.406626,0.794560,0.000000,0.000000,0.000000,0.456618,0.866422,0.071556,0.044094,0.000000,0.000000,0.000000,0.580146,0.852622,-0.360393,0.755944,0.000000,0.000000,0.000000,0.457741,0.847389,0.095492,0.045084,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.442051,0.334215,-0.120948,0.993110,-0.026955,-0.092893,3.480555,0.453963,0.307150,-0.147066,0.994582,-0.002407,-0.052346,3.057791,0.459656,0.306765,-0.147387,0.995172,-0.008496,-0.045064,3.056533,0.465474,0.306773,-0.147579,0.996727,-0.022102,-0.039131,3.058285,0.443660,0.308581,-0.095518,0.992708,-0.000153,-0.066900,3.418333,0.441810,0.309147,-0.095481,0.991048,-0.000020,-0.068074,3.419510,0.440086,0.309822,-0.095682,0.989785,0.000085,-0.068034,3.418151,0.456230,0.367840,-0.137005,0.998574,-0.049406,-0.130700,2.828243,0.444070,0.368210,-0.068735,0.994850,-0.022940,-0.104898,3.301741,0.554667,0.498544,-0.293771,0.999275,0.003169,-0.000335,0.216098,0.460664,0.503778,0.201418,0.979042,0.035400,-0.139133,2.338437,0.633618,0.661626,-0.347230,0.989124,0.128540,-0.042495,-0.156050,0.460381,0.722835,0.319271,0.042678,-0.031146,0.132079,2.163326,0.609262,0.843535,-0.350150,0.857092,0.007092,-0.013213,0.457333,0.455970,0.842742,0.235996,0.026760,-0.103687,0.188926,3.460045,0.604682,0.885873,-0.397356,0.771469,0.050737,-0.005869,0.465904,0.459182,0.891638,0.244192,0.034578,-0.164130,0.287451,3.677144,0.584830,0.873240,-0.384595,0.797658,0.042806,-0.003165,0.660929,0.453918,0.872886,0.195396,0.043314,-0.081008,0.193925,3.715174,0.582172,0.854022,-0.342280,0.759229,0.060768,0.042014,0.543395,0.454865,0.853428,0.211338,0.044501,-0.086266,0.181169,3.475403
2,0.066667,852,480,30.000000,0.441308,0.333100,-0.095962,0.993479,-0.022287,-0.033466,0.749574,0.453741,0.306603,-0.125971,0.994796,-0.006655,-0.016403,0.632837,0.459266,0.306308,-0.126281,0.995343,-0.011722,-0.013702,0.633190,0.464784,0.306360,-0.126442,0.996846,-0.020690,-0.012388,0.634109,0.443555,0.307923,-0.071671,0.993064,-0.003161,-0.019751,0.715411,0.441748,0.308526,-0.071617,0.991516,-0.001874,-0.018625,0.715900,0.440064,0.309221,-0.071828,0.990400,-0.000680,-0.018046,0.715623,0.455432,0.366342,-0.116729,0.998554,-0.023932,-0.044925,0.608274,0.443619,0.367209,-0.044737,0.994899,-0.013559,-0.030044,0.719952,0.555019,0.498540,-0.294103,0.999308,0.010573,-0.000107,-0.009961,0.462810,0.502017,0.224005,0.979879,0.064404,-0.052827,0.677625,0.636457,0.660063,-0.362044,0.989040,0.085182,-0.046883,-0.444398,0.460384,0.726862,0.366246,0.043498,0.000093,0.120800,1.409239,0.609614,0.839059,-0.352158,0.861297,0.010582,-0.134279,-0.060234,0.453798,0.847753,0.320918,0.026384,-0.065158,0.150336,2.547652,0.606343,0.883043,-0.399072,0.775520,0.049810,-0.084895,-0.051470,0.455554,0.898829,0.337234,0.034237,-0.108866,0.215732,2.791286,0.586839,0.872911,-0.384759,0.800971,0.060289,-0.009867,-0.004912,0.451665,0.877897,0.288627,0.042993,-0.067582,0.150327,2.796940,0.583732,0.854016,-0.344053,0.762650,0.046803,-0.000198,-0.053203,0.452500,0.857932,0.297089,0.044464,-0.070957,0.135119,2.572531
3,0.100000,852,480,30.000000,0.440839,0.331090,-0.098029,0.993989,-0.014079,-0.060307,-0.062018,0.453681,0.305127,-0.126252,0.995167,-0.001804,-0.044282,-0.008425,0.459134,0.305006,-0.126519,0.995660,-0.003954,-0.039063,-0.007157,0.464524,0.305238,-0.126632,0.997067,-0.007805,-0.033638,-0.005716,0.443522,0.306016,-0.071117,0.993579,-0.000975,-0.057181,0.016596,0.441730,0.306539,-0.070992,0.992146,-0.000532,-0.059635,0.018775,0.440059,0.307187,-0.071196,0.991159,-0.000139,-0.061013,0.018956,0.454902,0.364999,-0.117238,0.998615,-0.015911,-0.040301,-0.015291,0.443198,0.365869,-0.044444,0.995140,-0.012619,-0.040196,0.008794,0.555785,0.498525,-0.288363,0.999335,0.022970,-0.000472,0.172192,0.462837,0.499607,0.226240,0.980589,0.000798,-0.072294,0.067061,0.638704,0.660078,-0.362143,0.988285,0.067407,0.000431,-0.002994,0.459347,0.728290,0.360247,0.042605,-0.031100,0.042862,-0.179949,0.611487,0.836865,-0.353392,0.861742,0.056185,-0.065793,-0.037024,0.447540,0.856795,0.290378,0.025696,-0.187731,0.271248,-0.916185,0.607637,0.881885,-0.399919,0.776595,0.038819,-0.034754,-0.025403,0.446020,0.910436,0.299062,0.033991,-0.285996,0.348201,-1.145162,0.588827,0.872292,-0.387831,0.802422,0.059645,-0.018563,-0.092170,0.444116,0.891385,0.247903,0.043095,-0.226462,0.404640,-1.221731,0.585787,0.854013,-0.345956,0.763453,0.061646,-0.000088,-0.057091,0.446081,0.870803,0.263829,0.044634,-0.192555,0.386138,-0.997803
4,0.133333,852,480,30.000000,0.440729,0.330470,-0.116939,0.994463,-0.003294,-0.018594,-0.567302,0.453685,0.304499,-0.143536,0.995545,0.000145,-0.018843,-0.518511,0.459139,0.304433,-0.143809,0.995986,0.000146,-0.017192,-0.518686,0.464529,0.304713,-0.143931,0.997297,0.000159,-0.015754,-0.518956,0.443482,0.305348,-0.089379,0.994080,-0.001205,-0.020043,-0.547856,0.441655,0.305902,-0.089170,0.992739,-0.002262,-0.019098,-0.545347,0.439950,0.306580,-0.089366,0.991869,-0.003279,-0.018221,-0.545106,0.454822,0.364571,-0.132156,0.998704,-0.002382,-0.012853,-0.447521,0.442974,0.365559,-0.060115,0.995423,-0.006707,-0.009300,-0.470128,0.557523,0.498546,-0.289306,0.999376,0.052131,0.000650,-0.028292,0.462573,0.498260,0.220943,0.981425,-0.007928,-0.040415,-0.158916,0.640316,0.660231,-0.399405,0.986129,0.048355,0.004606,-1.117854,0.454888,0.728137,0.387541,0.041535,-0.133773,-0.004596,0.818816,0.613793,0.836197,-0.441634,0.850820,0.069172,-0.020047,-2.647246,0.441552,0.859026,0.350757,0.024410,-0.179634,0.066946,1.811371,0.610900,0.881732,-0.493717,0.767015,0.097906,-0.004585,-2.813939,0.438342,0.913560,0.367913,0.032909,-0.230338,0.093731,2.065511,0.590159,0.872281,-0.477048,0.796075,0.039963,-0.000325,-2.676507,0.438550,0.896566,0.320390,0.042166,-0.166992,0.155438,2.174619,0.587713,0.854417,-0.434686,0.753640,0.057787,0.012113,-2.661885,0.441355,0.875753,0.326650,0.043766,-0.141799,0.148503,1.884630
5,0.166667,852,480,30.000000,0.440478,0.328566,-0.089277,0.994917,-0.007530,-0.057111,0.829875,0.453685,0.303103,-0.121260,0.995905,-0.000002,-0.041874,0.668276,0.459138,0.303253,-0.121515,0.996294,-0.000017,-0.035394,0.668833,0.464530,0.303747,-0.121610,0.997514,0.000013,-0.028990,0.669611,0.443479,0.303521,-0.063665,0.994570,-0.000097,-0.054813,0.771424,0.441653,0.304022,-0.063433,0.993322,-0.000050,-0.056409,0.772100,0.439953,0.304677,-0.063616,0.992561,0.000097,-0.057088,0.772498,0.454542,0.363542,-0.111906,0.998781,-0.008414,-0.030855,0.607487,0.442710,0.364275,-0.035454,0.995710,-0.007916,-0.038517,0.739804,0.559149,0.499504,-0.292600,0.999409,0.048793,0.028735,-0.098829,0.462549,0.497660,0.231046,0.982453,-0.000707,-0.018006,0.303081,0.640474,0.660282,-0.412448,0.983095,0.004764,0.001536,-0.391292,0.454662,0.730364,0.405270,0.040362,-0.006778,0.066816,0.531848,0.618918,0.831770,-0.441338,0.841069,0.153757,-0.132827,0.008875,0.441854,0.865668,0.392787,0.023291,0.009041,0.199260,1.260880,0.614507,0.879737,-0.490886,0.760574,0.108215,-0.059867,0.084906,0.438722,0.921400,0.415998,0.032143,0.011402,0.235206,1.442545,0.595313,0.870463,-0.472106,0.792054,0.154608,-0.054547,0.148248,0.439261,0.904352,0.371311,0.041655,0.021338,0.233590,1.527624,0.593024,0.852819,-0.433206,0.747475,0.159338,-0.047924,0.044406,0.442039,0.883050,0.370429,0.043386,0.020538,0.218900,1.313375
6,0.200000,852,480,30.000000,0.440460,0.327780,-0.078654,0.995319,-0.000544,-0.023593,0.318671,0.453732,0.302440,-0.110501,0.996229,0.001393,-0.019871,0.322757,0.459172,0.302659,-0.110770,0.996571,0.001000,-0.017817,0.322346,0.464551,0.303202,-0.110882,0.997709,0.000648,-0.016353,0.321837,0.443498,0.302841,-0.053303,0.995011,0.000570,-0.020414,0.310876,0.441673,0.303399,-0.053064,0.993846,0.000601,-0.018693,0.311067,0.439977,0.304101,-0.053259,0.993185,0.000731,-0.017275,0.310721,0.454523,0.362988,-0.101860,0.998854,-0.000570,-0.016612,0.301375,0.442673,0.363813,-0.025717,0.995966,-0.001138,-0.013862,0.292139,0.560742,0.500150,-0.292880,0.999437,0.047792,0.019369,-0.008402,0.462489,0.497786,0.230972,0.983384,-0.001821,0.003799,-0.002212,0.640807,0.661218,-0.432194,0.978595,0.009980,0.028065,-0.592378,0.453946,0.733485,0.388118,0.039689,-0.021481,0.093616,-0.514551,0.619933,0.829582,-0.479697,0.823643,0.030445,-0.065632,-1.150762,0.440167,0.866553,0.361501,0.022221,-0.050604,0.026554,-0.938573,0.614574,0.876905,-0.529525,0.747234,0.001994,-0.084946,-1.159168,0.436153,0.921327,0.383568,0.031286,-0.077098,-0.002210,-0.972886,0.594629,0.865270,-0.506854,0.781869,-0.020526,-0.155788,-1.042432,0.437386,0.903725,0.343956,0.040938,-0.056247,-0.018829,-0.820645,0.592414,0.847648,-0.470423,0.734225,-0.018300,-0.155125,-1.116533,0.440620,0.882682,0.340764,0.042821,-0.042590,-0.011031,-0.889973
7,0.233333,852,480,30.000000,0.440433,0.327007,-0.072197,0.995692,-0.000785,-0.023190,0.193710,0.453762,0.301858,-0.105803,0.996527,0.000907,-0.017460,0.140951,0.459183,0.302178,-0.106056,0.996829,0.000351,-0.014440,0.141397,0.464556,0.302794,-0.106172,0.997889,0.000122,-0.012238,0.141300,0.443550,0.302200,-0.047521,0.995422,0.001568,-0.019216,0.173461,0.441757,0.302827,-0.047278,0.994336,0.002519,-0.017134,0.173582,0.440102,0.303581,-0.047469,0.993761,0.003725,-0.015604,0.173694,0.454487,0.362630,-0.097309,0.998924,-0.001068,-0.010763,0.136540,0.442662,0.363486,-0.019843,0.996223,-0.000303,-0.009822,0.176215,0.562260,0.501777,-0.294929,0.999470,0.045540,0.048818,-0.061453,0.462466,0.497932,0.238476,0.984422,-0.000690,0.004374,0.225128,0.640854,0.662881,-0.427503,0.975215,0.001391,0.049896,0.140748,0.453987,0.735295,0.413623,0.038753,0.001220,0.054313,0.765160,0.619588,0.828945,-0.456645,0.808667,-0.010355,-0.019122,0.691540,0.440913,0.870171,0.412900,0.021104,0.022396,0.108522,1.541982,0.614128,0.875287,-0.505469,0.735566,-0.013382,-0.048537,0.721686,0.437266,0.925336,0.440162,0.030250,0.033410,0.120270,1.697816,0.594190,0.863255,-0.481801,0.773224,-0.013159,-0.060455,0.751594,0.438265,0.907883,0.399902,0.039900,0.026363,0.124733,1.678369,0.592181,0.845327,-0.446227,0.722365,-0.006990,-0.069639,0.725880,0.441380,0.886506,0.392703,0.041883,0.022813,0.114704,1.558174
8,0.266667,852,480,30.000000,0.440549,0.326962,-0.071103,0.995994,0.003464,-0.001336,0.032825,0.454067,0.301844,-0.104807,0.996768,0.009135,-0.000435,0.029887,0.459482,0.302181,-0.105062,0.997029,0.008972,0.000089,0.029834,0.464858,0.302800,-0.105175,0.998030,0.009066,0.000177,0.029919,0.443828,0.302173,-0.046643,0.995762,0.008334,-0.000825,0.026341,0.442060,0.302814,-0.046416,0.994742,0.009086,-0.000392,0.025850,0.440437,0.303572,-0.046620,0.994254,0.010074,-0.000254,0.025463,0.454561,0.362642,-0.095233,0.998972,0.002207,0.000378,0.062268,0.442759,0.363486,-0.017988,0.996418,0.002895,0.000008,0.055648,0.562540,0.503028,-0.295138,0.999492,0.008388,0.037528,-0.006291,0.462510,0.497985,0.243059,0.985386,0.001323,0.001588,0.137487,0.640642,0.665504,-0.430044,0.970532,-0.006334,0.078675,-0.076231,0.455179,0.734932,0.419543,0.037511,0.035759,-0.010909,0.177594,0.617737,0.827348,-0.454901,0.785597,-0.055509,-0.047894,0.052338,0.441573,0.870035,0.423458,0.019928,0.019789,-0.004064,0.316721,0.610246,0.873057,-0.503973,0.715585,-0.116454,-0.066889,0.044877,0.438665,0.925535,0.451639,0.029057,0.041971,0.005963,0.344307,0.593161,0.861735,-0.476936,0.756134,-0.030881,-0.045581,0.145934,0.439257,0.908002,0.410316,0.038567,0.029757,0.003578,0.312439,0.591924,0.843466,-0.443350,0.702502,-0.007718,-0.055819,0.086327,0.442723,0.886396,0.403019,0.040605,0.040298,-0.003288,0.309499
9,0.300000,852,480,30.000000,0.440558,0.326734,-0.072209,0.996257,0.000287,-0.006831,-0.033163,0.454160,0.301624,-0.106407,0.996977,0.002815,-0.006588,-0.048014,0.459562,0.302000,-0.106662,0.997206,0.002377,-0.005431,-0.048016,0.464925,0.302640,-0.106781,0.998152,0.002016,-0.004805,-0.048168,0.443933,0.301978,-0.047994,0.996059,0.003161,-0.005838,-0.040536,0.442200,0.302671,-0.047770,0.995103,0.004208,-0.004304,-0.040618,0.440620,0.303463,-0.047981,0.994684,0.005490,-0.003262,-0.040812,0.454576,0.362543,-0.096777,0.999008,0.000446,-0.002978,-0.046299,0.442797,0.363449,-0.019351,0.996575,0.001156,-0.001115,-0.040884,0.563084,0.503765,-0.295552,0.999509,0.016315,0.022117,-0.012405,0.462535,0.498107,0.238216,0.986155,0.000750,0.003656,-0.145308,0.640440,0.668036,-0.421356,0.965777,-0.006060,0.075962,0.260634,0.457040,0.734679,0.403504,0.035996,0.055846,-0.007591,-0.481155,0.616900,0.827578,-0.444805,0.762255,-0.025113,0.006886,0.302863,0.442881,0.870599,0.391502,0.018779,0.039251,0.016896,-0.958661,0.608381,0.872817,-0.495580,0.694910,-0.055935,-0.007213,0.251782,0.439307,0.926396,0.415771,0.027830,0.019248,0.025835,-1.076029,0.592342,0.861291,-0.465815,0.738147,-0.024558,-0.013336,0.333625,0.440534,0.909278,0.373282,0.037124,0.038309,0.038291,-1.111009,0.591665,0.843046,-0.438959,0.682324,-0.007782,-0.012614,0.131724,0.444295,0.887435,0.369940,0.039217,0.047164,0.031169,-0.992395
