frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.560293,0.358153,-0.484726,0.997683,0.000000,0.000000,0.000000,0.609120,0.278595,-0.586960,0.997218,0.000000,0.000000,0.000000,0.619408,0.281530,-0.587364,0.996855,0.000000,0.000000,0.000000,0.629346,0.284213,-0.587223,0.997190,0.000000,0.000000,0.000000,0.602040,0.274360,-0.422494,0.997936,0.000000,0.000000,0.000000,0.608018,0.273418,-0.422580,0.998010,0.000000,0.000000,0.000000,0.614523,0.271075,-0.423453,0.998341,0.000000,0.000000,0.000000,0.591007,0.451959,-0.558070,0.995696,0.000000,0.000000,0.000000,0.577264,0.445375,-0.348914,0.995312,0.000000,0.000000,0.000000,0.854197,0.871129,-1.044001,0.942110,0.000000,0.000000,0.000000,0.677595,0.830183,0.304624,0.971950,0.000000,0.000000,0.000000,0.852030,1.666322,-1.055773,0.250968,0.000000,0.000000,0.000000,0.634844,1.450529,0.452623,0.007704,0.000000,0.000000,0.000000,0.604131,1.881512,-0.710560,0.168800,0.000000,0.000000,0.000000,0.503569,1.847602,0.091825,0.008789,0.000000,0.000000,0.000000,0.552534,1.951291,-0.828020,0.229103,0.000000,0.000000,0.000000,0.460158,1.966807,0.061689,0.019724,0.000000,0.000000,0.000000,0.539444,1.884227,-0.768784,0.287321,0.000000,0.000000,0.000000,0.470892,1.946573,-0.070216,0.029384,0.000000,0.000000,0.000000,0.559681,1.855962,-0.688048,0.252230,0.000000,0.000000,0.000000,0.486171,1.899759,0.011246,0.029218,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.568060,0.374031,-0.509789,0.997454,0.233037,0.476326,-0.751913,0.615462,0.288108,-0.612005,0.996987,0.190242,0.285389,-0.751339,0.626127,0.291649,-0.612368,0.996513,0.201579,0.303563,-0.750107,0.636469,0.294826,-0.612171,0.996895,0.213683,0.318384,-0.748445,0.605662,0.281350,-0.451423,0.997739,0.108672,0.209699,-0.867845,0.610327,0.279837,-0.451418,0.997782,0.069262,0.192573,-0.865129,0.615549,0.277121,-0.452228,0.998177,0.030785,0.181368,-0.863246,0.602376,0.477406,-0.577196,0.995493,0.341066,0.763397,-0.573758,0.585355,0.465458,-0.371758,0.995127,0.242717,0.602507,-0.685336,0.855177,0.904466,-1.036275,0.941526,0.029393,1.000113,0.231775,0.723160,0.827938,0.270811,0.971566,1.366963,-0.067347,-1.014385,0.930636,1.670038,-1.032514,0.243419,2.358187,0.111476,0.697778,0.668609,1.457489,0.444246,0.007625,1.012940,0.208797,-0.251320,0.724712,1.923046,-0.665527,0.162286,3.617422,1.246026,1.350998,0.579356,1.950515,0.093540,0.008454,2.273610,3.087391,0.051451,0.689286,2.003134,-0.762722,0.221089,4.102584,1.555302,1.958946,0.544534,2.106460,0.070744,0.019015,2.531285,4.189571,0.271666,0.671870,1.945829,-0.697288,0.278165,3.972768,1.848046,2.144895,0.560756,2.096715,-0.058752,0.028446,2.695906,4.504287,0.343924,0.684439,1.912212,-0.639120,0.245109,3.742724,1.687499,1.467825,0.573621,2.032519,0.014823,0.028365,2.623503,3.982823,0.107328
2,0.066667,852,480,30.000000,0.570774,0.380044,-0.508629,0.997218,0.081393,0.180382,0.034808,0.617920,0.292804,-0.611074,0.996714,0.073745,0.140889,0.027931,0.628897,0.296535,-0.611442,0.996151,0.083098,0.146594,0.027773,0.639561,0.299854,-0.611265,0.996558,0.092745,0.150849,0.027167,0.607046,0.285734,-0.449380,0.997517,0.041530,0.131524,0.061288,0.611241,0.284270,-0.449433,0.997543,0.027412,0.132985,0.059566,0.615911,0.281597,-0.450259,0.997992,0.010858,0.134286,0.059069,0.606400,0.486135,-0.575788,0.995251,0.120724,0.261859,0.042236,0.588185,0.472756,-0.371354,0.994906,0.084910,0.218940,0.012121,0.855247,0.902808,-1.036290,0.941288,0.002117,-0.049750,-0.000468,0.738226,0.811514,0.274271,0.971442,0.451963,-0.492724,0.103801,0.922473,1.663394,-1.020482,0.236887,-0.244889,-0.199302,0.360947,0.687917,1.457633,0.443612,0.007837,0.579252,0.004313,-0.019002,0.719266,1.920184,-0.592923,0.154865,-0.163397,-0.085870,2.178097,0.597268,1.972143,0.098024,0.008293,0.537364,0.648823,0.134509,0.683150,1.999053,-0.679854,0.211620,-0.184096,-0.122423,2.486023,0.561526,2.138175,0.084940,0.018590,0.509747,0.951476,0.425859,0.667571,1.942826,-0.612368,0.266877,-0.128950,-0.090076,2.547605,0.578324,2.128318,-0.044881,0.027890,0.527045,0.948086,0.416110,0.680932,1.908867,-0.562867,0.236221,-0.105209,-0.100350,2.287597,0.591843,2.059711,0.020415,0.027915,0.546668,0.815756,0.167743
3,0.100000,852,480,30.000000,0.570615,0.382014,-0.513429,0.997146,-0.004749,0.059119,-0.143990,0.616615,0.296771,-0.619252,0.996600,-0.039155,0.119010,-0.245327,0.627413,0.300319,-0.619625,0.996014,-0.044528,0.113506,-0.245503,0.637887,0.303363,-0.619441,0.996434,-0.050206,0.105266,-0.245275,0.605744,0.289202,-0.455347,0.997438,-0.039071,0.104057,-0.179019,0.609780,0.287398,-0.455354,0.997466,-0.043829,0.093837,-0.177650,0.614219,0.284427,-0.456190,0.997928,-0.050762,0.084887,-0.177940,0.606024,0.487880,-0.583653,0.995145,-0.011281,0.052363,-0.235956,0.588029,0.474398,-0.375419,0.994806,-0.004680,0.049243,-0.121946,0.855252,0.903594,-1.050162,0.937555,0.000147,0.023591,-0.416157,0.734305,0.811567,0.274442,0.970285,-0.117629,0.001615,0.005149,0.913615,1.663539,-1.031689,0.230749,-0.265764,0.004331,-0.336210,0.681671,1.461773,0.436671,0.007827,-0.187370,0.124211,-0.208228,0.705162,1.943291,-0.620262,0.147663,-0.423092,0.693219,-0.820157,0.580747,1.975579,0.086205,0.007976,-0.495619,0.103093,-0.354563,0.670000,2.031360,-0.718473,0.202429,-0.394510,0.969207,-1.158571,0.543272,2.139381,0.071272,0.017912,-0.547612,0.036178,-0.410031,0.652997,1.985142,-0.652934,0.255643,-0.437227,1.269457,-1.216983,0.558513,2.128549,-0.059981,0.026943,-0.594331,0.006924,-0.452992,0.666005,1.947452,-0.592968,0.226936,-0.447811,1.157545,-0.903026,0.572214,2.063664,0.007917,0.027038,-0.588859,0.118597,-0.374938
4,0.133333,852,480,30.000000,0.571068,0.387911,-0.578367,0.996864,0.013577,0.176904,-1.948131,0.616881,0.303896,-0.690125,0.996265,0.007997,0.213732,-2.126203,0.628020,0.307774,-0.690567,0.995581,0.018193,0.223675,-2.128249,0.638853,0.311246,-0.690591,0.996118,0.028984,0.236497,-2.134486,0.605477,0.295927,-0.527135,0.997133,-0.008002,0.201727,-2.153637,0.608884,0.294225,-0.527001,0.997114,-0.026881,0.204833,-2.149411,0.612240,0.291445,-0.527818,0.997660,-0.059377,0.210557,-2.148828,0.607039,0.497232,-0.643767,0.994919,0.030432,0.280568,-1.803414,0.587865,0.481187,-0.435095,0.994517,-0.004933,0.203679,-1.790276,0.858416,0.908020,-1.105916,0.933559,0.094918,0.132784,-1.672604,0.726233,0.811504,0.243014,0.967946,-0.242144,-0.001904,-0.942855,0.933357,1.694366,-1.057089,0.219489,0.592276,0.924826,-0.761998,0.679183,1.470220,0.462914,0.007652,-0.074641,0.253404,0.787270,0.729279,1.993275,-0.612213,0.137603,0.723485,1.499509,0.241481,0.572620,1.970954,0.129032,0.007773,-0.243829,-0.138745,1.284819,0.695987,2.089156,-0.691669,0.189741,0.779629,1.733873,0.804126,0.534361,2.127454,0.119822,0.017409,-0.267338,-0.357835,1.456501,0.674893,2.043940,-0.633176,0.240611,0.656880,1.763953,0.592743,0.548934,2.115974,-0.006064,0.026415,-0.287354,-0.377262,1.617512,0.686670,2.001777,-0.583589,0.214754,0.619948,1.629750,0.281355,0.563226,2.053077,0.051763,0.026689,-0.269655,-0.317638,1.315398
5,0.166667,852,480,30.000000,0.574221,0.398652,-0.581223,0.996705,0.094607,0.322228,-0.085695,0.622354,0.311249,-0.691650,0.996081,0.164169,0.220593,-0.045744,0.634891,0.315702,-0.692048,0.995388,0.206153,0.237840,-0.044426,0.647351,0.320007,-0.692139,0.995925,0.254944,0.262836,-0.046433,0.606922,0.302756,-0.534478,0.996969,0.043339,0.204876,-0.220286,0.609387,0.301200,-0.534276,0.996954,0.015097,0.209230,-0.218250,0.612254,0.298669,-0.535073,0.997514,0.000417,0.216724,-0.217658,0.610601,0.509034,-0.640656,0.994871,0.106875,0.354046,0.093332,0.588261,0.490834,-0.438636,0.994467,0.011895,0.289410,-0.106244,0.865131,0.907211,-1.096588,0.930754,0.201446,-0.024276,0.279847,0.714192,0.793592,0.217594,0.968512,-0.361247,-0.537348,-0.762598,0.913600,1.693039,-1.044718,0.214876,-0.592722,-0.039825,0.371139,0.649644,1.434278,0.454410,0.008186,-0.886182,-1.078252,-0.255120,0.702936,1.903103,-0.558427,0.129138,-0.790274,-2.705165,1.613576,0.553904,1.938943,0.108081,0.008196,-0.561483,-0.960331,-0.628527,0.659955,1.976516,-0.624530,0.178653,-1.080973,-3.379190,2.014174,0.509038,2.102652,0.090100,0.018012,-0.759689,-0.744045,-0.891659,0.654815,1.925164,-0.568274,0.227434,-0.602337,-3.563272,1.947044,0.533722,2.102179,-0.032123,0.027486,-0.456372,-0.413847,-0.781775,0.667720,1.893296,-0.527728,0.204228,-0.568489,-3.254442,1.675821,0.553826,2.035307,0.032032,0.027904,-0.281993,-0.533073,-0.591926
6,0.200000,852,480,30.000000,0.575996,0.400789,-0.579672,0.996431,0.053244,0.064100,0.046518,0.624971,0.312998,-0.689529,0.995735,0.078528,0.052481,0.063624,0.637642,0.317674,-0.689904,0.995007,0.082519,0.059135,0.064307,0.650301,0.322321,-0.689984,0.995564,0.088502,0.069414,0.064623,0.608513,0.304744,-0.533489,0.996695,0.047743,0.059644,0.029665,0.610451,0.303516,-0.533329,0.996692,0.031916,0.069476,0.028414,0.612695,0.301345,-0.534132,0.997291,0.013238,0.080253,0.028222,0.611660,0.511165,-0.637939,0.994629,0.031757,0.063924,0.081503,0.588490,0.493287,-0.437733,0.994230,0.006858,0.073580,0.027089,0.867863,0.906538,-1.093839,0.927057,0.081958,-0.020192,0.082455,0.706725,0.781899,0.214613,0.968903,-0.223989,-0.350799,-0.089423,0.881249,1.689906,-1.038246,0.211687,-0.970523,-0.093967,0.194163,0.633002,1.415119,0.452729,0.008725,-0.499256,-0.574765,-0.050420,0.651771,1.838811,-0.559796,0.122503,-1.534942,-1.928741,-0.041088,0.538079,1.916544,0.107176,0.008637,-0.474724,-0.671979,-0.027144,0.600446,1.898492,-0.631654,0.169627,-1.785251,-2.340739,-0.213726,0.492576,2.080858,0.087817,0.018650,-0.493846,-0.653822,-0.068502,0.600074,1.841224,-0.571396,0.216551,-1.642227,-2.518215,-0.093668,0.520082,2.083222,-0.032443,0.028515,-0.409187,-0.568714,-0.009609,0.616547,1.816323,-0.528399,0.195442,-1.535191,-2.309175,-0.020106,0.541141,2.017387,0.031692,0.028983,-0.380545,-0.537601,-0.010218
7,0.233333,852,480,30.000000,0.576145,0.404614,-0.573009,0.996262,0.004460,0.114751,0.199903,0.625053,0.317524,-0.679827,0.995520,0.002466,0.135772,0.291072,0.637557,0.322175,-0.680203,0.994774,-0.002541,0.135046,0.291036,0.649975,0.326849,-0.680259,0.995335,-0.009781,0.135832,0.291771,0.609124,0.309327,-0.523808,0.996531,0.018325,0.137488,0.290437,0.611191,0.308096,-0.523679,0.996549,0.022193,0.137404,0.289507,0.613452,0.305931,-0.524464,0.997170,0.022715,0.137584,0.290038,0.611379,0.513180,-0.631663,0.994438,-0.008426,0.060462,0.188277,0.588537,0.495482,-0.431683,0.994038,0.001414,0.065866,0.181503,0.869870,0.906074,-1.093441,0.923577,0.060214,-0.013910,0.011930,0.705823,0.782044,0.223931,0.968433,-0.027078,0.004334,0.279537,0.888949,1.689179,-1.048850,0.206940,0.230999,-0.021815,-0.318121,0.633929,1.418243,0.452342,0.008766,0.027813,0.093724,-0.011611,0.675674,1.847789,-0.605118,0.116855,0.717065,0.269340,-1.359644,0.538775,1.918571,0.104101,0.008576,0.020855,0.060818,-0.092260,0.633079,1.910643,-0.680493,0.162518,0.978990,0.364527,-1.465175,0.494785,2.081573,0.083368,0.018528,0.066263,0.021451,-0.133448,0.625830,1.862641,-0.624352,0.207885,0.772666,0.642503,-1.588667,0.521216,2.080132,-0.039628,0.028425,0.034005,-0.092697,-0.215543,0.639443,1.834149,-0.576803,0.188288,0.686880,0.534779,-1.452119,0.540645,2.015779,0.027817,0.028942,-0.014895,-0.048251,-0.116250
8,0.266667,852,480,30.000000,0.578748,0.408003,-0.569537,0.996103,0.078081,0.101670,0.104163,0.627370,0.323308,-0.675921,0.995298,0.069487,0.173535,0.117166,0.639590,0.327935,-0.676309,0.994566,0.060993,0.172795,0.116837,0.651774,0.332721,-0.676308,0.995139,0.053950,0.176157,0.118518,0.611943,0.315766,-0.518215,0.996367,0.084570,0.193155,0.167788,0.614006,0.314926,-0.518118,0.996401,0.084452,0.204902,0.166833,0.616059,0.313200,-0.518936,0.997030,0.078202,0.218070,0.165850,0.612212,0.515397,-0.629182,0.994229,0.025007,0.066499,0.074424,0.589996,0.497340,-0.427569,0.993804,0.043774,0.055726,0.123425,0.869907,0.906276,-1.089244,0.923187,0.001112,0.006051,0.125917,0.699469,0.782243,0.229118,0.968262,-0.190603,0.005978,0.155605,0.889007,1.688502,-1.072971,0.204262,0.001747,-0.020324,-0.723628,0.634523,1.430834,0.451273,0.008722,0.017810,0.377709,-0.032068,0.682031,1.899715,-0.734179,0.112016,0.190732,1.557784,-3.871842,0.539062,1.929728,0.101246,0.008501,0.008612,0.334711,-0.085644,0.644233,1.979385,-0.838380,0.156750,0.334613,2.062290,-4.736592,0.496904,2.086959,0.079268,0.018386,0.063572,0.161569,-0.123021,0.632814,1.934114,-0.787367,0.200979,0.209532,2.144201,-4.890452,0.521026,2.083341,-0.049339,0.028277,-0.005695,0.096281,-0.291326,0.644634,1.898900,-0.713662,0.182395,0.155733,1.942520,-4.105784,0.539862,2.021978,0.023787,0.028824,-0.023476,0.185959,-0.120908
9,0.300000,852,480,30.000000,0.579014,0.416297,-0.564973,0.996395,0.007986,0.248818,0.136904,0.627410,0.331784,-0.673262,0.995608,0.001203,0.254288,0.079780,0.639449,0.336244,-0.673808,0.994947,-0.004233,0.249268,0.075023,0.651463,0.341029,-0.673865,0.995458,-0.009313,0.249253,0.073307,0.612743,0.324428,-0.513058,0.996629,0.024004,0.259885,0.154715,0.615083,0.323457,-0.512989,0.996673,0.032305,0.255944,0.153857,0.617337,0.321619,-0.513812,0.997244,0.038339,0.252593,0.153723,0.612037,0.521852,-0.628305,0.994495,-0.005266,0.193654,0.026311,0.590200,0.503074,-0.424521,0.994158,0.006123,0.172040,0.091437,0.868697,0.907261,-1.056829,0.922389,-0.036314,0.029544,0.972440,0.697879,0.782002,0.207962,0.969397,-0.047722,-0.007212,-0.634675,0.813734,1.675175,-1.028004,0.202366,-2.258189,-0.399810,1.349008,0.613287,1.416039,0.358044,0.008837,-0.637076,-0.443830,-2.796857,0.556010,1.772436,-0.629862,0.109764,-3.780650,-3.818371,3.129521,0.503956,1.876896,0.039895,0.008587,-1.053159,-1.584960,-1.840526,0.498912,1.803035,-0.723882,0.154253,-4.359638,-5.290525,3.434937,0.462890,2.017943,0.011870,0.018699,-1.020422,-2.070458,-2.021931,0.497940,1.743818,-0.672701,0.198354,-4.046242,-5.708889,3.439965,0.485975,2.010780,-0.101529,0.028694,-1.051534,-2.176845,-1.565693,0.519061,1.732064,-0.607141,0.179260,-3.767182,-5.005074,3.195648,0.499922,1.961885,-0.028486,0.028914,-1.198198,-1.802784,-1.568178
