frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.775031,0.712127,-0.641383,0.993176,0.000000,0.000000,0.000000,0.775753,0.756100,-0.640191,0.991947,0.000000,0.000000,0.000000,0.772095,0.764986,-0.640228,0.992073,0.000000,0.000000,0.000000,0.765135,0.777142,-0.640742,0.992948,0.000000,0.000000,0.000000,0.798740,0.744838,-0.674998,0.991356,0.000000,0.000000,0.000000,0.805991,0.741939,-0.674820,0.989345,0.000000,0.000000,0.000000,0.817737,0.735513,-0.674971,0.988976,0.000000,0.000000,0.000000,0.767799,0.705902,-0.547533,0.995376,0.000000,0.000000,0.000000,0.793706,0.677677,-0.595609,0.993678,0.000000,0.000000,0.000000,0.771727,0.752574,-0.273828,0.999085,0.000000,0.000000,0.000000,0.950336,0.472986,-0.481111,0.997021,0.000000,0.000000,0.000000,0.621098,0.656741,-0.078936,0.583289,0.000000,0.000000,0.000000,0.796188,0.228964,-0.708426,0.863271,0.000000,0.000000,0.000000,0.592178,0.657003,-0.021937,0.640718,0.000000,0.000000,0.000000,0.711371,0.510990,-0.903686,0.806156,0.000000,0.000000,0.000000,0.577979,0.641605,-0.016740,0.572907,0.000000,0.000000,0.000000,0.681002,0.578651,-0.945264,0.715208,0.000000,0.000000,0.000000,0.593112,0.666653,-0.028742,0.586828,0.000000,0.000000,0.000000,0.707530,0.617879,-0.910966,0.714144,0.000000,0.000000,0.000000,0.601818,0.646346,-0.020348,0.603565,0.000000,0.000000,0.000000,0.707682,0.599246,-0.891290,0.695370,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.774012,0.747114,-0.617766,0.992051,-0.030570,1.049613,0.708502,0.771302,0.788935,-0.629496,0.991088,-0.133538,0.985032,0.320844,0.768203,0.792458,-0.629531,0.991055,-0.116774,0.824162,0.320917,0.762868,0.796615,-0.629971,0.992296,-0.068001,0.584167,0.323131,0.789217,0.772987,-0.667390,0.990467,-0.285677,0.844472,0.228235,0.793723,0.770218,-0.667346,0.988246,-0.368038,0.848352,0.224243,0.793050,0.740073,-0.667617,0.988347,-0.740597,0.136791,0.220594,0.767449,0.730185,-0.544312,0.994829,-0.010493,0.728467,0.096644,0.792496,0.705827,-0.594862,0.992815,-0.036290,0.844524,0.022420,0.781935,0.775979,-0.264809,0.998953,0.306255,0.702156,0.270577,0.913415,0.495152,-0.580012,0.996751,-1.107641,0.664983,-2.967024,0.654264,0.640443,0.030831,0.549649,0.994999,-0.488965,3.293005,0.795533,0.202094,-0.700388,0.837363,-0.019634,-0.806104,0.241127,0.628467,0.657670,0.175859,0.600108,1.088666,0.020022,5.933869,0.717304,0.452517,-0.837141,0.755950,0.177993,-1.754192,1.996372,0.621737,0.642647,0.215305,0.536474,1.312761,0.031273,6.961373,0.686745,0.498513,-0.871017,0.671892,0.172305,-2.404150,2.227405,0.621272,0.672570,0.205989,0.549240,0.844796,0.177525,7.041930,0.710435,0.559856,-0.825847,0.670840,0.087168,-1.740677,2.553581,0.630091,0.655270,0.181183,0.564058,0.848202,0.267713,6.045919,0.714339,0.555024,-0.818187,0.653258,0.199696,-1.326662,2.193103
2,0.066667,852,480,30.000000,0.773212,0.743567,-0.907495,0.992371,-0.023983,-0.106416,-8.691859,0.769035,0.797654,-0.929014,0.991452,-0.067999,0.261585,-8.985556,0.760596,0.806740,-0.928950,0.991338,-0.228195,0.428472,-8.982559,0.755359,0.810057,-0.929299,0.992454,-0.225279,0.403270,-8.979836,0.779549,0.772458,-0.955383,0.990961,-0.290033,-0.015873,-8.639796,0.790427,0.767306,-0.955494,0.988916,-0.098886,-0.087365,-8.644447,0.796069,0.740034,-0.955770,0.989049,0.090566,-0.001153,-8.644577,0.747467,0.709891,-0.820633,0.995081,-0.599472,-0.608799,-8.289633,0.785252,0.682137,-0.858552,0.993302,-0.217309,-0.710703,-7.910711,0.735172,0.783095,-0.491787,0.998854,-1.402904,0.213479,-6.809363,0.919088,0.499030,-0.722937,0.996739,0.170190,0.116344,-4.287742,0.565681,0.644089,-0.190519,0.560054,-2.657499,0.109389,-6.640497,0.796056,0.184623,-0.867331,0.827454,0.015689,-0.524119,-5.008289,0.524859,0.709168,-0.057506,0.607688,-3.108219,1.544922,-7.000951,0.719945,0.427417,-1.071469,0.735891,0.079234,-0.753002,-7.029866,0.517140,0.717777,-0.038277,0.539283,-3.137922,2.253887,-7.607478,0.689957,0.479628,-1.125286,0.652943,0.096366,-0.566546,-7.628042,0.513255,0.748161,-0.062544,0.552265,-3.240514,2.267722,-8.055996,0.711623,0.535535,-1.088926,0.651793,0.035643,-0.729650,-7.892370,0.527723,0.719414,-0.058136,0.565557,-3.071045,1.924344,-7.179555,0.714208,0.530155,-1.059337,0.634584,-0.003923,-0.746078,-7.234497
3,0.100000,852,480,30.000000,0.786520,0.749035,-0.364118,0.991287,0.399229,0.164037,16.301305,0.781634,0.800527,-0.376410,0.990089,0.377955,0.086165,16.578133,0.773275,0.808552,-0.376595,0.990109,0.380366,0.054359,16.570640,0.766723,0.813487,-0.377017,0.991309,0.340927,0.102893,16.568444,0.800041,0.781321,-0.399118,0.989735,0.614750,0.265873,16.687971,0.811729,0.776476,-0.399118,0.987568,0.639049,0.275111,16.691270,0.820625,0.763035,-0.399641,0.987869,0.736687,0.690011,16.683877,0.789525,0.735331,-0.299940,0.994531,1.261738,0.763190,15.620794,0.810680,0.703680,-0.331589,0.992497,0.762822,0.646276,15.808876,0.753623,0.790234,-0.169828,0.998625,0.553540,0.214176,9.658788,0.923118,0.554569,-0.247874,0.996465,0.120921,1.666150,14.251883,0.621244,0.678175,-0.155660,0.558022,1.666902,1.022571,1.045756,0.800049,0.418266,-0.344823,0.817052,0.119791,7.009268,15.675252,0.677723,0.722141,-0.042723,0.585813,4.585909,0.389201,0.443491,0.726167,0.600507,-0.377055,0.708214,0.186660,5.192710,20.832438,0.687356,0.719001,-0.040065,0.515935,5.106484,0.036725,-0.053648,0.698908,0.627863,-0.401812,0.622366,0.268520,4.447064,21.704210,0.700753,0.738192,-0.044899,0.527559,5.624957,-0.299081,0.529365,0.715333,0.647875,-0.386231,0.621098,0.111288,3.370215,21.080856,0.703696,0.718697,-0.040963,0.542662,5.279195,-0.021517,0.515191,0.717272,0.642542,-0.370941,0.605878,0.091914,3.371630,20.651878
4,0.133333,852,480,30.000000,0.820687,0.772861,-0.518829,0.989902,1.025022,0.714785,-4.641324,0.797992,0.859658,-0.523668,0.983143,0.490762,1.773942,-4.417731,0.798020,0.865798,-0.523883,0.984118,0.742348,1.717379,-4.418631,0.784789,0.875381,-0.524384,0.983890,0.541965,1.856833,-4.420989,0.847431,0.833415,-0.525201,0.985174,1.421710,1.562821,-3.782507,0.862341,0.826830,-0.525084,0.984179,1.518381,1.510620,-3.778990,0.876389,0.818865,-0.525545,0.983847,1.672896,1.674900,-3.777123,0.797283,0.753834,-0.446805,0.993627,0.232762,0.555080,-4.405960,0.841713,0.722730,-0.452758,0.992019,0.931004,0.571491,-3.635049,0.685568,0.814365,-0.180285,0.998141,-2.041667,0.723935,-0.313723,0.924752,0.565512,-0.165563,0.996471,0.049025,0.328297,2.469325,0.476389,0.691232,-0.142311,0.587594,-4.345668,0.391712,0.400471,0.870894,0.268904,-0.101545,0.803841,2.125332,-4.480860,7.298314,0.390434,0.650750,-0.076539,0.584724,-8.618656,-2.141724,-1.014479,0.852512,-0.042790,-0.259669,0.698240,3.790323,-19.298920,3.521571,0.364700,0.609124,-0.075196,0.517123,-9.679701,-3.296290,-1.053909,0.843795,-0.138076,-0.279505,0.622065,4.346623,-22.978180,3.669214,0.372445,0.641462,-0.110056,0.531145,-9.849250,-2.901893,-1.954722,0.851048,-0.108932,-0.346593,0.624516,4.071436,-22.704214,1.189133,0.393394,0.631690,-0.085760,0.548851,-9.309059,-2.610204,-1.343924,0.838702,-0.066205,-0.289947,0.610471,3.642917,-21.262418,2.429807
5,0.166667,852,480,30.000000,0.812571,0.766490,-0.534213,0.989986,-0.243487,-0.191152,-0.461512,0.795001,0.842506,-0.553726,0.983552,-0.089750,-0.514566,-0.901746,0.795361,0.850090,-0.554323,0.984465,-0.079760,-0.471253,-0.913205,0.778466,0.859572,-0.554818,0.984470,-0.189689,-0.474291,-0.913029,0.835059,0.818390,-0.588523,0.985176,-0.371177,-0.450740,-1.899655,0.847879,0.812374,-0.588408,0.984063,-0.433879,-0.433674,-1.899717,0.860947,0.804091,-0.588690,0.983680,-0.463264,-0.443197,-1.894337,0.794758,0.750116,-0.510909,0.993999,-0.075765,-0.111523,-1.923114,0.831270,0.719241,-0.511701,0.992549,-0.313295,-0.104651,-1.768305,0.670915,0.793988,-0.407199,0.998195,-0.439589,-0.611313,-6.807398,0.915600,0.560707,-0.232670,0.995859,-0.274583,-0.144149,-2.013212,0.462929,0.647705,-0.394191,0.625023,-0.403787,-1.305801,-7.556390,0.850383,0.259145,-0.256444,0.778566,-0.615315,-0.292760,-4.646948,0.427660,0.606531,-0.398643,0.603382,1.116765,-1.326565,-9.663105,0.810568,0.150003,-0.492458,0.662115,-1.258305,5.783804,-6.983651,0.409768,0.573078,-0.421525,0.532844,1.352056,-1.081408,-10.389890,0.793412,0.112919,-0.511987,0.595018,-1.511505,7.529839,-6.974471,0.425140,0.602600,-0.425678,0.546636,1.580859,-1.165861,-9.468644,0.809264,0.148518,-0.557500,0.599084,-1.253521,7.723495,-6.327221,0.443166,0.592318,-0.396033,0.563819,1.493146,-1.181170,-9.308194,0.801862,0.166078,-0.514556,0.587792,-1.105202,6.968478,-6.738254
6,0.200000,852,480,30.000000,0.774071,0.781321,-0.572836,0.983014,-1.154990,0.444941,-1.158695,0.766317,0.864172,-0.585046,0.969704,-0.860512,0.649992,-0.939601,0.755604,0.875959,-0.585376,0.968547,-1.192719,0.776083,-0.931594,0.740193,0.887983,-0.585864,0.967734,-1.148162,0.852345,-0.931385,0.807146,0.834560,-0.598524,0.975784,-0.837377,0.485092,-0.300030,0.821924,0.826000,-0.598583,0.976418,-0.778633,0.408770,-0.305226,0.836086,0.816983,-0.599140,0.977779,-0.745810,0.386739,-0.313500,0.740302,0.765267,-0.519691,0.991232,-1.633673,0.454513,-0.263448,0.787476,0.728601,-0.516665,0.991797,-1.313812,0.280779,-0.148909,0.593263,0.817605,-0.285472,0.997403,-2.329541,0.708511,3.651795,0.855584,0.551762,-0.225923,0.995720,-1.800461,-0.268350,0.202420,0.376049,0.669923,-0.138135,0.656964,-2.606417,0.666541,7.681663,0.846058,0.112253,-0.204626,0.787297,-0.129758,-4.406772,1.554543,0.321980,0.616638,-0.223512,0.603305,-3.170403,0.303204,5.253925,0.879421,-0.108986,-0.485226,0.649676,2.065582,-7.769676,0.216959,0.299940,0.583017,-0.270897,0.521769,-3.294851,0.298197,4.518856,0.889284,-0.191192,-0.531175,0.577872,2.876158,-9.123315,-0.575652,0.311986,0.607697,-0.280308,0.538110,-3.394636,0.152897,4.361099,0.895235,-0.144673,-0.605201,0.585716,2.579151,-8.795718,-1.431019,0.329906,0.597173,-0.325336,0.556464,-3.397803,0.145653,2.120925,0.879043,-0.110702,-0.522041,0.576348,2.315421,-8.303375,-0.224565
7,0.233333,852,480,30.000000,0.773166,0.802171,-0.655290,0.975889,-0.027174,0.625493,-2.473623,0.764881,0.894850,-0.680576,0.955814,-0.043083,0.920330,-2.865917,0.752860,0.906758,-0.681017,0.952768,-0.082306,0.923949,-2.869220,0.738698,0.918458,-0.681570,0.950220,-0.044855,0.914258,-2.871181,0.800747,0.871713,-0.642341,0.963815,-0.191978,1.114606,-1.314526,0.812895,0.866163,-0.642585,0.966354,-0.270889,1.204879,-1.320069,0.824143,0.860711,-0.643493,0.969158,-0.358293,1.311861,-1.330601,0.734887,0.784743,-0.608086,0.989028,-0.162451,0.584298,-2.651877,0.777165,0.753807,-0.546449,0.990813,-0.309332,0.756193,-0.893521,0.538661,0.839556,-0.406331,0.996734,-1.638070,0.658534,-3.625780,0.814329,0.578480,-0.236140,0.995759,-1.237648,0.801557,-0.306510,0.324269,0.647749,-0.252518,0.683565,-1.553383,-0.665216,-3.431472,0.840521,0.122291,-0.165502,0.800014,-0.166125,0.301162,1.173703,0.230590,0.539451,-0.280774,0.612962,-2.741683,-2.315628,-1.717865,0.898027,-0.144212,-0.472129,0.662179,0.558189,-1.056777,0.392897,0.194434,0.501109,-0.306444,0.525202,-3.165184,-2.457247,-1.066411,0.915312,-0.235355,-0.519981,0.585329,0.780832,-1.324888,0.335832,0.205635,0.522673,-0.360037,0.545167,-3.190529,-2.550702,-2.391887,0.921666,-0.192079,-0.611007,0.597849,0.792933,-1.422178,-0.174197,0.229086,0.515360,-0.306968,0.564822,-3.024588,-2.454395,0.551020,0.901836,-0.159088,-0.515878,0.589785,0.683781,-1.451603,0.184892
8,0.266667,852,480,30.000000,0.773217,0.884288,-0.713463,0.956501,0.001554,2.463530,-1.745194,0.765707,0.964086,-0.715346,0.927967,0.024793,2.077099,-1.043090,0.754351,0.972355,-0.715727,0.921837,0.044707,1.967915,-1.041307,0.741251,0.980445,-0.716320,0.918644,0.076586,1.859609,-1.042503,0.800566,0.947093,-0.702544,0.943766,-0.005423,2.261395,-1.806083,0.845012,0.949192,-0.702750,0.948804,0.963508,2.490873,-1.804953,0.853792,0.938276,-0.703521,0.955177,0.889469,2.326938,-1.800844,0.737493,0.848011,-0.645654,0.980900,0.078167,1.898021,-1.127037,0.778480,0.823558,-0.625811,0.987391,0.039450,2.092518,-2.380861,0.569870,0.835139,-0.395805,0.993603,0.936268,-0.132515,0.315793,0.834483,0.575194,-0.288947,0.995171,0.604620,-0.098577,-1.584197,0.373516,0.650763,-0.226259,0.700410,1.477390,0.090408,0.787776,0.844523,0.115411,-0.250986,0.800580,0.120081,-0.206396,-2.564521,0.301641,0.551650,-0.213770,0.598819,2.131526,0.365977,2.010127,0.906434,-0.151156,-0.498699,0.641558,0.252203,-0.208332,-0.797091,0.277917,0.507141,-0.228261,0.506064,2.504497,0.180951,2.345474,0.921254,-0.231044,-0.543510,0.566776,0.178269,0.129337,-0.705857,0.281547,0.556715,-0.276720,0.526316,2.277388,1.021260,2.499511,0.935891,-0.197007,-0.631676,0.582820,0.426727,-0.147858,-0.620064,0.299089,0.550575,-0.232985,0.548282,2.100100,1.056456,2.219512,0.918353,-0.165467,-0.541349,0.575401,0.495533,-0.191361,-0.764133
9,0.300000,852,480,30.000000,0.616630,0.741315,-0.478126,0.949837,-4.697619,-4.289210,7.060103,0.619870,0.813643,-0.491824,0.919531,-4.375135,-4.513298,6.705661,0.610026,0.822919,-0.491989,0.913121,-4.329751,-4.483087,6.712151,0.600018,0.831694,-0.492451,0.908822,-4.236985,-4.462550,6.716085,0.647386,0.793168,-0.488475,0.938140,-4.595411,-4.617755,6.422081,0.660440,0.788020,-0.488797,0.944511,-5.537134,-4.835150,6.418582,0.670871,0.781589,-0.489631,0.952317,-5.487639,-4.700612,6.416703,0.590938,0.718252,-0.417087,0.979953,-4.396634,-3.892770,6.857032,0.625643,0.692405,-0.409933,0.987398,-4.585129,-3.934563,6.476338,0.453764,0.734560,-0.190970,0.992632,-3.483167,-3.017367,6.145037,0.722410,0.528002,-0.183203,0.995335,-3.362201,-1.415788,3.172307,0.258530,0.546753,-0.103727,0.722656,-3.449577,-3.120294,3.675938,0.801672,0.111374,-0.194127,0.815527,-1.285529,-0.121124,1.705772,0.314268,0.541185,-0.140125,0.617184,0.378804,-0.313942,2.209347,0.892821,0.071451,-0.427547,0.672887,-0.408381,6.678226,2.134554,0.318659,0.512051,-0.156667,0.517999,1.222261,0.147293,2.147838,0.931770,0.160250,-0.465983,0.599381,0.315478,11.738801,2.325799,0.335294,0.554906,-0.144855,0.537464,1.612401,-0.054284,3.955945,0.926721,0.211619,-0.511206,0.613941,-0.275087,12.258799,3.614096,0.345201,0.547182,-0.135207,0.556638,1.383364,-0.101795,2.933321,0.908462,0.136167,-0.451211,0.606827,-0.296751,9.049028,2.704148
