frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,1920,1080,29.970030,0.407006,0.106219,-0.591309,0.999262,0.000000,0.000000,0.000000,0.402136,0.048640,-0.582132,0.999608,0.000000,0.000000,0.000000,0.402453,0.044753,-0.582315,0.999728,0.000000,0.000000,0.000000,0.402380,0.040515,-0.582581,0.999691,0.000000,0.000000,0.000000,0.388645,0.056066,-0.671540,0.999267,0.000000,0.000000,0.000000,0.377855,0.055629,-0.671844,0.999204,0.000000,0.000000,0.000000,0.364379,0.055074,-0.671962,0.998684,0.000000,0.000000,0.000000,0.389799,0.150876,-0.521450,0.999880,0.000000,0.000000,0.000000,0.372174,0.163914,-0.634479,0.999751,0.000000,0.000000,0.000000,0.316621,0.235532,-0.207858,0.999941,0.000000,0.000000,0.000000,0.130860,0.444764,-0.757559,0.998625,0.000000,0.000000,0.000000,0.421432,0.643068,-0.283812,0.803605,0.000000,0.000000,0.000000,0.315640,0.922874,-0.476498,0.925708,0.000000,0.000000,0.000000,0.461422,0.438040,-0.794528,0.976702,0.000000,0.000000,0.000000,0.457966,0.472130,0.039641,0.967657,0.000000,0.000000,0.000000,0.496051,0.354268,-0.873332,0.948682,0.000000,0.000000,0.000000,0.492104,0.356410,0.060150,0.935362,0.000000,0.000000,0.000000,0.481678,0.250673,-0.851695,0.943110,0.000000,0.000000,0.000000,0.469031,0.299820,0.069736,0.924424,0.000000,0.000000,0.000000,0.471746,0.381908,-0.800836,0.945958,0.000000,0.000000,0.000000,0.451886,0.325254,0.062678,0.918258,0.000000,0.000000,0.000000
1,0.033367,1920,1080,29.970030,0.407815,0.106771,-0.450740,0.999252,0.024238,0.016526,4.212866,0.403838,0.046681,-0.430446,0.999602,0.051007,-0.058730,4.546026,0.405040,0.042779,-0.430471,0.999725,0.077531,-0.059182,4.550769,0.406014,0.038859,-0.430640,0.999682,0.108931,-0.049621,4.553678,0.389346,0.053109,-0.529157,0.999254,0.021035,-0.088612,4.267217,0.379027,0.052577,-0.529460,0.999200,0.035123,-0.091465,4.267251,0.366716,0.051795,-0.529557,0.998676,0.070021,-0.098267,4.267880,0.391301,0.154560,-0.379394,0.999880,0.045033,0.110418,4.257420,0.372363,0.166589,-0.504375,0.999755,0.005668,0.080166,3.899219,0.322186,0.252387,-0.062128,0.999940,0.166796,0.505136,4.367520,0.124289,0.444333,-0.672779,0.998697,-0.196928,-0.012906,2.540841,0.395799,0.727338,0.009329,0.796483,-0.768243,2.525598,8.785440,0.312477,0.928537,-0.433888,0.930987,-0.094796,0.169723,1.277010,0.440639,0.705694,-0.271634,0.972638,-0.622870,8.021609,15.671150,0.455734,0.476832,0.104560,0.969904,-0.066898,0.140944,1.945631,0.455756,0.701782,-0.305971,0.940047,-1.207629,10.414995,17.003806,0.490887,0.359558,0.141945,0.939049,-0.036479,0.094341,2.451393,0.458782,0.648916,-0.296286,0.933664,-0.686183,11.935355,16.645646,0.468917,0.304005,0.155266,0.928724,-0.003429,0.125417,2.563333,0.437739,0.653631,-0.277820,0.939812,-1.019186,8.143553,15.674793,0.451261,0.329924,0.130613,0.923172,-0.018720,0.139962,2.036020
2,0.066733,1920,1080,29.970030,0.408148,0.089605,-0.489897,0.999208,0.009995,-0.514438,-1.173528,0.403839,0.024096,-0.473168,0.999570,0.000034,-0.676855,-1.280362,0.405180,0.020651,-0.473316,0.999702,0.004197,-0.663170,-1.284093,0.406398,0.017269,-0.473605,0.999660,0.011492,-0.647048,-1.287678,0.389337,0.028946,-0.562200,0.999200,-0.000280,-0.724168,-0.990279,0.379082,0.028217,-0.562455,0.999141,0.001660,-0.730062,-0.988850,0.366961,0.026725,-0.562523,0.998603,0.007342,-0.751370,-0.988000,0.391796,0.138031,-0.420287,0.999872,0.014819,-0.495397,-1.225557,0.373883,0.148611,-0.533637,0.999743,0.045537,-0.538811,-0.876987,0.326017,0.262407,-0.118549,0.999936,0.114797,0.300299,-1.690929,0.123283,0.441097,-0.655120,0.998672,-0.030154,-0.096973,0.529232,0.378065,0.743932,0.038041,0.797766,-0.531489,0.497301,0.860511,0.310167,0.927965,-0.442958,0.934452,-0.069219,-0.017128,-0.271816,0.419421,0.816187,-0.061697,0.967407,-0.635903,3.311472,6.291829,0.454830,0.474922,-0.052214,0.971886,-0.027072,-0.057246,-4.698528,0.428224,0.847090,-0.088329,0.929504,-0.825148,4.354880,6.522736,0.489605,0.354855,-0.046073,0.942476,-0.038418,-0.140933,-5.634905,0.426825,0.797302,-0.105098,0.923015,-0.957744,4.447115,5.729889,0.468923,0.303038,-0.032577,0.932845,0.000180,-0.028984,-5.629662,0.409050,0.785195,-0.072433,0.932649,-0.859803,3.942985,6.155466,0.451380,0.329886,-0.032162,0.927744,0.003566,-0.001125,-4.878379
3,0.100100,1920,1080,29.970030,0.406956,0.090999,-0.426422,0.999271,-0.035721,0.041760,1.902331,0.401945,0.025938,-0.415325,0.999604,-0.056772,0.055186,1.733550,0.403717,0.022425,-0.415308,0.999725,-0.043850,0.053162,1.738527,0.405431,0.018935,-0.415469,0.999684,-0.028962,0.049925,1.742342,0.387106,0.031135,-0.501894,0.999266,-0.066875,0.065610,1.807357,0.377124,0.030385,-0.502125,0.999214,-0.058688,0.064949,1.808075,0.365799,0.028882,-0.502221,0.998720,-0.034826,0.064666,1.807266,0.390838,0.138665,-0.363695,0.999881,-0.028697,0.019019,1.696069,0.372874,0.148865,-0.473970,0.999765,-0.030221,0.007603,1.788231,0.327790,0.269639,-0.082175,0.999936,0.053165,0.216751,1.090119,0.123172,0.439926,-0.604372,0.998779,-0.003339,-0.035112,1.520928,0.389967,0.738008,0.009570,0.801024,0.356713,-0.177519,-0.853291,0.309194,0.925194,-0.358134,0.938304,-0.029177,-0.083049,2.542175,0.422752,0.664271,-0.227819,0.965737,0.099823,-4.552914,-4.978690,0.454159,0.474388,0.138234,0.972522,-0.020117,-0.016001,5.707730,0.443689,0.678393,-0.254733,0.924736,0.463483,-5.055838,-4.987121,0.488809,0.354680,0.177315,0.943212,-0.023880,-0.005254,6.694944,0.435954,0.639302,-0.244316,0.917157,0.273584,-4.735247,-4.172355,0.468812,0.303018,0.193737,0.933609,-0.003314,-0.000589,6.782639,0.418876,0.576173,-0.231922,0.928572,0.294489,-6.264413,-4.779911,0.450478,0.329926,0.164652,0.929083,-0.027054,0.001183,5.898529
4,0.133467,1920,1080,29.970030,0.404224,0.091859,-0.473476,0.999325,-0.081877,0.025792,-1.410211,0.400096,0.027207,-0.460106,0.999629,-0.055422,0.038031,-1.342100,0.402962,0.023682,-0.460098,0.999743,-0.022621,0.037690,-1.342367,0.405409,0.020098,-0.460254,0.999703,-0.000682,0.034865,-1.342218,0.381380,0.032501,-0.547330,0.999319,-0.171609,0.040935,-1.361712,0.370329,0.031367,-0.547556,0.999275,-0.203639,0.029456,-1.361549,0.357117,0.028874,-0.547683,0.998817,-0.260174,-0.000247,-1.362510,0.389953,0.138102,-0.404192,0.999890,-0.026534,-0.016871,-1.213697,0.369690,0.148020,-0.515112,0.999784,-0.095441,-0.025309,-1.233042,0.332010,0.281814,-0.097180,0.999940,0.126451,0.364890,-0.449709,0.123320,0.433724,-0.635413,0.998891,0.004457,-0.185858,-0.930295,0.406530,0.766443,-0.045126,0.809442,0.496383,0.852178,-1.639240,0.305004,0.924733,-0.405038,0.943698,-0.125562,-0.013817,-1.405729,0.427664,0.724887,-0.338331,0.964003,0.147210,1.816648,-3.312048,0.452869,0.472519,0.010616,0.974632,-0.038656,-0.056020,-3.824722,0.451066,0.721901,-0.375497,0.918948,0.221100,1.303916,-3.619316,0.487042,0.354670,0.041350,0.946759,-0.052942,-0.000306,-4.074887,0.443648,0.682915,-0.364366,0.910490,0.230590,1.307066,-3.597913,0.466893,0.303336,0.060264,0.937633,-0.057526,0.009523,-4.000189,0.427080,0.677158,-0.343336,0.923984,0.245882,3.026536,-3.339063,0.447733,0.330569,0.038312,0.933424,-0.082246,0.019270,-3.786418
5,0.166833,1920,1080,29.970030,0.407019,0.100269,-0.449071,0.999379,0.083746,0.252035,0.731416,0.400799,0.028313,-0.432246,0.999657,0.021083,0.033143,0.834992,0.403564,0.024480,-0.432182,0.999762,0.018025,0.023895,0.836628,0.405980,0.020627,-0.432267,0.999723,0.017128,0.015833,0.838772,0.382237,0.033560,-0.522907,0.999374,0.025690,0.031719,0.731949,0.371207,0.032203,-0.523125,0.999334,0.026306,0.025046,0.732173,0.358660,0.029088,-0.523264,0.998914,0.046223,0.006410,0.731833,0.391828,0.140294,-0.375746,0.999898,0.056210,0.065685,0.852509,0.371885,0.148880,-0.491201,0.999803,0.065788,0.025784,0.716639,0.331983,0.281361,-0.054674,0.999941,-0.000805,-0.013586,1.273918,0.123793,0.433873,-0.623923,0.998985,0.014170,0.004451,0.344364,0.414026,0.749821,-0.032912,0.812163,0.224662,-0.498166,0.366070,0.305251,0.923509,-0.405245,0.947440,0.007383,-0.036683,-0.006209,0.434454,0.647132,-0.385036,0.962511,0.203500,-2.330328,-1.399759,0.452764,0.463289,0.062012,0.975439,-0.003171,-0.276636,1.540348,0.452038,0.625113,-0.432201,0.914385,0.029131,-2.900748,-1.699398,0.486881,0.352683,0.094421,0.947682,-0.004824,-0.059540,1.590549,0.455580,0.628205,-0.414439,0.905248,0.357619,-1.639656,-1.500687,0.466798,0.302798,0.109506,0.938735,-0.002852,-0.016103,1.475772,0.430811,0.572105,-0.390538,0.920095,0.111815,-3.148427,-1.414646,0.447252,0.329511,0.088291,0.935030,-0.014428,-0.031693,1.497861
6,0.200200,1920,1080,29.970030,0.400258,0.102686,-0.449450,0.999428,-0.202606,0.072446,-0.011341,0.392649,0.033904,-0.433734,0.999682,-0.244267,0.167569,-0.044601,0.395244,0.030080,-0.433628,0.999779,-0.249325,0.167860,-0.043334,0.397759,0.026060,-0.433657,0.999742,-0.246390,0.162824,-0.041640,0.373789,0.038470,-0.520088,0.999422,-0.253174,0.147155,0.084507,0.361426,0.036422,-0.520246,0.999388,-0.293129,0.126452,0.086283,0.358013,0.028429,-0.520437,0.999001,-0.019377,-0.019735,0.084737,0.381098,0.144108,-0.376016,0.999906,-0.321600,0.114300,-0.008096,0.360137,0.151450,-0.486099,0.999819,-0.352076,0.077013,0.152893,0.331618,0.304136,-0.068291,0.999944,-0.010927,0.682566,-0.408110,0.123389,0.432674,-0.616378,0.999077,-0.012111,-0.035925,0.226102,0.414785,0.774366,-0.022221,0.819263,0.022752,0.735613,0.320393,0.303888,0.919687,-0.428045,0.952095,-0.040843,-0.114546,-0.683321,0.434987,0.729675,-0.351262,0.960612,0.015956,2.473827,1.012205,0.452183,0.454450,-0.044932,0.977500,-0.017400,-0.264904,-3.205128,0.451530,0.726168,-0.400679,0.909005,-0.015232,3.028635,0.944707,0.485775,0.347898,-0.032500,0.951591,-0.033161,-0.143400,-3.803812,0.452107,0.692486,-0.395247,0.899491,-0.104105,1.926507,0.575186,0.465044,0.299100,-0.018447,0.943243,-0.052553,-0.110830,-3.834752,0.429306,0.684619,-0.360540,0.915796,-0.045118,3.372022,0.899023,0.445492,0.324915,-0.021568,0.939732,-0.052758,-0.137749,-3.292470
7,0.233567,1920,1080,29.970030,0.395794,0.096202,-0.534840,0.999426,-0.133801,-0.194336,-2.559162,0.386363,0.029867,-0.520259,0.999648,-0.188391,-0.120982,-2.593178,0.389064,0.026688,-0.520188,0.999752,-0.185231,-0.101686,-2.594207,0.391822,0.023379,-0.520264,0.999715,-0.177942,-0.080339,-2.595631,0.365281,0.035015,-0.594244,0.999393,-0.254986,-0.103534,-2.222473,0.360121,0.022066,-0.594261,0.999360,-0.039105,-0.430275,-2.218207,0.353184,0.019016,-0.594543,0.998974,-0.144728,-0.282113,-2.220951,0.375294,0.139864,-0.461649,0.999901,-0.173936,-0.127199,-2.566408,0.352902,0.147900,-0.555991,0.999812,-0.216846,-0.106393,-2.094663,0.334656,0.304227,-0.168174,0.999941,0.091032,0.002740,-2.993488,0.122265,0.432780,-0.637959,0.999131,-0.033698,0.003160,-0.646756,0.397291,0.772606,0.090747,0.818212,-0.524299,-0.052744,3.385660,0.299337,0.919161,-0.614574,0.956186,-0.136376,-0.015786,-5.590278,0.416265,0.857600,0.071749,0.950873,-0.561085,3.833910,12.677657,0.451676,0.454328,-0.460600,0.979428,-0.015195,-0.003664,-12.457582,0.430588,0.898765,0.062561,0.893426,-0.627618,5.172751,13.883322,0.484002,0.347979,-0.497927,0.955404,-0.053127,0.002424,-13.948859,0.428066,0.862650,0.022614,0.884398,-0.720498,5.099840,12.523320,0.463178,0.299158,-0.473216,0.947669,-0.055938,0.001724,-13.629440,0.411873,0.842211,0.054281,0.903465,-0.522466,4.723042,12.432198,0.444603,0.324884,-0.442817,0.944223,-0.026640,-0.000927,-12.624856
8,0.266933,1920,1080,29.970030,0.395377,0.096415,-0.512142,0.999411,-0.012502,0.006375,0.680279,0.381615,0.030006,-0.502569,0.999605,-0.142305,0.004155,0.530197,0.383341,0.026777,-0.502441,0.999718,-0.171530,0.002690,0.531888,0.385195,0.023524,-0.502463,0.999679,-0.198595,0.004348,0.533518,0.361057,0.035504,-0.575565,0.999348,-0.126592,0.014651,0.559807,0.359762,0.023843,-0.575607,0.999316,-0.010761,0.053282,0.559062,0.351369,0.019235,-0.576003,0.998929,-0.054405,0.006557,0.555633,0.376419,0.139357,-0.442993,0.999896,0.033709,-0.015173,0.559116,0.354499,0.144926,-0.537126,0.999810,0.047859,-0.089142,0.565386,0.337181,0.309018,-0.164449,0.999939,0.075694,0.143586,0.111627,0.122086,0.435215,-0.645623,0.999191,-0.005357,0.072977,-0.229709,0.397675,0.790439,0.006821,0.824962,0.011500,0.534455,-2.515270,0.296043,0.919183,-0.575191,0.960136,-0.098745,0.000668,1.180331,0.411502,0.833658,-0.183346,0.946795,-0.142750,-0.717548,-7.645206,0.450681,0.453922,-0.318810,0.981241,-0.029806,-0.012143,4.249462,0.421849,0.855890,-0.217398,0.884498,-0.261923,-1.284967,-8.390388,0.481919,0.347984,-0.334118,0.959016,-0.062421,0.000144,4.909350,0.416135,0.819834,-0.229283,0.874620,-0.357576,-1.283220,-7.549356,0.460763,0.298440,-0.313811,0.951835,-0.072379,-0.021518,4.777390,0.401027,0.809888,-0.194217,0.896051,-0.325046,-0.968725,-7.447479,0.442679,0.324153,-0.297920,0.948531,-0.057656,-0.021922,4.342563
9,0.300300,1920,1080,29.970030,0.395781,0.093461,-0.514366,0.999378,0.012116,-0.088523,-0.066660,0.380345,0.029117,-0.502522,0.999564,-0.038066,-0.026624,0.001390,0.380682,0.026233,-0.502425,0.999683,-0.079690,-0.016312,0.000468,0.380898,0.023244,-0.502481,0.999641,-0.128776,-0.008407,-0.000568,0.363110,0.034777,-0.579137,0.999313,0.061509,-0.021782,-0.107036,0.358506,0.025235,-0.579189,0.999282,-0.037660,0.041708,-0.107365,0.349338,0.020371,-0.579597,0.998896,-0.060859,0.034036,-0.107714,0.376262,0.137275,-0.442605,0.999886,-0.004705,-0.062420,0.011633,0.355233,0.141646,-0.539350,0.999801,0.022000,-0.098299,-0.066643,0.331422,0.319672,-0.149318,0.999933,-0.172594,0.319293,0.453499,0.124802,0.437127,-0.649440,0.999234,0.081392,0.057313,-0.114384,0.398139,0.790218,0.049588,0.824624,0.013915,-0.006631,1.281753,0.295828,0.919105,-0.582154,0.963120,-0.006442,-0.002324,-0.208689,0.414746,0.782867,-0.102123,0.941644,0.097230,-1.522201,2.434264,0.449791,0.454176,-0.333434,0.982626,-0.026674,0.007610,-0.438298,0.426106,0.786112,-0.132600,0.873308,0.127583,-2.091264,2.541396,0.480992,0.348033,-0.356576,0.961618,-0.027772,0.001489,-0.673062,0.421542,0.741956,-0.147921,0.862759,0.162045,-2.333993,2.438425,0.458173,0.298525,-0.337334,0.954843,-0.077614,0.002547,-0.705006,0.406928,0.744307,-0.114413,0.886505,0.176856,-1.965455,2.391728,0.441345,0.324158,-0.314043,0.951514,-0.039986,0.000161,-0.483209
