threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.6042891295176487,0.5600539811066126,0.7586837294332724,0.6444099378881988,0.6935226719866256,0.5942077978232957,415,326,132,194
0.06,0.6042891295176487,0.563013698630137,0.7513711151736746,0.6436961628817541,0.6896522323548933,0.5954735240831245,411,319,136,201
0.07,0.6042891295176487,0.56353591160221,0.7458866544789763,0.6420141620771046,0.6864054017661493,0.5952300303277661,408,316,139,204
0.08,0.6042891295176487,0.5661971830985916,0.7349177330895795,0.639618138424821,0.6802021339757658,0.5958418589802719,402,308,145,212
0.09,0.6042891295176487,0.5677603423680456,0.7276051188299817,0.6378205128205128,0.6760065391646745,0.5960841509337064,398,303,149,217
0.1,0.6042891295176487,0.5681159420289855,0.716636197440585,0.6337914308811641,0.6693133538881715,0.5950532261823718,392,298,155,222
0.11,0.6042891295176487,0.5703812316715543,0.7111517367458866,0.6330349877949553,0.6663441906149596,0.5959589380777935,389,293,158,227
0.12,0.6042891295176487,0.5703703703703704,0.7038391224862889,0.630114566284779,0.6618117570321079,0.5950773809741486,385,290,162,230
0.13,0.6042891295176487,0.5705705705705706,0.6946983546617916,0.6265457543281121,0.6561707295328593,0.5941068374872487,380,286,167,234
0.14,0.6042891295176487,0.5709923664122137,0.6837294332723949,0.6222961730449251,0.6494113944532047,0.5930428610231142,374,281,173,239
0.15,0.6042891295176487,0.5753846153846154,0.6837294332723949,0.6248955722639933,0.6501912142189252,0.5960188052750355,374,276,173,244
0.16,0.6042891295176487,0.5758513931888545,0.680073126142596,0.6236378876781223,0.6479857552782644,0.5958748888013937,372,274,175,246
0.17,0.6042891295176487,0.5754716981132075,0.6691042047531993,0.6187658495350803,0.6410396831406535,0.5942234298206576,366,270,181,250
0.18,0.6042891295176487,0.5802861685214626,0.6672760511882998,0.6207482993197279,0.640720341293598,0.5972253999601794,365,264,182,256
0.19,0.6042891295176487,0.5813204508856683,0.659963436928702,0.6181506849315068,0.6362847498473327,0.596963256825816,361,260,186,260
0.2,0.6042891295176487,0.5814332247557004,0.6526508226691042,0.6149870801033591,0.6316793612690896,0.5960705623123876,357,257,190,263
0.21,0.6042891295176487,0.5805921052631579,0.6453382084095064,0.6112554112554113,0.6269035534849063,0.5945305019117321,353,255,194,265
0.22,0.6042891295176487,0.5811258278145696,0.6416819012797075,0.6099044309296264,0.6246701058222714,0.5943920690897024,351,253,196,267
0.23,0.6042891295176487,0.5816666666666667,0.6380255941499086,0.6085440278988666,0.622433831348144,0.5942543676065231,349,251,198,269
0.24,0.6042891295176487,0.5812395309882747,0.6343692870201096,0.6066433566433567,0.6200354764065916,0.5934705983906742,347,250,200,270
0.25,0.6042891295176487,0.5851602023608768,0.6343692870201096,0.6087719298245614,0.620674048360953,0.5960695060313366,347,246,200,274
0.26,0.6042891295176487,0.5833333333333334,0.6270566727605119,0.6044052863436123,0.6157077481868695,0.5938460784732802,343,245,204,275
0.27,0.6042891295176487,0.58147512864494,0.6197440585009141,0.6,0.6107298551539868,0.5915953902259997,339,244,208,276
0.28,0.6042891295176487,0.5844827586206897,0.6197440585009141,0.6015971606033718,0.6112090033349983,0.5935783533948861,339,241,208,279
0.29,0.6042891295176487,0.5837651122625216,0.6179159049360147,0.6003552397868561,0.6099223503075939,0.5928469539708474,338,241,209,279
0.3,0.6042891295176487,0.5833333333333334,0.6142595978062158,0.5983971504897596,0.6075067699535656,0.5920436377171243,336,240,211,280
0.31,0.6042891295176487,0.5846422338568935,0.6124314442413162,0.5982142857142857,0.6065378337384736,0.5926432285462623,335,238,212,282
0.32,0.6042891295176487,0.5845070422535211,0.6069469835466179,0.5955156950672645,0.6029860261970181,0.5917660555504697,332,236,215,284
0.33,0.6042891295176487,0.5861456483126111,0.603290676416819,0.5945945945945946,0.6008815424903177,0.5923090284382136,330,233,217,287
0.34,0.6042891295176487,0.5867620751341681,0.5996343692870201,0.593128390596745,0.5986135277260634,0.5921773806496373,328,231,219,289
0.35,0.6042891295176487,0.5863309352517986,0.5959780621572212,0.5911151405258386,0.5961813991398919,0.5913578356871806,326,230,221,290
0.36,0.6042891295176487,0.5836363636363636,0.5868372943327239,0.585232452142206,0.5898462087125536,0.5882457433643734,321,229,226,291
0.37,0.6042891295176487,0.5846994535519126,0.5868372943327239,0.5857664233576643,0.590006400077191,0.5889374796867853,321,228,226,292
0.38,0.6042891295176487,0.5867158671586716,0.5813528336380256,0.5840220385674931,0.5867408542927905,0.5894223710531136,318,224,229,296
0.39,0.6042891295176487,0.5836431226765799,0.5740402193784278,0.5788018433179724,0.5815184885881354,0.5863199402372115,314,224,233,296
0.4,0.6042891295176487,0.5816135084427767,0.56672760511883,0.5740740740740741,0.576443850685167,0.5838868023471403,310,223,237,297
0.41,0.6042891295176487,0.5836501901140685,0.5612431444241316,0.5722273998136067,0.5731476180596776,0.584351140904646,307,219,240,301
0.42,0.6042891295176487,0.5836501901140685,0.5612431444241316,0.5722273998136067,0.5731476180596776,0.584351140904646,307,219,240,301
0.43,0.6042891295176487,0.5862068965517241,0.5594149908592322,0.5724976613657624,0.5723146197428746,0.5857105725891205,306,216,241,304
0.44,0.6042891295176487,0.5857418111753372,0.5557586837294333,0.5703564727954972,0.5698441096068956,0.5848356733298475,304,215,243,305
0.45,0.6042891295176487,0.5872093023255814,0.5539305301645339,0.5700846660395108,0.56884849079765,0.5854878768781737,303,213,244,307
0.46,0.6042891295176487,0.5901960784313726,0.5502742230347349,0.5695364238410596,0.5668558645732151,0.5868167922715339,301,209,246,311
0.47,0.6042891295176487,0.592079207920792,0.546617915904936,0.5684410646387833,0.5646991032476327,0.5874297492555608,299,206,248,314
0.48,0.6042891295176487,0.5912698412698413,0.5447897623400365,0.5670789724072313,0.5633763987957174,0.5866164382606198,298,206,249,314
0.49,0.6042891295176487,0.5907258064516129,0.5356489945155393,0.5618408437200384,0.5572345762773109,0.5847729822453477,293,203,254,317
0.5,0.6042891295176487,0.591919191919192,0.5356489945155393,0.5623800383877159,0.5573963346776142,0.5855314333794405,293,202,254,318
0.51,0.6042891295176487,0.59026369168357,0.5319926873857403,0.5596153846153846,0.5547387849810154,0.5838742871299302,291,202,256,318
0.52,0.6042891295176487,0.5926680244399185,0.5319926873857403,0.5606936416184971,0.5550622620819491,0.5853999306090382,291,200,256,320
0.53,0.6042891295176487,0.5942622950819673,0.5301645338208409,0.5603864734299517,0.5540560348429358,0.586104915473499,290,198,257,322
0.54,0.6042891295176487,0.5934291581108829,0.5283363802559415,0.5589941972920697,0.5527242752191215,0.5852706641465921,289,198,258,322
0.55,0.6042891295176487,0.5938144329896907,0.526508226691042,0.5581395348837209,0.5515537997141671,0.5852069028634914,288,197,259,323
0.56,0.6042891295176487,0.5966735966735967,0.5246800731261426,0.5583657587548638,0.5507075900930603,0.5867043518667873,287,194,260,326
0.57,0.6042891295176487,0.6062639821029083,0.4954296160877514,0.545271629778672,0.532154122881007,0.5875713058885855,271,176,276,344
0.58,0.6042891295176487,0.6113636363636363,0.49177330895795246,0.5450861195542046,0.5302703162487674,0.5900654799516093,269,171,278,349
0.59,0.6042891295176487,0.6095890410958904,0.48811700182815354,0.5421319796954315,0.527555920726236,0.5882919403601045,267,171,280,349
0.6,0.6042891295176487,0.6129032258064516,0.48628884826325414,0.5423037716615698,0.5266933815336278,0.5900005703052266,266,168,281,352
0.61,0.6042891295176487,0.6102088167053364,0.48080438756855576,0.5378323108384458,0.5226097129393414,0.5873119275077318,263,168,284,352
0.62,0.6042891295176487,0.6083916083916084,0.47714808043875684,0.5348360655737705,0.5198826857950394,0.5855044497714651,261,168,286,352
0.63,0.6042891295176487,0.6099290780141844,0.4716636197440585,0.5319587628865979,0.5162772646415384,0.5854099937766013,258,165,289,355
0.64,0.6042891295176487,0.6081730769230769,0.4625228519195612,0.5254413291796469,0.5097516506172044,0.5825767631189622,253,163,294,357
0.65,0.6042891295176487,0.6086956521739131,0.4606946983546618,0.5244536940686785,0.5085412833014642,0.5825417602110898,252,162,295,358
