threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.6348491773308957,0.5565006075334143,0.8372943327239488,0.6686131386861314,0.7462009434339929,0.6058040808387257,458,365,89,155
0.06,0.6348491773308957,0.5581395348837209,0.8336380255941499,0.6686217008797654,0.7443753585271836,0.6066261131719692,456,361,91,159
0.07,0.6348491773308957,0.5580246913580247,0.8263254113345521,0.6661753868828297,0.739985157198304,0.6058347972100404,452,358,95,162
0.08,0.6348491773308957,0.5600991325898389,0.8263254113345521,0.6676514032496307,0.7404279621083444,0.6073148227359878,452,355,95,165
0.09,0.6348491773308957,0.5619524405506884,0.8208409506398537,0.6671619613670133,0.73753889919621,0.6080946441516273,449,350,98,170
0.1,0.6348491773308957,0.5649432534678437,0.8190127970749543,0.6686567164179105,0.7370732489290294,0.6100384771254741,448,345,99,175
0.11,0.6348491773308957,0.5676020408163265,0.8135283363802559,0.6686701728024043,0.7343350554970284,0.6113719077150637,445,339,102,181
0.12,0.6348491773308957,0.5705128205128205,0.8135283363802559,0.6706857573474001,0.7349397308605271,0.6134319729268094,445,335,102,185
0.13,0.6348491773308957,0.5697674418604651,0.8062157221206582,0.6676760030280091,0.730380497434911,0.6121563573048144,441,333,106,187
0.14,0.6348491773308957,0.5729166666666666,0.8043875685557587,0.6692015209125475,0.7299240760178227,0.6141886250732767,440,328,107,192
0.15,0.6348491773308957,0.573490813648294,0.7989031078610603,0.6676852559205501,0.7267269661728742,0.6140208190664912,437,325,110,195
0.16,0.6348491773308957,0.5731225296442688,0.7952468007312614,0.666156202143951,0.7244400964749952,0.6133779609314989,435,324,112,196
0.17,0.6348491773308957,0.5748344370860927,0.793418647166362,0.6666666666666666,0.7236791590493601,0.6143870540092254,434,321,113,199
0.18,0.6348491773308957,0.574468085106383,0.7897623400365631,0.6651270207852193,0.7213891117200265,0.6137419842549364,432,320,115,200
0.19,0.6348491773308957,0.57543391188251,0.7879341864716636,0.6651234567901234,0.7204739657390479,0.6142238284444712,431,318,116,202
0.2,0.6348491773308957,0.5750670241286864,0.7842778793418648,0.6635730858468677,0.7181807008911718,0.6135752732845826,429,317,118,203
0.21,0.6348491773308957,0.5754716981132075,0.7806215722120659,0.6625290923196276,0.7160393492681003,0.6134644122186712,427,315,120,205
0.22,0.6348491773308957,0.5751014884979703,0.7769652650822669,0.6609642301710731,0.7137417370586345,0.6128098487664861,425,314,122,206
0.23,0.6348491773308957,0.5774456521739131,0.7769652650822669,0.6625097427903351,0.7142053908444131,0.6144455843902362,425,311,122,209
0.24,0.6348491773308957,0.5768707482993197,0.7751371115173674,0.6614664586583463,0.7129783288223667,0.6138451472133429,424,311,123,209
0.25,0.6348491773308957,0.5777166437414031,0.7678244972577697,0.6593406593406593,0.7086842818972617,0.6136303551390785,420,307,127,213
0.26,0.6348491773308957,0.5779310344827586,0.7659963436928702,0.6588050314465409,0.7076095167465765,0.6135768621415207,419,306,128,214
0.27,0.6348491773308957,0.5803324099722992,0.7659963436928702,0.6603624901497241,0.7080767543575315,0.615244787497246,419,303,128,217
0.28,0.6348491773308957,0.5807799442896936,0.7623400365630713,0.6592885375494071,0.7059264150125368,0.6151463688758481,417,301,130,219
0.29,0.6348491773308957,0.5810055865921788,0.7605118829981719,0.6587490102929533,0.7048504800531511,0.6150973318501546,416,300,131,220
