threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.6343903810997047,0.574496644295302,0.7824497257769653,0.6625386996904025,0.7168645490155443,0.6128880082747127,428,317,119,203
0.06,0.6343903810997047,0.5769230769230769,0.7678244972577697,0.6588235294117647,0.7084373836723552,0.6129866735050088,420,308,127,212
0.07,0.6343903810997047,0.5779310344827586,0.7659963436928702,0.6588050314465409,0.7075177575003383,0.6134851028952826,419,306,128,214
0.08,0.6343903810997047,0.5804195804195804,0.7586837294332724,0.6576862123613312,0.7035258046449765,0.6143937301381305,415,300,132,220
0.09,0.6343903810997047,0.5770862800565771,0.7458866544789763,0.6507177033492823,0.6950367144642138,0.6106365272530142,408,299,139,221
0.1,0.6343903810997047,0.5785714285714286,0.7404021937842779,0.6495589414595028,0.6919468555499307,0.6110314729435061,405,295,142,225
0.11,0.6343903810997047,0.5796269727403156,0.7385740402193784,0.6495176848874598,0.6910204017958681,0.6115468680563366,404,293,143,227
0.12,0.6343903810997047,0.5798561151079137,0.7367458866544789,0.6489533011272142,0.6899370098853447,0.611492124112062,403,292,144,228
0.13,0.6343903810997047,0.5786435786435786,0.7330895795246801,0.646774193548387,0.6874551240467971,0.6102321236062463,401,292,146,228
0.14,0.6343903810997047,0.5776487663280117,0.7276051188299817,0.6440129449838188,0.6838845191300774,0.6089063428790924,398,291,149,229
0.15,0.6343903810997047,0.5797950219619327,0.7239488117001828,0.6439024390243903,0.6820232137773494,0.6099463189082244,396,287,151,233
0.16,0.6343903810997047,0.5790251107828656,0.716636197440585,0.6405228758169934,0.6773530376853315,0.6085474943564717,392,285,155,235
0.17,0.6343903810997047,0.5794947994056464,0.7129798903107861,0.639344262295082,0.6751713000638586,0.6084287546112888,390,283,157,237
0.18,0.6343903810997047,0.5803571428571429,0.7129798903107861,0.6398687448728466,0.675328644837188,0.6090172711103664,390,282,157,238
0.19,0.6343903810997047,0.5814648729446936,0.7111517367458866,0.6398026315789473,0.6743947340665685,0.609551302165972,389,280,158,240
0.2,0.6343903810997047,0.5819548872180451,0.7074954296160878,0.6386138613861386,0.6722099494438264,0.609439678244805,387,278,160,242
0.21,0.6343903810997047,0.5796661608497724,0.6983546617915904,0.6334991708126037,0.6661051583595173,0.6067609078886083,382,277,165,243
0.22,0.6343903810997047,0.5816793893129771,0.696526508226691,0.6339434276206323,0.6653243586194761,0.6079007991626192,381,274,166,246
0.23,0.6343903810997047,0.5826893353941267,0.6892138939670932,0.6314907872696818,0.6609322593843922,0.6076699800979088,377,270,170,250
0.24,0.6343903810997047,0.5829457364341085,0.6873857404021938,0.6308724832214765,0.6598326913874808,0.6076126894034382,376,269,171,251
0.25,0.6343903810997047,0.5829457364341085,0.6873857404021938,0.6308724832214765,0.6598326913874808,0.6076126894034382,376,269,171,251
0.26,0.6343903810997047,0.5821596244131455,0.680073126142596,0.627318718381113,0.6551102548055728,0.6061535039408475,372,267,175,253
0.27,0.6343903810997047,0.584251968503937,0.6782449725776966,0.6277495769881557,0.6543254356052359,0.6073289335683562,371,264,176,256
0.28,0.6343903810997047,0.5873015873015873,0.676416819012797,0.6287170773152082,0.6537016089209019,0.6091439930652971,370,260,177,260
0.29,0.6343903810997047,0.5890850722311396,0.6709323583180987,0.6273504273504273,0.6505493835841185,0.6096257405406389,367,256,180,264
0.3,0.6343903810997047,0.590032154340836,0.6709323583180987,0.6278870829769033,0.6507103802720613,0.61026027828343,367,255,180,265
0.31,0.6343903810997047,0.590032154340836,0.6709323583180987,0.6278870829769033,0.6507103802720613,0.61026027828343,367,255,180,265
0.32,0.6343903810997047,0.5909822866344605,0.6709323583180987,0.6284246575342466,0.6508716526392643,0.6108966167974452,367,254,180,266
0.33,0.6343903810997047,0.5919354838709677,0.6709323583180987,0.6289631533847472,0.6510332013944145,0.611534764170849,367,253,180,267
0.34,0.6343903810997047,0.592891760904685,0.6709323583180987,0.6295025728987993,0.6511950272486301,0.6121747285419232,367,252,180,268
0.35,0.6343903810997047,0.5934959349593496,0.6672760511882998,0.6282271944922547,0.6489842601617672,0.6120942020472921,365,250,182,270
0.36,0.6343903810997047,0.5964052287581699,0.6672760511882998,0.6298533218291631,0.6494720983628398,0.6140366871477748,365,247,182,273
0.37,0.6343903810997047,0.5973813420621932,0.6672760511882998,0.6303972366148531,0.6496352727985468,0.6146879182354935,365,246,182,274
0.38,0.6343903810997047,0.5970394736842105,0.6636197440585009,0.6285714285714286,0.64725937682062,0.6139692416334748,363,245,184,275
0.39,0.6343903810997047,0.596694214876033,0.659963436928702,0.6267361111111112,0.6448806280176252,0.6132460169912908,361,244,186,276
0.4,0.6343903810997047,0.5973154362416108,0.6508226691042047,0.6229221347331584,0.6391660511919909,0.6124124347606938,356,240,191,280
0.41,0.6343903810997047,0.5959595959595959,0.6471663619744058,0.6205083260297984,0.6366137550160834,0.6110103720086785,354,240,193,280
0.42,0.6343903810997047,0.5966101694915255,0.643510054844607,0.6191732629727352,0.634385082534065,0.6109351398575242,352,238,195,282
0.43,0.6343903810997047,0.5955631399317406,0.6380255941499086,0.6160635481023831,0.6307099377256101,0.6094787106165261,349,237,198,283
0.44,0.6343903810997047,0.5962199312714777,0.6343692870201096,0.6147032772364924,0.6284737029009435,0.6093990250266275,347,235,200,285
0.45,0.6343903810997047,0.5958549222797928,0.6307129798903108,0.6127886323268206,0.6260711558631425,0.6086421270578835,345,234,202,286
0.46,0.6343903810997047,0.5951557093425606,0.6288848263254113,0.6115555555555555,0.6247871560493132,0.6079225975578879,344,234,203,286
0.47,0.6343903810997047,0.5944540727902946,0.6270566727605119,0.6103202846975089,0.6235024980094496,0.6072011980243409,343,234,204,286
0.48,0.6343903810997047,0.5958188153310104,0.6252285191956124,0.6101694915254238,0.6225431832753743,0.6078383313430733,342,232,205,288
0.49,0.6343903810997047,0.5975395430579965,0.6215722120658135,0.6093189964157706,0.6204598811775789,0.6084435466736704,340,229,207,291
0.5,0.6343903810997047,0.5971731448763251,0.6179159049360147,0.6073674752920036,0.6180462712755493,0.6076748912457046,338,228,209,292
0.51,0.6343903810997047,0.5957446808510638,0.6142595978062158,0.6048604860486049,0.6154660209376303,0.6062085624600543,336,228,211,292
0.52,0.6343903810997047,0.5960854092526691,0.6124314442413162,0.6041478809738503,0.6143381626327542,0.6061651451384306,335,227,212,293
0.53,0.6343903810997047,0.5942549371633752,0.6051188299817185,0.5996376811594203,0.6093287955586263,0.6038968491494546,331,226,216,294
0.54,0.6343903810997047,0.5935251798561151,0.603290676416819,0.5983680870353582,0.6080338405389579,0.603151092258606,330,226,217,294
0.55,0.6343903810997047,0.5956678700361011,0.603290676416819,0.5994550408719346,0.6083599266899308,0.6045485234995719,330,224,217,296
0.56,0.6343903810997047,0.5978260869565217,0.603290676416819,0.6005459508644222,0.6086871996876771,0.6059549049575285,330,222,217,298
0.57,0.6343903810997047,0.5978062157221207,0.5978062157221207,0.5978062157221207,0.6051230487976375,0.6051230487976375,327,220,220,300
0.58,0.6343903810997047,0.5963302752293578,0.5941499085923218,0.5952380952380952,0.6025244590875304,0.6036146424060485,325,220,222,300
0.59,0.6343903810997047,0.5974264705882353,0.5941499085923218,0.5957836846929423,0.6026881359239845,0.6043264169219412,325,219,222,301
0.6,0.6343903810997047,0.5977859778597786,0.5923217550274223,0.5950413223140496,0.601551350427867,0.6042834618440451,324,218,223,302
0.61,0.6343903810997047,0.5992578849721707,0.5904936014625228,0.5948434622467772,0.6005779156252355,0.6049600573800594,323,216,224,304
0.62,0.6343903810997047,0.5992578849721707,0.5904936014625228,0.5948434622467772,0.6005779156252355,0.6049600573800594,323,216,224,304
0.63,0.6343903810997047,0.5988805970149254,0.5868372943327239,0.592797783933518,0.5981360585663583,0.604157709907459,321,215,226,305
0.64,0.6343903810997047,0.599250936329588,0.5850091407678245,0.5920444033302498,0.5969959676029282,0.6041168653838099,320,214,227,306
0.65,0.6343903810997047,0.6018867924528302,0.583180987202925,0.5923862581244197,0.5961844472587293,0.6055373498836819,319,211,228,309
0.66,0.6343903810997047,0.6011342155009451,0.5813528336380256,0.5910780669144982,0.5948779131133032,0.604768604044763,318,211,229,309
0.67,0.6343903810997047,0.6011342155009451,0.5813528336380256,0.5910780669144982,0.5948779131133032,0.604768604044763,318,211,229,309
0.68,0.6343903810997047,0.6153846153846154,0.5557586837294333,0.5840537944284342,0.5799735564131878,0.6097865222407789,304,190,243,330
0.69,0.6343903810997047,0.6171079429735234,0.5539305301645339,0.5838150289017341,0.5789878499727281,0.6105765563772229,303,188,244,332
0.7,0.6343903810997047,0.6155419222903885,0.5502742230347349,0.581081081081081,0.5763395120616327,0.6089733616894595,301,188,246,332
0.71,0.6343903810997047,0.6147540983606558,0.5484460694698354,0.5797101449275363,0.5750141544331195,0.6081681688785296,300,188,247,332
0.72,0.6343903810997047,0.6139630390143738,0.546617915904936,0.5783365570599613,0.5736880012903973,0.6073605628451162,299,188,248,332
0.73,0.6343903810997047,0.6169772256728778,0.5447897623400365,0.5786407766990291,0.572865190399668,0.6089589220660886,298,185,249,335
0.74,0.6343903810997047,0.6195426195426196,0.5447897623400365,0.5797665369649806,0.5732029184794534,0.6105793470807449,298,183,249,337
0.75,0.6343903810997047,0.6218487394957983,0.5411334552102377,0.5786901270772239,0.571051841948227,0.6114094840910073,296,180,251,340
0.76,0.6343903810997047,0.6236786469344608,0.5393053016453382,0.5784313725490197,0.570060138807316,0.6122468114518773,295,178,252,342
0.77,0.6343903810997047,0.6242038216560509,0.5374771480804388,0.5776031434184676,0.5688975932857007,0.6122609300735067,294,177,253,343
0.78,0.6343903810997047,0.6282051282051282,0.5374771480804388,0.5793103448275863,0.5694097537084362,0.6147737437707809,294,174,253,346
0.79,0.6343903810997047,0.6279569892473118,0.5338208409506399,0.5770750988142292,0.5669110263395296,0.6139791004878656,292,173,255,347
0.8,0.6343903810997047,0.631236442516269,0.5319926873857403,0.5773809523809523,0.5660887056270968,0.6157105831923612,291,170,256,350
0.81,0.6343903810997047,0.62882096069869,0.526508226691042,0.573134328358209,0.5620724880729246,0.6132288550767486,288,170,259,350
0.82,0.6343903810997047,0.6311111111111111,0.5191956124314442,0.5697091273821464,0.5573886206503069,0.6133463699901404,284,166,263,354
0.83,0.6343903810997047,0.6316964285714286,0.5173674588665448,0.5688442211055277,0.5562150719848716,0.6133795568373136,283,165,264,355
0.84,0.6343903810997047,0.6297968397291196,0.5100548446069469,0.5636363636363636,0.5509964076143234,0.6108674051754098,279,164,268,356
0.85,0.6343903810997047,0.6309794988610479,0.506398537477148,0.5618661257606491,0.5486371826867097,0.6109276633786596,277,162,270,358
