frame,prob,label,pred
0,0.838056,1,1
1,0.838056,1,1
2,0.838056,1,1
3,0.838056,1,1
4,0.838056,1,1
5,0.838056,1,1
6,0.838056,1,1
7,0.838056,1,1
8,0.838056,1,1
9,0.838056,1,1
10,0.838056,1,1
11,0.838056,1,1
12,0.838056,1,1
13,0.838056,1,1
14,0.838056,1,1
15,0.838056,1,1
16,0.838056,1,1
17,0.838056,1,1
18,0.838056,1,1
19,0.838056,1,1
20,0.838056,1,1
21,0.838056,1,1
22,0.838056,1,1
23,0.838056,1,1
24,0.838056,1,1
25,0.838056,1,1
26,0.838056,1,1
27,0.838056,1,1
28,0.838056,1,1
29,0.838056,1,1
30,0.838056,1,1
31,0.838056,1,1
32,0.838056,1,1
33,0.838056,1,1
34,0.838056,1,1
35,0.838056,1,1
36,0.838056,1,1
37,0.838056,1,1
38,0.838056,1,1
39,0.838056,1,1
40,0.908853,1,1
41,0.908853,1,1
42,0.908853,1,1
43,0.908853,1,1
44,0.908853,1,1
45,0.908853,1,1
46,0.908853,1,1
47,0.908853,1,1
48,0.908853,1,1
49,0.908853,1,1
50,0.908853,1,1
51,0.908853,1,1
52,0.908853,1,1
53,0.908853,1,1
54,0.908853,1,1
55,0.908853,1,1
56,0.908853,1,1
57,0.908853,1,1
58,0.908853,1,1
59,0.908853,1,1
60,0.908853,1,1
61,0.908853,1,1
62,0.908853,1,1
63,0.908853,1,1
64,0.908853,1,1
65,0.908853,1,1
66,0.908853,1,1
67,0.908853,1,1
68,0.908853,1,1
69,0.908853,1,1
70,0.908853,1,1
71,0.908853,1,1
72,0.908853,1,1
73,0.908853,1,1
74,0.908853,1,1
75,0.908853,1,1
76,0.908853,1,1
77,0.908853,1,1
78,0.908853,1,1
79,0.908853,1,1
80,0.674411,1,1
81,0.674411,1,1
82,0.674411,1,1
83,0.674411,1,1
84,0.674411,1,1
85,0.674411,1,1
86,0.674411,1,1
87,0.674411,1,1
88,0.674411,1,1
89,0.674411,1,1
90,0.674411,1,1
91,0.674411,1,1
92,0.674411,1,1
93,0.674411,1,1
94,0.674411,1,1
95,0.674411,1,1
96,0.674411,1,1
97,0.674411,1,1
98,0.674411,1,1
99,0.674411,1,1
100,0.674411,1,1
101,0.674411,1,1
102,0.674411,1,1
103,0.674411,1,1
104,0.674411,1,1
105,0.674411,1,1
106,0.674411,1,1
107,0.674411,1,1
108,0.674411,1,1
109,0.674411,1,1
110,0.674411,1,1
111,0.674411,1,1
112,0.674411,1,1
113,0.674411,1,1
114,0.674411,1,1
115,0.674411,1,1
116,0.674411,1,1
117,0.674411,1,1
118,0.674411,1,1
119,0.674411,1,1
120,0.327508,0,0
121,0.327508,0,0
122,0.327508,0,0
123,0.327508,0,0
124,0.327508,0,0
125,0.327508,0,0
126,0.327508,0,0
127,0.327508,0,0
128,0.327508,0,0
129,0.327508,0,0
130,0.327508,0,0
131,0.327508,0,0
132,0.327508,0,0
133,0.327508,0,0
134,0.327508,0,0
135,0.327508,0,0
136,0.327508,0,0
137,0.327508,0,0
138,0.327508,0,0
139,0.327508,0,0
140,0.327508,0,0
141,0.327508,0,0
142,0.327508,0,0
143,0.327508,0,0
144,0.327508,0,0
145,0.327508,0,0
146,0.327508,0,0
147,0.327508,0,0
148,0.327508,0,0
149,0.327508,0,0
150,0.327508,0,0
151,0.327508,0,0
152,0.327508,0,0
153,0.327508,0,0
154,0.327508,0,0
155,0.327508,0,0
156,0.327508,0,0
157,0.327508,0,0
158,0.327508,0,0
159,0.327508,0,0
160,0.362105,0,0
161,0.362105,0,0
162,0.362105,0,0
163,0.362105,0,0
164,0.362105,0,0
165,0.362105,0,0
166,0.362105,0,0
167,0.362105,0,0
168,0.362105,0,0
169,0.362105,0,0
170,0.362105,0,0
171,0.362105,0,0
172,0.362105,0,0
173,0.362105,0,0
174,0.362105,0,0
175,0.362105,0,0
176,0.362105,0,0
177,0.362105,0,0
178,0.362105,0,0
179,0.362105,0,0
180,0.362105,0,0
181,0.362105,0,0
182,0.362105,0,0
183,0.362105,0,0
184,0.362105,0,0
185,0.362105,0,0
186,0.362105,0,0
187,0.362105,0,0
188,0.362105,0,0
189,0.362105,0,0
190,0.362105,0,0
191,0.362105,0,0
192,0.362105,0,0
193,0.362105,0,0
194,0.362105,0,0
195,0.362105,0,0
196,0.362105,0,0
197,0.362105,0,0
198,0.362105,0,0
199,0.362105,0,0
200,0.362105,0,0
201,0.362105,0,0
202,0.362105,0,0
203,0.362105,0,0
204,0.362105,0,0
205,0.362105,0,0
206,0.362105,0,0
207,0.362105,0,0
208,0.362105,0,0
209,0.362105,0,0
210,0.362105,0,0
211,0.362105,0,0
212,0.362105,0,0
213,0.362105,0,0
214,0.362105,0,0
215,0.362105,0,0
216,0.362105,0,0
217,0.362105,0,0
218,0.362105,0,0
219,0.362105,0,0
220,0.362105,0,0
221,0.362105,0,0
222,0.362105,0,0
223,0.362105,0,0
224,0.362105,0,0
225,0.362105,0,0
226,0.362105,0,0
227,0.362105,0,0
228,0.362105,0,0
229,0.362105,0,0
230,0.362105,0,0
231,0.362105,0,0
232,0.362105,0,0
233,0.362105,0,0
234,0.000000,-1,0
235,0.000000,-1,0
236,0.000000,-1,0
237,0.000000,-1,0
238,0.000000,-1,0
239,0.000000,-1,0
240,0.000000,-1,0
241,0.000000,-1,0
242,0.000000,-1,0
243,0.000000,-1,0
244,0.000000,-1,0
245,0.000000,-1,0
246,0.000000,-1,0
247,0.000000,-1,0
248,0.000000,-1,0
249,0.000000,-1,0
250,0.000000,-1,0
251,0.000000,-1,0
252,0.000000,-1,0
253,0.000000,-1,0
254,0.000000,-1,0
255,0.000000,-1,0
