frame,short_prob,long_prob,fused_prob,pred
74,0.956872,0.532883,0.239096,1
75,0.956872,0.532883,0.386338,1
76,0.956872,0.532883,0.504131,1
77,0.956872,0.532883,0.598366,1
78,0.956872,0.532883,0.673754,1
79,0.956872,0.532883,0.734064,1
80,0.956872,0.532883,0.782313,1
81,0.956872,0.532883,0.820911,1
82,0.956872,0.532883,0.851790,1
83,0.956872,0.532883,0.876493,1
84,0.956872,0.532883,0.896256,1
85,0.956872,0.532883,0.912066,1
86,0.956872,0.532883,0.924714,1
87,0.956872,0.532883,0.934832,1
88,0.956872,0.532883,0.942927,1
89,0.568657,0.532883,0.947841,1
90,0.568657,0.532883,0.951773,1
91,0.568657,0.532883,0.954918,1
92,0.568657,0.532883,0.957435,1
93,0.568657,0.532883,0.959448,1
94,0.568657,0.531686,0.960999,1
95,0.568657,0.531686,0.962240,1
96,0.568657,0.531686,0.963233,1
97,0.568657,0.531686,0.964027,1
98,0.568657,0.531686,0.964663,1
99,0.568657,0.531686,0.965171,1
100,0.568657,0.531686,0.965578,1
101,0.568657,0.531686,0.965903,1
102,0.568657,0.531686,0.966163,1
103,0.568657,0.531686,0.966372,1
104,0.557540,0.531686,0.966487,1
105,0.557540,0.531686,0.966580,1
106,0.557540,0.531686,0.966654,1
107,0.557540,0.531686,0.966713,1
108,0.557540,0.531686,0.966760,1
109,0.557540,0.531686,0.966798,1
110,0.557540,0.531686,0.966828,1
111,0.557540,0.531686,0.966853,1
112,0.557540,0.531686,0.966872,1
113,0.557540,0.531686,0.966888,1
114,0.557540,0.533647,0.966996,1
115,0.557540,0.533647,0.967084,1
116,0.557540,0.533647,0.967153,1
117,0.557540,0.533647,0.967209,1
118,0.557540,0.533647,0.967254,1
119,0.689293,0.533647,0.967869,1
120,0.689293,0.533647,0.968362,1
121,0.689293,0.533647,0.968756,1
122,0.689293,0.533647,0.969071,1
123,0.689293,0.533647,0.969323,1
124,0.689293,0.533647,0.969525,1
125,0.689293,0.533647,0.969686,1
126,0.689293,0.533647,0.969815,1
127,0.689293,0.533647,0.969918,1
128,0.689293,0.533647,0.970001,1
129,0.689293,0.533647,0.970067,1
130,0.689293,0.533647,0.970120,1
131,0.689293,0.533647,0.970162,1
132,0.689293,0.533647,0.970196,1
133,0.689293,0.533647,0.970223,1
134,0.635647,0.536341,0.970146,1
135,0.635647,0.536341,0.970084,1
136,0.635647,0.536341,0.970034,1
137,0.635647,0.536341,0.969994,1
138,0.635647,0.536341,0.969962,1
139,0.635647,0.536341,0.969937,1
140,0.635647,0.536341,0.969917,1
141,0.635647,0.536341,0.969900,1
142,0.635647,0.536341,0.969887,1
143,0.635647,0.536341,0.969877,1
144,0.635647,0.536341,0.969869,1
145,0.635647,0.536341,0.969862,1
146,0.635647,0.536341,0.969857,1
147,0.635647,0.536341,0.969852,1
148,0.635647,0.536341,0.969849,1
149,0.031100,0.536341,0.919953,0
150,0.031100,0.536341,0.880037,0
151,0.031100,0.536341,0.848103,0
152,0.031100,0.536341,0.822557,0
153,0.031100,0.536341,0.802119,0
154,0.031100,0.537493,0.785818,0
155,0.031100,0.537493,0.772777,0
156,0.031100,0.537493,0.762344,0
157,0.031100,0.537493,0.753997,0
158,0.031100,0.537493,0.747320,0
159,0.031100,0.537493,0.741979,0
160,0.031100,0.537493,0.737705,0
161,0.031100,0.537493,0.734287,0
162,0.031100,0.537493,0.731552,0
163,0.031100,0.537493,0.729364,0
164,0.132139,0.537493,0.728889,0
165,0.132139,0.537493,0.728510,0
166,0.132139,0.537493,0.728206,0
167,0.132139,0.537493,0.727963,0
168,0.132139,0.537493,0.727769,0
169,0.132139,0.537493,0.727613,0
170,0.132139,0.537493,0.727489,0
171,0.132139,0.537493,0.727389,0
172,0.132139,0.537493,0.727310,0
173,0.132139,0.537493,0.727246,0
174,0.132139,0.540455,0.727321,0
175,0.132139,0.540455,0.727380,0
176,0.132139,0.540455,0.727428,0
177,0.132139,0.540455,0.727466,0
178,0.132139,0.540455,0.727497,0
179,0.810966,0.540455,0.776877,0
180,0.810966,0.540455,0.816380,0
181,0.810966,0.540455,0.847984,0
182,0.810966,0.540455,0.873266,0
183,0.810966,0.540455,0.893492,0
184,0.810966,0.540455,0.909673,0
185,0.810966,0.540455,0.922617,0
186,0.810966,0.540455,0.932973,0
187,0.810966,0.540455,0.941258,0
188,0.810966,0.540455,0.947885,0
189,0.810966,0.540455,0.953187,0
190,0.810966,0.540455,0.957429,0
191,0.810966,0.540455,0.960822,0
192,0.810966,0.540455,0.963537,0
193,0.810966,0.540455,0.965709,0
194,0.522933,0.548940,0.965381,1
195,0.522933,0.548940,0.965118,1
196,0.522933,0.548940,0.964908,1
197,0.522933,0.548940,0.964740,1
198,0.522933,0.548940,0.964605,1
199,0.522933,0.548940,0.964498,1
200,0.522933,0.548940,0.964412,1
201,0.522933,0.548940,0.964343,1
202,0.522933,0.548940,0.964288,1
203,0.522933,0.548940,0.964244,1
204,0.522933,0.548940,0.964209,1
205,0.522933,0.548940,0.964180,1
206,0.522933,0.548940,0.964158,1
207,0.522933,0.548940,0.964140,1
208,0.522933,0.548940,0.964125,1
209,0.940449,0.548940,0.967025,1
210,0.940449,0.548940,0.969345,1
211,0.940449,0.548940,0.971201,1
212,0.940449,0.548940,0.972686,1
213,0.940449,0.548940,0.973873,1
214,0.940449,0.549761,0.974858,1
215,0.940449,0.549761,0.975645,1
216,0.940449,0.549761,0.976275,1
217,0.940449,0.549761,0.976779,1
218,0.940449,0.549761,0.977182,1
219,0.940449,0.549761,0.977504,1
220,0.940449,0.549761,0.977763,1
221,0.940449,0.549761,0.977969,1
222,0.940449,0.549761,0.978134,1
223,0.940449,0.549761,0.978266,1
224,0.762479,0.549761,0.977715,1
225,0.762479,0.549761,0.977275,1
226,0.762479,0.549761,0.976922,1
227,0.762479,0.549761,0.976640,1
228,0.762479,0.549761,0.976415,1
229,0.762479,0.549761,0.976234,1
230,0.762479,0.549761,0.976090,1
231,0.762479,0.549761,0.975974,1
232,0.762479,0.549761,0.975882,1
233,0.762479,0.549761,0.975808,1
234,0.762479,0.545316,0.975556,1
235,0.762479,0.545316,0.975354,1
236,0.762479,0.545316,0.975192,1
237,0.762479,0.545316,0.975063,1
238,0.762479,0.545316,0.974960,1
239,0.097809,0.545316,0.925302,0
240,0.097809,0.545316,0.885575,0
241,0.097809,0.545316,0.853793,0
242,0.097809,0.545316,0.828368,0
243,0.097809,0.545316,0.808028,0
244,0.097809,0.545316,0.791756,0
245,0.097809,0.545316,0.778739,0
246,0.097809,0.545316,0.768324,0
247,0.097809,0.545316,0.759993,0
248,0.097809,0.545316,0.753328,0
249,0.097809,0.545316,0.747996,0
250,0.097809,0.545316,0.743730,0
251,0.097809,0.545316,0.740318,0
252,0.097809,0.545316,0.737588,0
253,0.097809,0.545316,0.735404,0
254,0.978978,0.530592,0.783350,1
255,0.978978,0.530592,0.821707,1
256,0.978978,0.530592,0.852393,1
257,0.978978,0.530592,0.876941,1
258,0.978978,0.530592,0.896580,1
259,0.978978,0.530592,0.912291,1
260,0.978978,0.530592,0.924860,1
261,0.978978,0.530592,0.934915,1
262,0.978978,0.530592,0.942959,1
263,0.978978,0.530592,0.949394,1
264,0.978978,0.530592,0.954543,1
265,0.978978,0.530592,0.958661,1
266,0.978978,0.530592,0.961956,1
267,0.978978,0.530592,0.964592,1
268,0.978978,0.530592,0.966700,1
269,0.470709,0.530592,0.962564,0
270,0.470709,0.530592,0.959256,0
271,0.470709,0.530592,0.956608,0
272,0.470709,0.530592,0.954491,0
273,0.470709,0.530592,0.952797,0
274,0.470709,0.523942,0.951450,0
275,0.470709,0.523942,0.950373,0
276,0.470709,0.523942,0.949511,0
277,0.470709,0.523942,0.948822,0
278,0.470709,0.523942,0.948270,0
279,0.470709,0.523942,0.947829,0
280,0.470709,0.523942,0.947476,0
281,0.470709,0.523942,0.947194,0
282,0.470709,0.523942,0.946968,0
283,0.470709,0.523942,0.946787,0
284,0.954256,0.523942,0.952030,0
285,0.954256,0.523942,0.956224,0
286,0.954256,0.523942,0.959579,0
287,0.954256,0.523942,0.962264,0
288,0.954256,0.523942,0.964411,0
289,0.954256,0.523942,0.966129,0
290,0.954256,0.523942,0.967504,0
291,0.954256,0.523942,0.968603,0
292,0.954256,0.523942,0.969483,0
293,0.954256,0.523942,0.970186,0
294,0.954256,0.526144,0.970864,0
295,0.954256,0.526144,0.971406,0
296,0.954256,0.526144,0.971840,0
297,0.954256,0.526144,0.972187,0
298,0.954256,0.526144,0.972465,0
299,0.885147,0.526144,0.972434,0
300,0.885147,0.526144,0.972409,0
301,0.885147,0.526144,0.972389,0
302,0.885147,0.526144,0.972373,0
303,0.885147,0.526144,0.972360,0
304,0.885147,0.526144,0.972350,0
305,0.885147,0.526144,0.972342,0
306,0.885147,0.526144,0.972335,0
307,0.885147,0.526144,0.972330,0
308,0.885147,0.526144,0.972326,0
309,0.885147,0.526144,0.972322,0
310,0.885147,0.526144,0.972320,0
311,0.885147,0.526144,0.972318,0
312,0.885147,0.526144,0.972316,0
313,0.885147,0.526144,0.972315,0
314,0.011837,0.527640,0.921220,1
315,0.011837,0.527640,0.880344,1
316,0.011837,0.527640,0.847643,1
317,0.011837,0.527640,0.821483,1
318,0.011837,0.527640,0.800554,1
319,0.011837,0.527640,0.783812,1
320,0.011837,0.527640,0.770417,1
321,0.011837,0.527640,0.759702,1
322,0.011837,0.527640,0.751130,1
323,0.011837,0.527640,0.744272,1
324,0.011837,0.527640,0.738786,1
