frame,time_sec,yaw_est,yaw_raw_ratio,yaw_valid_flag,face_orient_class,mouth_x,mouth_y,mouth_z,mouth_width_3d,mouth_width_2d,normalized_mouth_width,mouth_conf_raw,mouth_conf_adj,mouth_from_estimation,mouth_vx,mouth_vy,mouth_vz,mouth_ax,mouth_ay,mouth_az,dist_leftHand_mouth,dist_rightHand_mouth,dist_hands,dist_nose_leftHand,dist_nose_rightHand,dist_wrists,dist2d_leftHand_mouth,dist2d_rightHand_mouth,dist2d_hands,dist2d_nose_leftHand,dist2d_nose_rightHand,dist2d_wrists,norm_dist_leftHand_mouth,norm_dist_rightHand_mouth,norm_dist_hands,norm_dist_nose_leftHand,norm_dist_nose_rightHand,norm_dist_wrists,norm2d_dist_leftHand_mouth,norm2d_dist_rightHand_mouth,norm2d_dist_hands,norm2d_dist_nose_leftHand,norm2d_dist_nose_rightHand,norm2d_dist_wrists,shoulder_width_3d,shoulder_width_2d,occlusion_flag,velocity_jump_flag,velocity_jump_count,velocity_jump_v_thresh_used,velocity_jump_a_thresh_used,l0_vx,l0_vy,l0_vz,l0_ax,l0_ay,l0_az,l1_vx,l1_vy,l1_vz,l1_ax,l1_ay,l1_az,l2_vx,l2_vy,l2_vz,l2_ax,l2_ay,l2_az,l3_vx,l3_vy,l3_vz,l3_ax,l3_ay,l3_az,l4_vx,l4_vy,l4_vz,l4_ax,l4_ay,l4_az,l5_vx,l5_vy,l5_vz,l5_ax,l5_ay,l5_az,l6_vx,l6_vy,l6_vz,l6_ax,l6_ay,l6_az,l9_vx,l9_vy,l9_vz,l9_ax,l9_ay,l9_az,l10_vx,l10_vy,l10_vz,l10_ax,l10_ay,l10_az,l11_vx,l11_vy,l11_vz,l11_ax,l11_ay,l11_az,l12_vx,l12_vy,l12_vz,l12_ax,l12_ay,l12_az,l13_vx,l13_vy,l13_vz,l13_ax,l13_ay,l13_az,l14_vx,l14_vy,l14_vz,l14_ax,l14_ay,l14_az,l15_vx,l15_vy,l15_vz,l15_ax,l15_ay,l15_az,l16_vx,l16_vy,l16_vz,l16_ax,l16_ay,l16_az,l17_vx,l17_vy,l17_vz,l17_ax,l17_ay,l17_az,l18_vx,l18_vy,l18_vz,l18_ax,l18_ay,l18_az,l19_vx,l19_vy,l19_vz,l19_ax,l19_ay,l19_az,l20_vx,l20_vy,l20_vz,l20_ax,l20_ay,l20_az,l21_vx,l21_vy,l21_vz,l21_ax,l21_ay,l21_az,l22_vx,l22_vy,l22_vz,l22_ax,l22_ay,l22_az
0,0.000000,,,0,0,,,,,,,,,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.983036,20.197331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.033333,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.066667,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.100000,-0.944024,0.027988,1,-1,0.255830,0.350210,-0.718463,0.103060,0.033370,0.077140,0.993019,0.993019,0,,,,,,,0.855151,0.724612,1.297816,0.984788,0.613457,1.277649,0.276224,0.562754,0.286547,0.247182,0.527880,0.473790,1.278161,1.083049,1.939795,1.471924,0.916909,1.909652,0.638539,1.300904,0.662404,0.571403,1.220286,1.095249,0.669048,0.432587,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.133333,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.166667,-0.990497,0.004752,1,-1,0.238933,0.382918,-0.332105,0.101531,0.024980,0.046902,0.993537,0.993537,0,,,,,,,1.001970,0.493137,1.104776,1.114341,0.490414,1.108463,0.283299,0.477016,0.202031,0.289047,0.490313,0.363525,1.237948,0.609277,1.364965,1.376784,0.605913,1.369521,0.531911,0.895626,0.379325,0.542703,0.920592,0.682539,0.809380,0.532606,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.200000,-0.721278,0.139361,1,-1,0.253801,0.362816,-0.495816,0.066449,0.030218,0.060033,0.993822,0.993822,0,0.014868,-0.020103,-0.163712,,,,0.527010,0.759294,0.306118,0.668392,0.876549,0.516881,0.226135,0.519446,0.296072,0.245530,0.528318,0.513160,0.955146,1.376135,0.554804,1.211384,1.588645,0.936787,0.449250,1.031956,0.588190,0.487781,1.049581,1.019466,0.551759,0.503361,0,1,7,13.983036,20.197331,0.273734,-1.295224,-5.826887,0.273734,-1.295224,-5.826887,0.217974,0.214759,-5.681669,0.217974,0.214759,-5.681669,0.002416,0.045975,-5.682993,0.002416,0.045975,-5.682993,-0.005352,0.001488,-5.683865,-0.005352,0.001488,-5.683865,0.028266,-0.113270,-4.769287,0.028266,-0.113270,-4.769287,0.091053,-0.017928,-4.769793,0.091053,-0.017928,-4.769793,0.164630,0.002094,-4.764920,0.164630,0.002094,-4.764920,0.206050,-0.320133,-5.499777,0.206050,-0.320133,-5.499777,0.685999,-0.886039,-4.322922,0.685999,-0.886039,-4.322922,-0.630381,-1.082777,-7.559213,-0.630381,-1.082777,-7.559213,0.315431,-2.868657,3.944898,0.315431,-2.868657,3.944898,-1.153595,-14.578305,-15.750409,-1.153595,-14.578305,-15.750409,2.068021,-4.038702,7.398778,2.068021,-4.038702,7.398778,-0.443362,-4.309300,-20.856980,-0.443362,-4.309300,-20.856980,0.216082,0.474460,12.415099,0.216082,0.474460,12.415099,-0.868247,-2.267205,-20.843862,-0.868247,-2.267205,-20.843862,-0.480314,3.157631,13.774237,-0.480314,3.157631,13.774237,-1.032421,-1.472137,-19.463068,-1.032421,-1.472137,-19.463068,-0.411903,3.557982,15.454703,-0.411903,3.557982,15.454703,-0.663638,-2.114258,-20.069724,-0.663638,-2.114258,-20.069724,-0.278243,2.459709,13.009288,-0.278243,2.459709,13.009288
7,0.233333,0.397287,0.698644,1,1,0.325004,0.344223,-0.519954,0.074314,0.070914,0.129953,0.990178,0.990178,0,0.071203,-0.018593,-0.024138,0.056335,0.001510,0.139574,0.167798,0.593604,0.513047,0.180978,0.684160,0.711634,0.161782,0.465938,0.305311,0.148760,0.449951,0.516674,0.228787,0.809361,0.699524,0.246757,0.932832,0.970291,0.296475,0.853857,0.559500,0.272611,0.824560,0.946834,0.733423,0.545686,0,1,6,13.983036,20.197331,2.503606,-0.002902,-0.783010,2.229872,1.292322,5.043877,1.407373,-0.386095,-1.100255,1.189399,-0.600854,4.581414,1.143210,-0.520990,-1.103030,1.140794,-0.566965,4.579963,0.737328,-0.767712,-1.110093,0.742680,-0.769200,4.573772,1.828427,-0.035294,0.656102,1.800161,0.077976,5.425389,1.918648,-0.001656,0.663126,1.827595,0.016272,5.432919,1.982013,0.009930,0.657395,1.817383,0.007836,5.422315,1.666805,-1.062904,-1.945221,1.460755,-0.742771,3.554556,2.605370,-0.052647,0.496949,1.919371,0.833392,4.819871,-0.122964,-2.055755,-10.368892,0.507417,-0.972978,-2.809679,1.363231,-1.672710,11.111538,1.047800,1.195947,7.166640,-0.904030,0.237460,-22.075104,0.249565,14.815765,-6.324695,2.846675,-1.513191,10.977833,0.778654,2.525511,3.579055,-0.268412,0.289949,-17.824985,0.174950,4.599249,3.031995,0.537867,-0.010307,-5.001613,0.321785,-0.484767,-17.416712,-0.412684,-0.079691,-18.483375,0.455563,2.187514,2.360487,1.004534,-0.489453,-5.886372,1.484848,-3.647084,-19.660609,-0.428298,-0.399446,-16.340762,0.604123,1.072691,3.122306,0.126527,-0.627145,-6.304760,0.538430,-4.185127,-21.759463,-0.315147,-0.502623,-16.737907,0.348491,1.611635,3.331817,-0.010777,-0.160362,-5.461781,0.267466,-2.620071,-18.471069
8,0.266667,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.300000,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.983036,20.197331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
