frame,time_sec,yaw_est,yaw_raw_ratio,yaw_valid_flag,face_orient_class,mouth_x,mouth_y,mouth_z,mouth_width_3d,mouth_width_2d,normalized_mouth_width,mouth_conf_raw,mouth_conf_adj,mouth_from_estimation,mouth_vx,mouth_vy,mouth_vz,mouth_ax,mouth_ay,mouth_az,dist_leftHand_mouth,dist_rightHand_mouth,dist_hands,dist_nose_leftHand,dist_nose_rightHand,dist_wrists,dist2d_leftHand_mouth,dist2d_rightHand_mouth,dist2d_hands,dist2d_nose_leftHand,dist2d_nose_rightHand,dist2d_wrists,norm_dist_leftHand_mouth,norm_dist_rightHand_mouth,norm_dist_hands,norm_dist_nose_leftHand,norm_dist_nose_rightHand,norm_dist_wrists,norm2d_dist_leftHand_mouth,norm2d_dist_rightHand_mouth,norm2d_dist_hands,norm2d_dist_nose_leftHand,norm2d_dist_nose_rightHand,norm2d_dist_wrists,shoulder_width_3d,shoulder_width_2d,occlusion_flag,velocity_jump_flag,velocity_jump_count,velocity_jump_v_thresh_used,velocity_jump_a_thresh_used,l0_vx,l0_vy,l0_vz,l0_ax,l0_ay,l0_az,l1_vx,l1_vy,l1_vz,l1_ax,l1_ay,l1_az,l2_vx,l2_vy,l2_vz,l2_ax,l2_ay,l2_az,l3_vx,l3_vy,l3_vz,l3_ax,l3_ay,l3_az,l4_vx,l4_vy,l4_vz,l4_ax,l4_ay,l4_az,l5_vx,l5_vy,l5_vz,l5_ax,l5_ay,l5_az,l6_vx,l6_vy,l6_vz,l6_ax,l6_ay,l6_az,l9_vx,l9_vy,l9_vz,l9_ax,l9_ay,l9_az,l10_vx,l10_vy,l10_vz,l10_ax,l10_ay,l10_az,l11_vx,l11_vy,l11_vz,l11_ax,l11_ay,l11_az,l12_vx,l12_vy,l12_vz,l12_ax,l12_ay,l12_az,l13_vx,l13_vy,l13_vz,l13_ax,l13_ay,l13_az,l14_vx,l14_vy,l14_vz,l14_ax,l14_ay,l14_az,l15_vx,l15_vy,l15_vz,l15_ax,l15_ay,l15_az,l16_vx,l16_vy,l16_vz,l16_ax,l16_ay,l16_az,l17_vx,l17_vy,l17_vz,l17_ax,l17_ay,l17_az,l18_vx,l18_vy,l18_vz,l18_ax,l18_ay,l18_az,l19_vx,l19_vy,l19_vz,l19_ax,l19_ay,l19_az,l20_vx,l20_vy,l20_vz,l20_ax,l20_ay,l20_az,l21_vx,l21_vy,l21_vz,l21_ax,l21_ay,l21_az,l22_vx,l22_vy,l22_vz,l22_ax,l22_ay,l22_az
0,0.000000,0.042723,0.521362,1,0,0.313848,0.355747,-0.436929,0.046232,0.029124,0.134171,0.999993,0.999993,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.431633,0.464909,0.205115,0.426324,0.478321,0.234186,0.327163,0.398544,0.200733,0.365514,0.444262,0.233254,1.497150,1.612568,0.711455,1.478733,1.659089,0.812291,1.507226,1.836074,0.924766,1.683904,2.046694,1.074592,0.288303,0.217063,0,0,0,3.978337,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.040000,0.035803,0.517902,1,0,0.314959,0.355307,-0.366678,0.054683,0.030686,0.142080,0.999993,0.999993,0,0.001111,-0.000441,0.070251,,,,0.335967,0.460473,0.239737,0.361816,0.479475,0.280120,0.318335,0.399043,0.206151,0.357787,0.445918,0.241892,1.096524,1.502884,0.782448,1.180890,1.564901,0.914252,1.473938,1.847627,0.954509,1.656608,2.064665,1.119993,0.306393,0.215976,0,1,4,3.978337,6.000000,0.020931,-0.040609,1.970118,0.020931,-0.040609,1.970118,0.027360,-0.026679,1.913723,0.027360,-0.026679,1.913723,0.031779,-0.023137,1.912899,0.031779,-0.023137,1.912899,0.034943,-0.014125,1.917776,0.034943,-0.014125,1.917776,0.002146,-0.056647,1.777646,0.002146,-0.056647,1.777646,0.007066,-0.062589,1.775784,0.007066,-0.062589,1.775784,0.003880,-0.061419,1.773218,0.003880,-0.061419,1.773218,0.044017,0.000145,1.873221,0.044017,0.000145,1.873221,0.011521,-0.022177,1.639336,0.011521,-0.022177,1.639336,0.004026,-0.401601,1.601787,0.004026,-0.401601,1.601787,-0.113144,0.001678,0.912175,-0.113144,0.001678,0.912175,0.037000,-0.240631,3.917935,0.037000,-0.240631,3.917935,-0.457799,-0.402993,1.273326,-0.457799,-0.402993,1.273326,-0.006230,-0.297447,5.866272,-0.006230,-0.297447,5.866272,-0.143102,0.073346,1.812905,-0.143102,0.073346,1.812905,0.008406,-0.442544,6.217515,0.008406,-0.442544,6.217515,-0.017783,0.031275,2.043821,-0.017783,0.031275,2.043821,-0.015052,-0.232130,6.109843,-0.015052,-0.232130,6.109843,-0.048715,-0.009242,1.996204,-0.048715,-0.009242,1.996204,-0.038029,-0.162631,5.875132,-0.038029,-0.162631,5.875132,-0.100473,-0.005047,1.846552,-0.100473,-0.005047,1.846552
2,0.080000,-0.008287,0.495857,1,0,0.318479,0.354449,-0.439647,0.054143,0.032797,0.149118,0.999993,0.999993,0,0.003520,-0.000858,-0.072969,0.002409,-0.000417,-0.143220,0.340123,0.441931,0.220480,0.356765,0.464833,0.256980,0.306094,0.401762,0.217554,0.346292,0.448643,0.250632,1.192804,1.549839,0.773217,1.251165,1.630156,0.901224,1.391721,1.826695,0.989154,1.574487,2.039849,1.139550,0.285146,0.219939,0,1,4,3.978337,6.000000,0.049555,-0.026596,-2.047176,0.028624,0.014013,-4.017294,0.032891,-0.058061,-2.064573,0.005531,-0.031382,-3.978296,0.034190,-0.061323,-2.066429,0.002411,-0.038186,-3.979328,0.038379,-0.065286,-2.064846,0.003436,-0.051161,-3.982622,0.014203,-0.048380,-1.982940,0.012057,0.008267,-3.760586,0.016819,-0.036158,-1.980542,0.009753,0.026431,-3.756326,0.020874,-0.028434,-1.980571,0.016994,0.032985,-3.753789,0.117338,-0.021443,-1.851492,0.073321,-0.021588,-3.724713,0.058678,-0.021441,-1.796948,0.047157,0.000736,-3.436284,0.115910,-0.141938,-1.023440,0.111884,0.259663,-2.625227,-0.029068,-0.004213,-0.127278,0.084076,-0.005891,-1.039453,0.064439,0.009525,-1.634085,0.027439,0.250156,-5.552020,-0.169648,-0.055371,0.300428,0.288151,0.347622,-0.972898,-0.012207,-0.096250,-2.677920,-0.005977,0.201197,-8.544192,-0.198435,0.053720,-0.565487,-0.055333,-0.019626,-2.378392,-0.042655,-0.380538,-2.877505,-0.051061,0.062006,-9.095020,-0.176160,0.076281,-0.679122,-0.158377,0.045006,-2.722943,-0.039423,-0.299869,-2.846260,-0.024371,-0.067739,-8.956103,-0.192541,0.002773,-0.681941,-0.143826,0.012015,-2.678145,-0.040249,-0.223857,-2.674023,-0.002220,-0.061226,-8.549155,-0.184613,0.003821,-0.593445,-0.084140,0.008868,-2.439997
3,0.120000,0.004303,0.502152,1,0,0.319228,0.353004,-0.427173,0.056825,0.034503,0.155183,0.999993,0.999993,0,0.000749,-0.001445,0.012474,-0.002772,-0.000588,0.085443,0.324120,0.452954,0.240916,0.340801,0.472802,0.277183,0.292989,0.404580,0.231963,0.332143,0.451164,0.264627,1.145144,1.600322,0.851176,1.204079,1.670448,0.979312,1.317781,1.819688,1.043306,1.493887,2.029209,1.190218,0.283039,0.222335,0,0,0,3.978337,6.000000,0.038973,-0.024574,0.316982,-0.010582,0.002022,2.364158,0.060022,0.000538,0.354271,0.027131,0.058599,2.418844,0.066561,0.005980,0.356001,0.032371,0.067303,2.422430,0.070175,0.016923,0.357636,0.031796,0.082209,2.422482,0.028041,-0.046779,0.322915,0.013838,0.001601,2.305855,0.023744,-0.073303,0.324494,0.006925,-0.037145,2.305036,0.026321,-0.098824,0.324515,0.005447,-0.070390,2.305086,0.031760,-0.014184,0.337742,-0.085578,0.007259,2.189234,0.005711,-0.058091,0.285956,-0.052967,-0.036650,2.082904,0.003407,-0.001660,0.178885,-0.112503,0.140278,1.202325,-0.035398,-0.082723,0.337085,-0.006330,-0.078510,0.464363,0.114863,-0.111645,0.514350,0.050424,-0.121170,2.148435,-0.031946,-0.063361,-0.159185,0.137702,-0.007990,-0.459613,0.017228,-0.416398,0.595671,0.029435,-0.320148,3.273591,-0.214004,0.025328,-0.047167,-0.015569,-0.028392,0.518320,0.019856,-0.371857,0.588739,0.062511,0.008681,3.466244,-0.223390,0.047460,-0.137857,-0.047230,-0.028821,0.541265,0.005412,-0.386411,0.553961,0.044835,-0.086542,3.400221,-0.175404,0.000070,-0.177631,0.017137,-0.002703,0.504310,0.001005,-0.355455,0.564197,0.041254,-0.131598,3.238220,-0.167674,-0.001436,-0.032206,0.016939,-0.005257,0.561239
4,0.160000,-0.000897,0.499551,1,0,0.322161,0.352880,-0.423985,0.057805,0.034284,0.150648,0.999993,0.999993,0,0.002933,-0.000124,0.003188,0.002184,0.001322,-0.009286,0.303095,0.452364,0.266488,0.316526,0.475291,0.296629,0.267475,0.411123,0.262462,0.305887,0.457864,0.290482,1.075579,1.605282,0.945673,1.123241,1.686643,1.052634,1.175311,1.806513,1.153282,1.344095,2.011897,1.276407,0.281797,0.227578,0,0,0,3.978337,6.000000,0.091043,-0.003406,0.106978,0.052070,0.021168,-0.210004,0.083142,0.000425,0.066806,0.023120,-0.000113,-0.287465,0.082804,0.000450,0.067689,0.016243,-0.005530,-0.288312,0.075407,0.000311,0.067543,0.005232,-0.016612,-0.290093,0.093644,0.001306,0.042778,0.065603,0.048085,-0.280137,0.094353,0.001413,0.043078,0.070609,0.074716,-0.281416,0.099657,0.002847,0.043553,0.073336,0.101671,-0.280962,0.070070,-0.002725,0.097038,0.038310,0.011459,-0.240704,0.076551,-0.003457,0.062328,0.070840,0.054634,-0.223628,0.077982,-0.113119,-0.013563,0.074575,-0.111459,-0.192448,-0.079341,-0.039816,0.210592,-0.043943,0.042907,-0.126493,0.098278,-0.064233,-0.412444,-0.016585,0.047412,-0.926794,-0.307625,-0.154004,0.629245,-0.275679,-0.090643,0.788430,-0.002921,-0.534651,-0.175494,-0.020149,-0.118253,-0.771165,-0.463777,0.083202,0.384718,-0.249773,0.057874,0.431885,-0.013003,-0.772448,-0.156616,-0.032859,-0.400591,-0.745355,-0.447970,0.153647,0.449520,-0.224580,0.106187,0.587377,-0.025878,-0.657821,-0.019158,-0.031290,-0.271410,-0.573119,-0.461031,0.047703,0.453745,-0.285627,0.047633,0.631376,-0.029342,-0.587451,-0.100689,-0.030347,-0.231996,-0.664886,-0.395425,0.012097,0.331104,-0.227751,0.013533,0.363310
5,0.200000,0.004686,0.502343,1,0,0.324294,0.352189,-0.428324,0.059824,0.034159,0.149208,0.999994,0.999994,0,0.002133,-0.000691,-0.004339,-0.000800,-0.000568,-0.007528,0.269508,0.463520,0.305127,0.283925,0.488152,0.324942,0.240491,0.427885,0.299836,0.278064,0.474660,0.318342,0.950543,1.634816,1.076171,1.001394,1.721693,1.146059,1.050486,1.869037,1.309706,1.214606,2.073356,1.390545,0.283530,0.228933,0,0,0,3.978337,6.000000,0.061312,-0.017566,-0.185199,-0.029731,-0.014160,-0.292177,0.063983,-0.003033,-0.143302,-0.019159,-0.003458,-0.210108,0.064143,-0.000361,-0.142036,-0.018661,-0.000811,-0.209725,0.058856,-0.000352,-0.142917,-0.016551,-0.000663,-0.210460,0.066523,-0.005500,-0.176838,-0.027121,-0.006806,-0.219616,0.066457,-0.001471,-0.177224,-0.027896,-0.002884,-0.220302,0.066300,-0.001884,-0.176977,-0.033357,-0.004731,-0.220530,0.049622,-0.013587,-0.076324,-0.020448,-0.010862,-0.173362,0.057025,-0.020985,-0.140635,-0.019526,-0.017528,-0.202963,0.027906,-0.047915,-0.062713,-0.050076,0.065204,-0.049150,-0.012665,-0.028012,-0.089794,0.066676,0.011804,-0.300386,0.098629,-0.219098,0.071990,0.000351,-0.154865,0.484434,-0.279484,-0.415352,-0.018185,0.028141,-0.261348,-0.647430,-0.015023,-0.716166,0.327402,-0.012102,-0.181515,0.502896,-0.396805,0.129910,0.200237,0.066972,0.046708,-0.184481,-0.037698,-0.821215,0.314415,-0.024695,-0.048767,0.471031,-0.400914,0.336137,0.196636,0.047056,0.182490,-0.252884,-0.045194,-0.719362,0.414307,-0.019316,-0.061541,0.433465,-0.432318,0.287718,0.153562,0.028713,0.240015,-0.300183,-0.052519,-0.618170,0.356279,-0.023177,-0.030719,0.456968,-0.387940,0.172494,0.168160,0.007485,0.160397,-0.162944
6,0.240000,-0.001766,0.499117,1,0,0.326993,0.352203,-0.406456,0.055759,0.033962,0.148365,0.999994,0.999994,0,0.002700,0.000015,0.021869,0.000567,0.000706,0.026208,0.241490,0.490339,0.348379,0.252643,0.511194,0.351573,0.209428,0.442264,0.336147,0.245901,0.488851,0.340224,0.902981,1.833479,1.302662,0.944685,1.911461,1.314606,0.914894,1.932050,1.468476,1.074229,2.135568,1.486286,0.267436,0.228909,0,0,0,3.978337,6.000000,0.059106,0.001471,0.596492,-0.002206,0.019037,0.781691,0.048697,0.001560,0.552011,-0.015286,0.004593,0.695313,0.049233,0.003946,0.553755,-0.014910,0.004307,0.695791,0.051436,0.004494,0.552614,-0.007420,0.004846,0.695531,0.053351,0.000688,0.632455,-0.013172,0.006188,0.809293,0.059929,0.001348,0.634120,-0.006528,0.002819,0.811344,0.070877,0.001115,0.634152,0.004577,0.002999,0.811129,0.064666,0.000476,0.485577,0.015044,0.014063,0.561901,0.070328,0.000242,0.607838,0.013303,0.021227,0.748473,0.006509,-0.032437,-0.048082,-0.021397,0.015478,0.014631,0.007509,-0.033694,0.676519,0.020174,-0.005682,0.766313,0.077613,-0.246204,-0.232331,-0.021016,-0.027106,-0.304321,-0.192012,-0.245187,0.058807,0.087472,0.170165,0.076992,-0.043955,-0.688012,0.281659,-0.028932,0.028154,-0.045743,-0.248523,0.078960,-0.304486,0.148282,-0.050950,-0.504723,-0.050624,-0.798996,0.440592,-0.012926,0.022219,0.126177,-0.242696,0.244012,-0.322464,0.158218,-0.092125,-0.519100,-0.040365,-0.824057,0.581954,0.004829,-0.104695,0.167647,-0.238134,0.284936,-0.291151,0.194184,-0.002782,-0.444713,-0.062818,-0.784512,0.359416,-0.010299,-0.166342,0.003137,-0.276802,0.250337,-0.274895,0.111138,0.077843,-0.443055
7,0.280000,0.009804,0.504902,1,0,0.332245,0.352574,-0.458427,0.058541,0.033526,0.146845,0.999995,0.999995,0,0.005252,0.000371,-0.051971,0.002552,0.000356,-0.073840,0.201300,0.507423,0.396935,0.213970,0.528303,0.380971,0.178745,0.470577,0.384838,0.213384,0.516062,0.372081,0.733541,1.849054,1.446435,0.779709,1.925140,1.388261,0.782915,2.061155,1.685617,0.934636,2.260383,1.629739,0.274423,0.228307,0,0,0,3.978337,6.000000,0.136529,0.036217,-1.661800,0.077423,0.034746,-2.258292,0.135675,0.014856,-1.499866,0.086978,0.013296,-2.051877,0.123227,0.013212,-1.500893,0.073994,0.009266,-2.054648,0.122898,0.016621,-1.504461,0.071462,0.012127,-2.057075,0.159413,0.021017,-1.579025,0.106062,0.020329,-2.211480,0.157460,0.019880,-1.578583,0.097531,0.018532,-2.212703,0.157087,0.018267,-1.579828,0.086210,0.017152,-2.213980,0.128518,0.002825,-1.252166,0.063852,0.002349,-1.737743,0.134076,0.015728,-1.346369,0.063748,0.015486,-1.954207,0.011586,-0.084169,0.103437,0.005077,-0.051732,0.151519,0.026993,-0.083569,-0.245985,0.019484,-0.049875,-0.922504,0.215832,-0.595362,0.362087,0.138219,-0.349158,0.594418,0.077992,-0.962970,0.093216,0.270004,-0.717783,0.034409,-0.015309,-0.611931,-0.365101,0.028646,0.076081,-0.646760,-0.341728,0.353888,-0.195421,-0.093205,0.274928,0.109065,-0.056995,-0.803602,-0.528343,-0.006371,-0.004606,-0.968935,-0.482718,0.495531,-0.450732,-0.240022,0.251519,-0.128268,-0.101429,-0.745878,-0.607921,-0.061064,0.078179,-1.189875,-0.477220,0.555472,-0.751497,-0.239086,0.270536,-0.460346,-0.111131,-0.755079,-0.420669,-0.048313,0.029433,-0.780085,-0.439693,0.561358,-0.393339,-0.162891,0.311021,-0.118444
8,0.320000,0.023113,0.511557,1,0,0.335927,0.352157,-0.518725,0.051764,0.034229,0.149447,0.999993,0.999993,0,0.003682,-0.000417,-0.060298,-0.001570,-0.000788,-0.008327,0.263033,0.541011,0.406966,0.233060,0.553745,0.386514,0.164875,0.488382,0.406014,0.199940,0.533720,0.386381,1.017133,2.092058,1.573712,0.901231,2.141300,1.494627,0.719862,2.132332,1.772706,0.872961,2.330287,1.686987,0.258602,0.229036,0,1,4,3.978337,6.000000,0.088120,-0.008984,-1.718147,-0.048409,-0.045201,-0.056347,0.091066,-0.011785,-1.682907,-0.044609,-0.026641,-0.183041,0.094930,-0.004470,-1.684011,-0.028297,-0.017682,-0.183118,0.100731,0.000329,-1.684151,-0.022167,-0.016292,-0.179690,0.092968,-0.015774,-1.518081,-0.066445,-0.036791,0.060944,0.092708,-0.012524,-1.517630,-0.064752,-0.032404,0.060953,0.098315,-0.008132,-1.518911,-0.058772,-0.026399,0.060917,0.102951,-0.012498,-1.621942,-0.025567,-0.015323,-0.369776,0.081126,-0.008360,-1.392968,-0.052950,-0.024088,-0.046599,0.095958,-0.000940,-0.931463,0.084372,0.083229,-1.034900,0.087715,-0.039744,-0.126754,0.060722,0.043825,0.119231,0.083405,-0.172976,-2.320749,-0.132427,0.422386,-2.682836,0.083066,-0.345919,-0.174131,0.005074,0.617051,-0.267347,-0.071618,-0.255476,-3.997436,-0.056309,0.356455,-3.632335,-0.126858,0.277637,-2.205217,0.214870,-0.076251,-2.009796,-0.126489,-0.322834,-4.356472,-0.069494,0.480768,-3.828129,-0.186965,0.321101,-2.548949,0.295753,-0.174430,-2.098217,-0.125126,-0.283679,-4.316464,-0.023697,0.462199,-3.708543,-0.154776,0.374749,-2.580668,0.322444,-0.180723,-1.829171,-0.123852,-0.255267,-4.019597,-0.012721,0.499812,-3.598928,-0.148116,0.375053,-2.262287,0.291577,-0.186305,-1.868948
9,0.360000,-0.005600,0.497200,1,0,0.339372,0.351999,-0.489640,0.053421,0.034495,0.154581,0.999993,0.999993,0,0.003445,-0.000158,0.029086,-0.000236,0.000259,0.089384,0.256845,0.556219,0.439038,0.221261,0.571427,0.402244,0.140609,0.504610,0.438625,0.174456,0.549964,0.402242,1.033204,2.237494,1.766112,0.890061,2.298672,1.618103,0.630111,2.261304,1.965606,0.781789,2.464550,1.802565,0.248590,0.223150,0,0,0,3.978337,6.000000,0.104360,-0.000089,0.885804,0.016240,0.008895,2.603951,0.083823,-0.005569,0.879076,-0.007243,0.006216,2.561983,0.078606,-0.000224,0.878717,-0.016324,0.004246,2.562728,0.074289,0.003941,0.878784,-0.026442,0.003612,2.562935,0.097707,-0.002896,0.827986,0.004739,0.012878,2.346067,0.099549,-0.000042,0.827664,0.006841,0.012482,2.345294,0.101993,0.000793,0.827870,0.003678,0.008925,2.346781,0.089469,-0.003205,0.751626,-0.013482,0.009293,2.373568,0.082799,-0.004693,0.702655,0.001673,0.003667,2.095623,0.049796,-0.066872,0.217464,-0.046162,-0.065932,1.148927,0.184403,-0.001370,0.480551,0.096688,0.038374,0.607305,0.104690,-0.432131,0.153589,0.021285,-0.259155,2.474338,0.817363,0.166702,0.425303,0.734297,0.512621,0.599434,-0.129920,-0.575042,0.225298,-0.058302,-0.319566,4.222734,-0.045444,0.160262,0.511880,0.081414,-0.117375,2.717097,-0.088114,-0.689678,0.305153,0.038375,-0.366844,4.661625,-0.238116,0.157529,0.709681,-0.051151,-0.163572,3.258630,-0.103211,-0.603826,0.477345,0.021915,-0.320147,4.793809,-0.248753,0.305739,0.696512,-0.093977,-0.069010,3.277180,-0.104158,-0.522626,0.040437,0.019694,-0.267359,4.060034,-0.157806,0.295822,0.553018,-0.009690,-0.079231,2.815305
