frame,short_prob,long_prob,fused_prob,pred
74,0.978317,0.483681,0.235505,1
75,0.978317,0.483681,0.380508,1
76,0.978317,0.483681,0.496510,1
77,0.978317,0.483681,0.589312,1
78,0.978317,0.483681,0.663554,1
79,0.978317,0.483681,0.722947,1
80,0.978317,0.483681,0.770462,1
81,0.978317,0.483681,0.808473,1
82,0.978317,0.483681,0.838883,1
83,0.978317,0.483681,0.863210,1
84,0.978317,0.483681,0.882672,1
85,0.978317,0.483681,0.898242,1
86,0.978317,0.483681,0.910698,1
87,0.978317,0.483681,0.920662,1
88,0.978317,0.483681,0.928634,1
89,0.678460,0.483681,0.933931,1
90,0.678460,0.483681,0.938169,1
91,0.678460,0.483681,0.941559,1
92,0.678460,0.483681,0.944271,1
93,0.678460,0.483681,0.946441,1
94,0.678460,0.486201,0.948357,1
95,0.678460,0.486201,0.949890,1
96,0.678460,0.486201,0.951117,1
97,0.678460,0.486201,0.952098,1
98,0.678460,0.486201,0.952883,1
99,0.678460,0.486201,0.953511,1
100,0.678460,0.486201,0.954013,1
101,0.678460,0.486201,0.954415,1
102,0.678460,0.486201,0.954737,1
103,0.678460,0.486201,0.954994,1
104,0.627760,0.486201,0.955002,1
105,0.627760,0.486201,0.955009,1
106,0.627760,0.486201,0.955014,1
107,0.627760,0.486201,0.955018,1
108,0.627760,0.486201,0.955021,1
109,0.627760,0.486201,0.955024,1
110,0.627760,0.486201,0.955026,1
111,0.627760,0.486201,0.955028,1
112,0.627760,0.486201,0.955029,1
113,0.627760,0.486201,0.955030,1
114,0.627760,0.484388,0.954903,1
115,0.627760,0.484388,0.954802,1
116,0.627760,0.484388,0.954720,1
117,0.627760,0.484388,0.954655,1
118,0.627760,0.484388,0.954603,1
119,0.867724,0.484388,0.955454,1
120,0.867724,0.484388,0.956135,1
121,0.867724,0.484388,0.956679,1
122,0.867724,0.484388,0.957115,1
123,0.867724,0.484388,0.957463,1
124,0.867724,0.484388,0.957742,1
125,0.867724,0.484388,0.957965,1
126,0.867724,0.484388,0.958143,1
127,0.867724,0.484388,0.958286,1
128,0.867724,0.484388,0.958400,1
129,0.867724,0.484388,0.958492,1
130,0.867724,0.484388,0.958565,1
131,0.867724,0.484388,0.958623,1
132,0.867724,0.484388,0.958670,1
133,0.867724,0.484388,0.958707,1
134,0.884038,0.485180,0.958854,1
135,0.884038,0.485180,0.958972,1
136,0.884038,0.485180,0.959066,1
137,0.884038,0.485180,0.959141,1
138,0.884038,0.485180,0.959201,1
139,0.884038,0.485180,0.959250,1
140,0.884038,0.485180,0.959288,1
141,0.884038,0.485180,0.959319,1
142,0.884038,0.485180,0.959344,1
143,0.884038,0.485180,0.959363,1
144,0.884038,0.485180,0.959379,1
145,0.884038,0.485180,0.959392,1
146,0.884038,0.485180,0.959402,1
147,0.884038,0.485180,0.959410,1
148,0.884038,0.485180,0.959416,1
149,0.011292,0.485180,0.908380,0
150,0.011292,0.485180,0.867551,0
151,0.011292,0.485180,0.834888,0
152,0.011292,0.485180,0.808757,0
153,0.011292,0.485180,0.787853,0
154,0.011292,0.490324,0.771452,0
155,0.011292,0.490324,0.758331,0
156,0.011292,0.490324,0.747834,0
157,0.011292,0.490324,0.739437,0
158,0.011292,0.490324,0.732719,0
159,0.011292,0.490324,0.727344,0
