threshold,precision,recall,f1,precision_aware
0.65,0.810126582278481,0.2962962962962963,0.43389830508474575,0.6698208127237089
0.66,0.8055555555555556,0.26851851851851855,0.4027777777777778,0.6581991411701558
0.67,0.8181818181818182,0.25,0.3829787234042553,0.6585725561712303
0.68,0.8253968253968254,0.24074074074074073,0.3727598566308244,0.6591143997467046
0.6900000000000001,0.7962962962962963,0.19907407407407407,0.31851851851851853,0.6282917337627483
0.7000000000000001,0.7708333333333334,0.1712962962962963,0.2803030303030303,0.6040956058166203
0.71,0.7555555555555555,0.1574074074074074,0.26053639846743293,0.5905267273770523
0.72,0.775,0.14351851851851852,0.2421875,0.5947442800590446
0.73,0.7575757575757576,0.11574074074074074,0.20080321285140562,0.573616872702345
0.74,0.6923076923076923,0.08333333333333333,0.1487603305785124,0.5253699753864445
0.75,0.6666666666666666,0.06481481481481481,0.11814345991561181,0.5033644013670615
0.76,0.631578947368421,0.05555555555555555,0.10212765957446808,0.4810158016155955
0.77,0.5714285714285714,0.037037037037037035,0.06956521739130435,0.4411718809907216
0.78,0.6363636363636364,0.032407407407407406,0.06167400881057269,0.47127205088403457
0.79,0.5555555555555556,0.023148148148148147,0.044444444444444446,0.42569914117015567
0.8,0.2,0.004629629629629629,0.00904977375565611,0.23730296218574143
0.81,0.0,0.0,0.0,0.13458803005904457
0.8200000000000001,0.0,0.0,0.0,0.13458803005904457
0.8300000000000001,0.0,0.0,0.0,0.13458803005904457
0.84,0.0,0.0,0.0,0.13458803005904457
0.85,0.0,0.0,0.0,0.13458803005904457
0.86,0.0,0.0,0.0,0.13458803005904457
0.87,0.0,0.0,0.0,0.13458803005904457
0.88,0.0,0.0,0.0,0.13458803005904457
0.89,0.0,0.0,0.0,0.13458803005904457
0.9,0.0,0.0,0.0,0.13458803005904457
0.91,0.0,0.0,0.0,0.13458803005904457
0.92,0.0,0.0,0.0,0.13458803005904457
0.93,0.0,0.0,0.0,0.13458803005904457
0.9400000000000001,0.0,0.0,0.0,0.13458803005904457
0.9500000000000001,0.0,0.0,0.0,0.13458803005904457
0.96,0.0,0.0,0.0,0.13458803005904457
0.97,0.0,0.0,0.0,0.13458803005904457
0.98,0.0,0.0,0.0,0.13458803005904457
0.99,0.0,0.0,0.0,0.13458803005904457
1.0,0.0,0.0,0.0,0.13458803005904457
