frame,prob,label,pred
0,0.513100,0,0
1,0.513100,0,0
2,0.513100,0,0
3,0.513100,0,0
4,0.513100,0,0
5,0.513100,0,0
6,0.513100,0,0
7,0.513100,0,0
8,0.513100,0,0
9,0.513100,0,0
10,0.513100,0,0
11,0.513100,0,0
12,0.513100,0,0
13,0.513100,0,0
14,0.513100,0,0
15,0.513100,0,0
16,0.513100,0,0
17,0.513100,0,0
18,0.513100,0,0
19,0.513100,0,0
20,0.513100,0,0
21,0.513100,0,0
22,0.513100,0,0
23,0.513100,0,0
24,0.513100,0,0
25,0.513100,0,0
26,0.513100,0,0
27,0.513100,0,0
28,0.513100,0,0
29,0.513100,0,0
30,0.513100,0,0
31,0.513100,0,0
32,0.513100,0,0
33,0.513100,0,0
34,0.513100,0,0
35,0.513100,0,0
36,0.513100,0,0
37,0.513100,0,0
38,0.513100,0,0
39,0.513100,0,0
40,0.711310,1,1
41,0.711310,1,1
42,0.711310,1,1
43,0.711310,1,1
44,0.711310,1,1
45,0.711310,1,1
46,0.711310,1,1
47,0.711310,1,1
48,0.711310,1,1
49,0.711310,1,1
50,0.711310,1,1
51,0.711310,1,1
52,0.711310,1,1
53,0.711310,1,1
54,0.711310,1,1
55,0.711310,1,1
56,0.711310,1,1
57,0.711310,1,1
58,0.711310,1,1
59,0.711310,1,1
60,0.711310,1,1
61,0.711310,1,1
62,0.711310,1,1
63,0.711310,1,1
64,0.711310,1,1
65,0.711310,1,1
66,0.711310,1,1
67,0.711310,1,1
68,0.711310,1,1
69,0.711310,1,1
70,0.711310,1,1
71,0.711310,1,1
72,0.711310,1,1
73,0.711310,1,1
74,0.711310,1,1
75,0.711310,1,1
76,0.711310,1,1
77,0.711310,1,1
78,0.711310,1,1
79,0.711310,1,1
80,0.367064,1,0
81,0.367064,1,0
82,0.367064,1,0
83,0.367064,1,0
84,0.367064,1,0
85,0.367064,1,0
86,0.367064,1,0
87,0.367064,1,0
88,0.367064,1,0
89,0.367064,1,0
90,0.367064,1,0
91,0.367064,1,0
92,0.367064,1,0
93,0.367064,1,0
94,0.367064,1,0
95,0.367064,1,0
96,0.367064,1,0
97,0.367064,1,0
98,0.367064,1,0
99,0.367064,1,0
100,0.367064,1,0
101,0.367064,1,0
102,0.367064,1,0
103,0.367064,1,0
104,0.367064,1,0
105,0.367064,1,0
106,0.367064,1,0
107,0.367064,1,0
108,0.367064,1,0
109,0.367064,1,0
110,0.367064,1,0
111,0.367064,1,0
112,0.367064,1,0
113,0.367064,1,0
114,0.367064,1,0
115,0.367064,1,0
116,0.367064,1,0
117,0.367064,1,0
118,0.367064,1,0
119,0.367064,1,0
120,0.244605,0,0
121,0.244605,0,0
122,0.244605,0,0
123,0.244605,0,0
124,0.244605,0,0
125,0.244605,0,0
126,0.244605,0,0
127,0.244605,0,0
128,0.244605,0,0
129,0.244605,0,0
130,0.244605,0,0
131,0.244605,0,0
132,0.244605,0,0
133,0.244605,0,0
134,0.244605,0,0
135,0.244605,0,0
136,0.244605,0,0
137,0.244605,0,0
138,0.244605,0,0
139,0.244605,0,0
140,0.244605,0,0
141,0.244605,0,0
142,0.244605,0,0
143,0.244605,0,0
144,0.244605,0,0
145,0.244605,0,0
146,0.244605,0,0
147,0.244605,0,0
148,0.244605,0,0
149,0.244605,0,0
150,0.244605,0,0
151,0.244605,0,0
152,0.244605,0,0
153,0.244605,0,0
154,0.244605,0,0
155,0.244605,0,0
156,0.244605,0,0
157,0.244605,0,0
158,0.244605,0,0
159,0.244605,0,0
160,0.395858,0,0
161,0.395858,0,0
162,0.395858,0,0
163,0.395858,0,0
164,0.395858,0,0
165,0.395858,0,0
166,0.395858,0,0
167,0.395858,0,0
168,0.395858,0,0
169,0.395858,0,0
170,0.395858,0,0
171,0.395858,0,0
172,0.395858,0,0
173,0.395858,0,0
174,0.395858,0,0
175,0.395858,0,0
176,0.395858,0,0
177,0.395858,0,0
178,0.395858,0,0
179,0.395858,0,0
180,0.395858,0,0
181,0.395858,0,0
182,0.395858,0,0
183,0.395858,0,0
184,0.395858,0,0
185,0.395858,0,0
186,0.395858,0,0
187,0.395858,0,0
188,0.395858,0,0
189,0.395858,0,0
190,0.395858,0,0
191,0.395858,0,0
192,0.395858,0,0
193,0.395858,0,0
194,0.395858,0,0
195,0.395858,0,0
196,0.395858,0,0
197,0.395858,0,0
198,0.395858,0,0
199,0.395858,0,0
200,0.748515,1,1
201,0.748515,1,1
202,0.748515,1,1
203,0.748515,1,1
204,0.748515,1,1
205,0.748515,1,1
206,0.748515,1,1
207,0.748515,1,1
208,0.748515,1,1
209,0.748515,1,1
210,0.748515,1,1
211,0.748515,1,1
212,0.748515,1,1
213,0.748515,1,1
214,0.748515,1,1
215,0.748515,1,1
216,0.748515,1,1
217,0.748515,1,1
218,0.748515,1,1
219,0.748515,1,1
220,0.748515,1,1
221,0.748515,1,1
222,0.748515,1,1
223,0.748515,1,1
224,0.748515,1,1
225,0.748515,1,1
226,0.748515,1,1
227,0.748515,1,1
228,0.748515,1,1
229,0.748515,1,1
230,0.748515,1,1
231,0.748515,1,1
232,0.748515,1,1
233,0.748515,1,1
234,0.748515,1,1
235,0.748515,1,1
236,0.748515,1,1
237,0.748515,1,1
238,0.748515,1,1
239,0.748515,1,1
240,0.803833,1,1
241,0.803833,1,1
242,0.803833,1,1
243,0.803833,1,1
244,0.803833,1,1
245,0.803833,1,1
246,0.803833,1,1
247,0.803833,1,1
248,0.803833,1,1
249,0.803833,1,1
250,0.803833,1,1
251,0.803833,1,1
252,0.803833,1,1
253,0.803833,1,1
254,0.803833,1,1
255,0.803833,1,1
256,0.803833,1,1
257,0.803833,1,1
258,0.803833,1,1
259,0.803833,1,1
260,0.803833,1,1
261,0.803833,1,1
262,0.803833,1,1
263,0.803833,1,1
264,0.803833,1,1
265,0.803833,1,1
266,0.803833,1,1
267,0.803833,1,1
268,0.803833,1,1
269,0.803833,1,1
270,0.803833,1,1
271,0.803833,1,1
272,0.803833,1,1
273,0.803833,1,1
274,0.803833,1,1
275,0.803833,1,1
276,0.803833,1,1
277,0.803833,1,1
278,0.803833,1,1
279,0.803833,1,1
280,0.803833,1,1
281,0.803833,1,1
282,0.803833,1,1
283,0.803833,1,1
284,0.803833,1,1
285,0.803833,1,1
286,0.803833,1,1
287,0.803833,1,1
288,0.803833,1,1
289,0.803833,1,1
290,0.803833,1,1
291,0.803833,1,1
292,0.803833,1,1
293,0.803833,1,1
294,0.803833,1,1
295,0.803833,1,1
296,0.803833,1,1
297,0.803833,1,1
298,0.803833,1,1
299,0.803833,1,1
300,0.803833,1,1
301,0.803833,1,1
302,0.803833,1,1
303,0.803833,1,1
304,0.803833,1,1
305,0.803833,1,1
306,0.803833,1,1
307,0.803833,1,1
308,0.803833,1,1
309,0.803833,1,1
310,0.803833,1,1
311,0.803833,1,1
312,0.803833,1,1
313,0.803833,1,1
314,0.000000,-1,0
315,0.000000,-1,0
