threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.26,0.6494726480101252,0.6120218579234973,0.6142595978062158,0.6131386861313869,0.620965934344549,0.6198470644031898,336,213,211,307
0.27,0.6494726480101252,0.6118299445471349,0.6051188299817185,0.6084558823529411,0.6149907092987666,0.6183462665814748,331,210,216,310
0.28,0.6494726480101252,0.6104868913857678,0.5959780621572212,0.603145235892692,0.6088271314484432,0.6160815460627166,326,208,221,312
0.29,0.6494726480101252,0.6114285714285714,0.5868372943327239,0.5988805970149254,0.6029773558728646,0.6152729944207884,321,204,226,316
0.3,0.6494726480101252,0.6146435452793835,0.583180987202925,0.5984990619136961,0.6010347417775964,0.6167660208158257,319,200,228,320
0.31,0.6494726480101252,0.6194174757281553,0.583180987202925,0.60075329566855,0.6017110119040525,0.6198292561666677,319,196,228,324
0.32,0.6494726480101252,0.618860510805501,0.5758683729433273,0.5965909090909091,0.5968059888009614,0.6183020577320483,315,194,232,326
0.33,0.6494726480101252,0.6225296442687747,0.5758683729433273,0.5982905982905983,0.5973158955608682,0.6206465312235919,315,191,232,329
0.34,0.6494726480101252,0.622,0.5685557586837294,0.5940783190066857,0.5923959046458955,0.6191180253040308,311,189,236,331
0.35,0.6494726480101252,0.6280487804878049,0.5648994515539305,0.5948026948989413,0.5907850638486727,0.6223597283156099,309,183,238,337
0.36,0.6494726480101252,0.632016632016632,0.5557586837294333,0.5914396887159533,0.5852057780815277,0.6233347522251271,304,177,243,343
0.37,0.6494726480101252,0.6310272536687631,0.5502742230347349,0.587890625,0.5813988286193925,0.6217753439364067,301,176,246,344
0.38,0.6494726480101252,0.6367521367521367,0.5447897623400365,0.587192118226601,0.5784470462400236,0.6244282334460737,298,170,249,350
0.39,0.6494726480101252,0.6357758620689655,0.5393053016453382,0.5835806132542037,0.5746213644009552,0.6228566446127689,295,169,252,351
0.4,0.6494726480101252,0.6425438596491229,0.5356489945155393,0.584247258225324,0.5729932043273919,0.6264406368941837,293,163,254,357
0.41,0.6494726480101252,0.6465324384787472,0.5283363802559415,0.5814889336016097,0.5685093998104788,0.6276074289218816,289,158,258,362
0.42,0.6494726480101252,0.639269406392694,0.5118829981718465,0.5685279187817259,0.5563944043224661,0.6200876084328899,280,158,267,362
0.43,0.6494726480101252,0.6334106728538283,0.4990859232175503,0.558282208588957,0.5469221537874873,0.6140845286056263,273,158,274,362
0.44,0.6494726480101252,0.6359338061465721,0.49177330895795246,0.554639175257732,0.5421729366583209,0.6142531852526307,269,154,278,366
0.45,0.6494726480101252,0.636144578313253,0.4826325411334552,0.5488565488565489,0.5358677648257173,0.6126237834156162,264,151,283,369
0.46,0.6494726480101252,0.635036496350365,0.47714808043875684,0.5448851774530271,0.5319341230573116,0.6108783310131157,261,150,286,370
0.47,0.6494726480101252,0.6370370370370371,0.4716636197440585,0.542016806722689,0.528331381490861,0.6110180901373503,258,147,289,373
0.48,0.6494726480101252,0.6388888888888888,0.4625228519195612,0.5365853658536586,0.5221315653179033,0.6103145838025671,253,143,294,377
0.49,0.6494726480101252,0.6342710997442456,0.453382084095064,0.5287846481876333,0.515220966105847,0.6056654739304378,248,143,299,377
0.5,0.6494726480101252,0.6356589147286822,0.44972577696526506,0.5267665952890792,0.5127873966713814,0.6057539655530899,246,141,301,379
0.51,0.6494726480101252,0.6385224274406333,0.4424131627056673,0.5226781857451404,0.5079045666784008,0.6059591990458838,242,137,305,383
0.52,0.6494726480101252,0.6382978723404256,0.43875685557586835,0.5200433369447454,0.5052859584733829,0.6050564668556615,240,136,307,384
0.53,0.6494726480101252,0.6385869565217391,0.4296160877513711,0.5136612021857924,0.4988009341334483,0.6032863685186324,235,133,312,387
0.54,0.6494726480101252,0.6401098901098901,0.4259597806215722,0.5115257958287596,0.496332158661439,0.603407213405598,233,131,314,389
0.55,0.6494726480101252,0.6434540389972145,0.42230347349177333,0.5099337748344371,0.49402639879824284,0.6046016815509635,231,128,316,392
0.56,0.6494726480101252,0.6455331412103746,0.40950639853747717,0.5011185682326622,0.4849832993405623,0.602996670677011,224,123,323,397
0.57,0.6494726480101252,0.6538461538461539,0.4040219378427788,0.4994350282485876,0.4817360069979907,0.6066481149996783,221,117,326,403
0.58,0.6494726480101252,0.6533742331288344,0.38939670932358317,0.4879725085910653,0.47098463684113623,0.6029733987437618,213,113,334,407
0.59,0.6494726480101252,0.6603174603174603,0.3802559414990859,0.48259860788863107,0.46480208271815737,0.6048328421273446,208,107,339,413
0.6,0.6494726480101252,0.6524590163934426,0.36380255941499084,0.4671361502347418,0.451936654379943,0.5962648828691689,199,106,348,414
0.61,0.6494726480101252,0.6565656565656566,0.35648994515539306,0.46208530805687204,0.44676509459678315,0.596802950301915,195,102,352,418
0.62,0.6494726480101252,0.6493055555555556,0.34186471663619744,0.4479041916167665,0.43519814540515367,0.5889185648648327,187,101,360,419
0.63,0.6494726480101252,0.6771653543307087,0.31444241316270566,0.42946317103620474,0.41595468749423936,0.5973161580782408,172,82,375,438
0.64,0.6494726480101252,0.6867469879518072,0.3126142595978062,0.4296482412060301,0.4150961317627372,0.6021624959397377,171,78,376,442
0.65,0.6494726480101252,0.6833333333333333,0.29981718464351004,0.4167725540025413,0.4048348881245425,0.5965929624694541,164,76,383,444
0.66,0.6494726480101252,0.679324894514768,0.2943327239488117,0.4107142857142857,0.4002751772907166,0.5927712625736947,161,76,386,444
0.67,0.6494726480101252,0.6767241379310345,0.2870201096892139,0.4030808729139923,0.39432884632082965,0.58918086044174,157,75,390,445
0.68,0.6494726480101252,0.6769911504424779,0.2797074954296161,0.3958602846054334,0.38850636269846306,0.5871481902048941,153,73,394,447
0.69,0.6494726480101252,0.6788990825688074,0.27056672760511885,0.3869281045751634,0.38125632477713345,0.5854225022589777,148,70,399,450
0.7,0.6494726480101252,0.6839622641509434,0.26508226691042047,0.3820816864295125,0.3770601689860891,0.5865001676063505,145,67,402,453
0.71,0.6494726480101252,0.6844660194174758,0.2577696526508227,0.3745019920318725,0.3711299535369982,0.5844781369203247,141,65,406,455
0.72,0.6494726480101252,0.6752577319587629,0.23948811700182815,0.3535762483130904,0.35571146259686626,0.5735962700753336,131,63,416,457
0.73,0.6494726480101252,0.6808510638297872,0.2340036563071298,0.34829931972789113,0.3513861536739573,0.574809857435286,128,60,419,460
0.74,0.6494726480101252,0.6813186813186813,0.226691042047532,0.3401920438957476,0.3452976637945153,0.57261148343009,124,58,423,462
0.75,0.6494726480101252,0.6875,0.22120658135283364,0.334716459197787,0.340912758037778,0.5740594673613612,121,55,426,465
0.76,0.6494726480101252,0.688622754491018,0.21023765996343693,0.32212885154061627,0.3316520150459284,0.5708445623097189,115,52,432,468
0.77,0.6494726480101252,0.691358024691358,0.20475319926873858,0.3159379407616361,0.3270525114648852,0.5703549241761949,112,50,435,470
0.78,0.6494726480101252,0.6918238993710691,0.20109689213893966,0.311614730878187,0.32392739493495093,0.5692908985510157,110,49,437,471
0.79,0.6494726480101252,0.6923076923076923,0.19744058500914077,0.30725462304409673,0.3207912090198245,0.5682247626691003,108,48,439,472
0.8,0.6494726480101252,0.695364238410596,0.19195612431444242,0.3008595988538682,0.31613047141540673,0.5678345284634835,105,46,442,474
0.81,0.6494726480101252,0.6870748299319728,0.1846435100548446,0.2910662824207493,0.30953616935567213,0.5607518292942362,101,46,446,474
0.82,0.6494726480101252,0.6928571428571428,0.1773308957952468,0.2823871906841339,0.3032761347048886,0.5610392582358367,97,43,450,477
0.83,0.6494726480101252,0.7045454545454546,0.170018281535649,0.27393225331369664,0.2970833463639585,0.5643469328688613,93,39,454,481
0.84,0.6494726480101252,0.71900826446281,0.1590493601462523,0.26047904191616766,0.28756292225000146,0.5675423744082804,87,34,460,486
0.85,0.6494726480101252,0.7217391304347827,0.15173674588665448,0.25075528700906347,0.28098948864807133,0.5659906809221354,83,32,464,488
0.86,0.6494726480101252,0.7129629629629629,0.14076782449725778,0.23511450381679388,0.27081279299569205,0.5569103622285446,77,31,470,489
0.87,0.6494726480101252,0.6990291262135923,0.1316270566727605,0.22153846153846155,0.26216959639994375,0.5458706311703596,72,31,475,489
0.88,0.6494726480101252,0.6881720430107527,0.1170018281535649,0.2,0.2483954436788075,0.5339805511074014,64,29,483,491
0.89,0.6494726480101252,0.6896551724137931,0.10968921389396709,0.1892744479495268,0.24152147093386664,0.5315044501937797,60,27,487,493
0.9,0.6494726480101252,0.7012987012987013,0.09872029250457039,0.17307692307692307,0.23117775277738717,0.5324669571744526,54,23,493,497
0.91,0.6494726480101252,0.7611940298507462,0.09323583180987204,0.16612377850162866,0.22634957905744968,0.5603286780778868,51,16,496,504
0.92,0.6494726480101252,0.7321428571428571,0.07495429616087751,0.13598673300165837,0.2081676975829613,0.5367619780739511,41,15,506,505
0.93,0.6494726480101252,0.7045454545454546,0.056672760511883,0.10490693739424704,0.18970299107624067,0.5136393380930264,31,13,516,507
0.94,0.6494726480101252,0.7,0.051188299817184646,0.09540034071550256,0.18410878172526812,0.5085146318166758,28,12,519,508
0.95,0.6494726480101252,0.71875,0.04204753199268738,0.07944732297063903,0.17475249248956046,0.5131037264932168,23,9,524,511
