threshold,auc,precision,recall,f1,composite,precision_aware,TP,FP,FN,TN
0.05,0.6059133736464632,0.5761024182076814,0.7404021937842779,0.648,0.6857837716214316,0.6036338838331333,405,298,142,222
0.06,0.6059133736464632,0.5749279538904899,0.7294332723948812,0.6430298146655923,0.678808255326411,0.6015555960742153,399,295,148,225
0.07,0.6059133736464632,0.575402635431918,0.7184643510054844,0.6390243902439025,0.6721221673052057,0.6005913095184224,393,290,154,230
0.08,0.6059133736464632,0.5754857997010463,0.7038391224862889,0.6332236842105263,0.663069341235595,0.5988926798429737,385,284,162,236
0.09,0.6059133736464632,0.5729646697388633,0.6819012797074955,0.6227045075125208,0.6489446668367966,0.5944763618524805,373,278,174,242
0.1,0.6059133736464632,0.5729813664596274,0.6745886654478976,0.6196473551637279,0.6443712140023599,0.5935675645082247,369,275,178,245
0.11,0.6059133736464632,0.5689381933438986,0.6563071297989032,0.6095076400679117,0.6321885316491177,0.5885040634216154,359,272,188,248
0.12,0.6059133736464632,0.565008025682183,0.643510054844607,0.6017094017094017,0.6234505226644167,0.5841995080832046,352,271,195,249
0.13,0.6059133736464632,0.5663430420711975,0.6398537477148081,0.6008583690987125,0.6213670593163104,0.5846117064945051,350,268,197,252
0.14,0.6059133736464632,0.5655737704918032,0.6307129798903108,0.5963699222126189,0.6154501413382337,0.58288053663898,345,265,202,255
0.15,0.6059133736464632,0.5652892561983471,0.6252285191956124,0.59375,0.6119219343270988,0.5819523028284662,342,263,205,257
0.16,0.6059133736464632,0.56738768718802,0.623400365630713,0.5940766550522648,0.6111058540603286,0.5830995148389821,341,260,206,260
0.17,0.6059133736464632,0.5680672268907563,0.6179159049360147,0.5919439579684763,0.6077238145878429,0.5827994755652137,338,257,209,263
0.18,0.6059133736464632,0.5692567567567568,0.6160877513711152,0.591747146619842,0.6067506944008029,0.5833351970936237,337,255,210,265
0.19,0.6059133736464632,0.5689948892674617,0.6106032906764168,0.5890652557319224,0.6032038967870778,0.5823996960826002,334,253,213,267
0.2,0.6059133736464632,0.5679862306368331,0.603290676416819,0.5851063829787234,0.5983599278313192,0.5807077049413262,330,251,217,269
0.21,0.6059133736464632,0.5699481865284974,0.603290676416819,0.5861456483126111,0.5986717074314855,0.5820004624873247,330,249,217,271
0.22,0.6059133736464632,0.5706806282722513,0.5978062157221207,0.5839285714285715,0.5952643540189244,0.5817015602939898,327,246,220,274
0.23,0.6059133736464632,0.5709281961471103,0.5959780621572212,0.5831842576028623,0.5941269830887619,0.5816020500837065,326,245,221,275
0.24,0.6059133736464632,0.5699115044247788,0.5886654478976234,0.579136690647482,0.589256405872349,0.5798794341359267,322,243,225,277
0.25,0.6059133736464632,0.5711743772241993,0.5868372943327239,0.5788999098286745,0.588271294844257,0.5804398362899946,321,241,226,279
0.26,0.6059133736464632,0.5724508050089445,0.5850091407678245,0.5786618444846293,0.5872857984585937,0.5810066305791537,320,239,227,281
0.27,0.6059133736464632,0.5719424460431655,0.5813528336380256,0.5766092475067996,0.5848418658003454,0.5801366720029153,318,238,229,282
0.28,0.6059133736464632,0.5706521739130435,0.5758683729433273,0.5732484076433121,0.58109138349395,0.578483283978808,315,237,232,283
0.29,0.6059133736464632,0.5753676470588235,0.5722120658135283,0.5737855178735105,0.57942436299811,0.5810021536207576,313,231,234,289
0.3,0.6059133736464632,0.5767097966728281,0.5703839122486288,0.5735294117647058,0.5784334543830189,0.5815963965951184,312,229,235,291
0.31,0.6059133736464632,0.575139146567718,0.56672760511883,0.570902394106814,0.5758171955207518,0.5800229662451959,310,229,237,291
0.32,0.6059133736464632,0.5754189944134078,0.5648994515539305,0.5701107011070111,0.5746656108383612,0.5799253822680999,309,228,238,292
0.33,0.6059133736464632,0.5789473684210527,0.5630712979890311,0.5708989805375347,0.5739880178850686,0.5819260531010794,308,224,239,296
0.34,0.6059133736464632,0.5803402646502835,0.5612431444241316,0.570631970260223,0.5729938380194254,0.5825423981325013,307,222,240,298
0.35,0.6059133736464632,0.5782442748091603,0.5539305301645339,0.5658263305322129,0.5678958389712234,0.5800527112935366,303,221,244,299
0.36,0.6059133736464632,0.5796545105566219,0.5521023765996343,0.5655430711610487,0.5668967843774244,0.5806728513559182,302,219,245,301
0.37,0.6059133736464632,0.5799614643545279,0.5502742230347349,0.5647279549718575,0.5657381727382174,0.5805817933981139,301,218,246,302
0.38,0.6059133736464632,0.5797665369649806,0.5447897623400365,0.5617342130065975,0.5620978198012901,0.5795862071137622,298,216,249,304
0.39,0.6059133736464632,0.5812133072407045,0.5429616087751371,0.5614366729678639,0.5610944810072204,0.5802203302400041,297,214,250,306
0.4,0.6059133736464632,0.5838264299802761,0.5411334552102377,0.5616698292220114,0.560250351101015,0.5815968384860342,296,211,251,309
0.41,0.6059133736464632,0.5841584158415841,0.5393053016453382,0.5608365019011406,0.559086276122304,0.5815128332204269,295,210,252,310
0.42,0.6059133736464632,0.5853174603174603,0.5393053016453382,0.5613701236917221,0.5592463626594784,0.5822524419955395,295,209,252,311
0.43,0.6059133736464632,0.5856573705179283,0.5374771480804388,0.5605338417540515,0.5580814012957275,0.5821715125144723,294,208,253,312
0.44,0.6059133736464632,0.586,0.5356489945155393,0.559694364851958,0.5569154814426497,0.58209098418488,293,207,254,313
0.45,0.6059133736464632,0.586,0.5356489945155393,0.559694364851958,0.5569154814426497,0.58209098418488,293,207,254,313
0.46,0.6059133736464632,0.5846774193548387,0.5301645338208409,0.5560882070949185,0.5530914037681887,0.5803478465351876,290,206,257,314
0.47,0.6059133736464632,0.5846774193548387,0.5301645338208409,0.5560882070949185,0.5530914037681887,0.5803478465351876,290,206,257,314
0.48,0.6059133736464632,0.5853658536585366,0.526508226691042,0.5543792107795957,0.5507505513086924,0.5801793647924397,288,204,259,316
0.49,0.6059133736464632,0.5853658536585366,0.526508226691042,0.5543792107795957,0.5507505513086924,0.5801793647924397,288,204,259,316
0.5,0.6059133736464632,0.5860655737704918,0.5228519195612431,0.5526570048309178,0.5484057359591895,0.5800125630638139,286,202,261,318
0.51,0.6059133736464632,0.5876288659793815,0.5210237659963437,0.5523255813953488,0.5473922321460691,0.5806947821375881,285,200,262,320
0.52,0.6059133736464632,0.5908141962421712,0.5173674588665448,0.5516569200779727,0.5453634801859568,0.58208684887377,283,196,264,324
0.53,0.6059133736464632,0.5936842105263158,0.5155393053016454,0.5518590998043053,0.5445100573214069,0.5835825099337422,282,193,265,327
0.54,0.6059133736464632,0.5919661733615222,0.5118829981718465,0.5490196078431373,0.541830056168157,0.5818716437629949,280,193,267,327
0.55,0.6059133736464632,0.5932203389830508,0.5118829981718465,0.549558390578999,0.5419916909889156,0.5826603613945178,280,192,267,328
0.56,0.6059133736464632,0.5957446808510638,0.5118829981718465,0.5506391347099312,0.5423159142281953,0.5842467555678039,280,190,267,330
0.57,0.6059133736464632,0.5965665236051502,0.5082266910420475,0.5488647581441264,0.5399554476935543,0.5841253639751056,278,188,269,332
0.58,0.6059133736464632,0.5948275862068966,0.5045703839122486,0.5459940652818991,0.5372660862699867,0.5823946874173107,276,188,271,332
0.59,0.6059133736464632,0.596529284164859,0.5027422303473492,0.5456349206349206,0.5362442660934434,0.5831377930021983,275,186,272,334
