frame,prob,label,pred
222,0.627630,1,0
223,0.627630,1,0
224,0.627630,1,0
225,0.627630,1,0
226,0.627630,1,0
227,0.627630,1,0
228,0.627630,1,0
229,0.627630,1,0
230,0.627630,1,0
231,0.627630,1,0
232,0.627630,1,0
233,0.627630,1,0
234,0.627630,1,0
235,0.627630,1,0
236,0.627630,1,0
237,0.627630,1,0
238,0.627630,1,0
239,0.627630,1,0
240,0.878071,1,1
241,0.878071,1,1
242,0.878071,1,1
243,0.878071,1,1
244,0.878071,1,1
245,0.878071,1,1
246,0.878071,1,1
247,0.878071,1,1
248,0.878071,1,1
249,0.878071,1,1
250,0.878071,1,1
251,0.878071,1,1
252,0.878071,1,1
253,0.878071,1,1
254,0.878071,1,1
255,0.878071,1,1
256,0.878071,1,1
257,0.878071,1,1
258,0.878071,1,1
259,0.878071,1,1
260,0.878071,1,1
261,0.878071,1,1
262,0.878071,1,1
263,0.878071,1,1
264,0.878071,1,1
265,0.878071,1,1
266,0.878071,1,1
267,0.878071,1,1
268,0.878071,1,1
269,0.878071,1,1
270,0.878071,1,1
271,0.878071,1,1
272,0.878071,1,1
273,0.878071,1,1
274,0.878071,1,1
275,0.878071,1,1
276,0.878071,1,1
277,0.878071,1,1
278,0.878071,1,1
279,0.878071,1,1
280,0.878071,1,1
281,0.878071,1,1
282,0.878071,1,1
283,0.878071,1,1
284,0.878071,1,1
285,0.878071,1,1
286,0.878071,1,1
287,0.878071,1,1
288,0.878071,1,1
289,0.878071,1,1
290,0.878071,1,1
291,0.878071,1,1
292,0.878071,1,1
293,0.878071,1,1
294,0.878071,1,1
295,0.878071,1,1
296,0.878071,1,1
297,0.878071,1,1
298,0.878071,1,1
299,0.878071,1,1
300,0.878071,1,1
301,0.878071,1,1
302,0.878071,1,1
303,0.878071,1,1
304,0.878071,1,1
305,0.878071,1,1
306,0.878071,1,1
307,0.878071,1,1
308,0.878071,1,1
309,0.878071,1,1
310,0.878071,1,1
311,0.878071,1,1
312,0.878071,1,1
313,0.878071,1,1
314,0.000000,-1,0
315,0.000000,-1,0
316,0.000000,-1,0
317,0.000000,-1,0
318,0.000000,-1,0
319,0.000000,-1,0
320,0.000000,-1,0
321,0.000000,-1,0
322,0.000000,-1,0
323,0.000000,-1,0
324,0.000000,-1,0
325,0.000000,-1,0
326,0.000000,-1,0
327,0.000000,-1,0
328,0.000000,-1,0
329,0.000000,-1,0
330,0.000000,-1,0
331,0.000000,-1,0
332,0.000000,-1,0
333,0.000000,-1,0
334,0.000000,-1,0
335,0.000000,-1,0
336,0.000000,-1,0
337,0.000000,-1,0
338,0.000000,-1,0
339,0.000000,-1,0
340,0.000000,-1,0
341,0.000000,-1,0
342,0.000000,-1,0
343,0.000000,-1,0
344,0.000000,-1,0
345,0.000000,-1,0
346,0.000000,-1,0
347,0.000000,-1,0
348,0.000000,-1,0
349,0.000000,-1,0
350,0.000000,-1,0
351,0.000000,-1,0
352,0.000000,-1,0
